,logFC,logCPM,PValue,FDR,up_down
SAMD12-AS1,3.12927692341478,4.86940350932544,0.0176830751691676,0.100716784233724,Up
MKNK1-AS1,2.01710740669231,4.90934261352646,0.0177010386189124,0.100716784233724,Up
LINC02657,3.84625686608984,7.25261580281043,0.0177043717289536,0.100716784233724,Up
AC036176.3,6.53448047721815,4.66770302165504,0.0177296706540254,0.100716784233724,Up
AC027243.3,5.68835615010248,3.97539467343677,0.0177736980109674,0.100891089084778,Up
HAGLROS,2.91045543148893,8.63062116247594,0.0178251986431568,0.101107522086203,Up
AC100821.2,3.17694138093935,3.46546843902637,0.0178651767395588,0.101182472904722,Up
LINC01389,2.77746117636299,6.3638110425116,0.0178924358515454,0.101261008587975,Up
AC117453.1,-2.00825976845536,2.65556013368104,0.0179380474551043,0.10144321376817,Down
AL049629.1,3.61408901570982,4.76996888007417,0.0180428346060453,0.101883399892688,Up
AL365436.2,3.59395716965346,3.73605324599872,0.0181741267273395,0.10254818819807,Up
AC137834.2,4.68946559936571,3.27550321806588,0.0182780175573228,0.102812438290983,Up
RDH10-AS1,3.3082444775008,6.53581098879039,0.0182811092148512,0.102812438290983,Up
AC011446.1,4.69278483498994,3.28152109519072,0.0183203219286951,0.102812438290983,Up
AC022150.3,-2.53766140543811,2.39172617872697,0.0183242496295236,0.102812438290983,Down
AL110115.2,2.66650981305691,3.60537297379472,0.0184417360357766,0.103210929804965,Up
LINC02068,3.47037549691903,5.02273098564945,0.0184573328116665,0.103221814636842,Up
LINC02308,-2.29719945193319,2.98549832989402,0.0185021088395435,0.103395746441824,Down
LINC01537,-2.17639377422545,6.24743954453371,0.018574021918686,0.10372095991668,Down
C5orf34-AS1,3.44601006118311,6.80052535489253,0.0187547429054521,0.104508312303934,Up
AP000679.1,3.05844636396718,4.72511095454456,0.0187564845650627,0.104508312303934,Up
AP000320.1,3.50917158658777,3.67354599795183,0.0189557452265536,0.105308148168973,Up
AC004975.2,2.62772791577215,4.87033199700102,0.0190567182589457,0.105791370599037,Up
PRDM16-DT,-2.03874488201488,5.93970208037678,0.0191119436553361,0.106020107100511,Down
AC003005.2,-2.09369395533464,3.06354673162062,0.0191578634851176,0.106119125136245,Down
AC015921.1,5.75298719196723,4.02568603822988,0.019313307629147,0.106817960994556,Up
AC008543.3,4.37054555013445,3.07983428548523,0.0193473416032035,0.106817960994556,Up
AC100791.2,5.98390382357655,4.20930747610014,0.0194854076839927,0.107407022661985,Up
AC004837.2,2.80033477112415,4.07755573587143,0.0196569635338008,0.10801330034816,Up
MIAT,4.08368595059867,11.041050584982,0.0196718641289018,0.108016677326526,Up
AC027763.2,5.07449298978109,5.10619933749816,0.0198067172757663,0.108678221568991,Up
LINC02605,3.10511709548026,6.22941290658458,0.0198651144755942,0.108888407943783,Up
LINC00589,5.88261367214431,4.12812298375595,0.0198738266052666,0.108888407943783,Up
LINC01747,-2.01333318809905,2.87608666611164,0.0199011585800161,0.108920619984311,Down
AC009102.2,-2.07679823062538,2.71181125092415,0.0199968365822032,0.109324715399883,Down
AC104819.3,2.12086930620915,4.18021723136427,0.0200714162721609,0.109573991648959,Up
AL359555.1,-2.53828519144564,2.38449479333408,0.0201122122944472,0.109717487127212,Down
AC023794.2,2.5087146407766,5.56446308311666,0.0202382248512101,0.110325319466474,Up
AC068631.1,3.10408206164124,4.53689532911079,0.0203433694866005,0.110738816910141,Up
LINC01932,4.73763152248833,4.62760178075176,0.0207470463526128,0.112551229450341,Up
AC009121.4,2.16942832186223,5.55074827557267,0.0207837959776125,0.112551229450341,Up
UCKL1-AS1,2.07158801628096,6.65332933655894,0.0207943351880304,0.112551229450341,Up
AL031848.1,3.85002436871089,5.23345515318158,0.0208235994653801,0.112551229450341,Up
AC004585.1,2.58591135086852,7.12977313073671,0.0208363577588761,0.112551229450341,Up
AC012464.2,2.33723647067836,3.41418006530077,0.0210398708447628,0.113387358130614,Up
AC092691.1,-2.94282830982919,2.61235691514143,0.0212252039844023,0.114142082024229,Down
LINC00618,2.35047554100956,4.01076010274755,0.0212828081608418,0.114231394582771,Up
LINC02714,-2.59938913100839,3.5155689973421,0.0212855383786677,0.114231394582771,Down
AC097381.3,5.64161133483188,3.93928883432323,0.0212871359565036,0.114231394582771,Up
LINC01833,10.2203536782063,8.15483341935057,0.0213749527865997,0.114540055293749,Up
AC002059.1,2.26871885718416,4.38666383681016,0.0214548495410656,0.114886768682718,Up
AC115522.1,2.60814670333499,7.76842687546638,0.021495576071663,0.11502339043018,Up
AL365181.2,3.67558276255729,8.83765947249047,0.0216243836756892,0.115630809739665,Up
LINC01010,4.69676274869554,5.93227633470677,0.021669320942387,0.115789212470239,Up
AL139246.4,4.43928678186575,5.05982711375166,0.0216900542694725,0.115818149951612,Up
AP001574.1,3.43384564557559,4.89124136203344,0.0217783252015804,0.116125470274435,Up
LINC02804,2.9266003611292,4.48779907157283,0.0218031948112424,0.116136248483439,Up
AC022784.6,5.47776809744675,3.81507906306205,0.0218110663730304,0.116136248483439,Up
TCL6,-2.030279549326,4.4437508042357,0.0218512833301337,0.116158027688844,Down
AC005674.1,5.31687546334477,5.12977423601207,0.0218612449942104,0.116158027688844,Up
AC023825.2,3.55432462177231,3.71787186854397,0.0220780909770711,0.117063426281651,Up
AC024267.4,2.09876475099811,4.29370390685421,0.022112174236419,0.117161982762133,Up
AC073046.1,2.25668684404032,5.60475860242749,0.0221569362686086,0.117316943366211,Up
AC008750.5,2.24577113393312,3.94708874642536,0.0222682546852133,0.117526314991412,Up
AC120498.4,5.0299987034567,5.86085666183194,0.0222741977757827,0.117526314991412,Up
COL18A1-AS1,-2.04528156689735,2.81323148499524,0.022366157992092,0.117847052667741,Down
AC025580.2,2.81015094151288,6.62334971808869,0.0224252992554151,0.118076384171444,Up
AL590006.1,4.61106885569385,3.22522414278895,0.0224951565805421,0.118279470727037,Up
LINC02086,3.92829163301837,8.32761707708983,0.0225650272534513,0.118482063238434,Up
AC114760.2,2.37423973132856,4.05175906252066,0.022608209706416,0.118574831662332,Up
USP30-AS1,2.73326908099332,7.55411587254788,0.0227124164509361,0.118925609962277,Up
AC104534.1,3.28737170265845,6.10402320123266,0.0227768816663647,0.119180624414798,Up
LINC00479,3.99947548926031,5.75664140301183,0.0228682397870377,0.119508066597367,Up
AL133353.1,2.64747149062365,4.81379216042096,0.022895931209034,0.119508066597367,Up
CAMTA1-AS1,-2.03416254489971,2.3755514482822,0.0230779771934983,0.120219808447577,Down
LINC02800,5.06548502183611,3.52035268911164,0.0231278228138264,0.120219808447577,Up
SH3PXD2A-AS1,3.92745005580528,9.16459619278337,0.0232053000881761,0.120339694078669,Up
AC009495.1,2.09304067458537,3.56822019076343,0.0233883115323818,0.120874247092508,Up
AL627309.5,2.41479404016612,5.06725979224796,0.0234409638532986,0.121063611813382,Up
AL138789.1,4.89200586133834,5.72840769917601,0.0235050647332576,0.121229054875962,Up
AC034199.1,3.50899175370813,3.6886103918779,0.0236266250243799,0.121607155758568,Up
ADPGK-AS1,2.16844882330931,4.20987199776136,0.0238771495305986,0.122562883639413,Up
AL354707.1,3.69903093705063,7.44764348379574,0.0239112223417533,0.12261178566578,Up
EMSLR,2.49114055836323,8.58706080846855,0.0239924261567185,0.122821079330365,Up
AC100812.1,3.05954701607208,4.26440151561514,0.0244345740903257,0.124076437002654,Up
AC244230.1,6.4803347708052,4.62082663012785,0.0245115006097923,0.124216793639839,Up
AC007608.1,-2.35766050205252,3.29153881146982,0.0246706795532695,0.124856096453997,Down
AC010768.2,4.64385919521872,3.23923769692382,0.0248419047790529,0.125303296887537,Up
NARF-AS1,2.66126790961898,3.61367637587494,0.0250602795210682,0.126320515639198,Up
AL035661.1,2.03259523276832,10.1487711423627,0.0250791425334925,0.126331376879239,Up
AC005324.5,2.21976616249145,4.16454376086563,0.0252389588094704,0.126720696656067,Up
AL391261.2,-2.03011099788574,2.44854590715568,0.0253518432389299,0.127196606987093,Down
LINC02694,4.87957579251826,3.39678010829011,0.0254277018268244,0.127492608430119,Up
AC078923.1,7.05624672603776,5.1281399788288,0.0255507713016725,0.128024772572529,Up
AC106738.1,3.64594549298158,4.86704579090112,0.0257175131976851,0.128265248870512,Up
MIR31HG,3.44254942975366,7.52204925178861,0.0257547246233421,0.128275933304047,Up
AC024267.5,4.45454572145701,3.1256603682559,0.0257705518699706,0.128275933304047,Up
AC007014.2,2.21349264261569,4.90817557549825,0.0262113795617623,0.12987171747476,Up
AL160408.1,4.83304771765171,5.82316849045059,0.0262998790655178,0.130139650271191,Up
AC004988.1,3.62157001189372,4.43613275024739,0.0265781461634969,0.131430584134859,Up
AC009652.1,5.0961890176209,3.53806328248167,0.0268247448421871,0.132563330556717,Up
AP004550.1,-2.86535308533324,2.35568705624117,0.0269878813877551,0.132848548940636,Down
AL162574.1,-2.33672314816988,2.30706733832181,0.0271621829004778,0.133532681996432,Down
LINC02100,3.07453101574385,4.30395393922748,0.0275007114780326,0.134868689076021,Up
RRS1-AS1,2.40358701733616,3.43702249415875,0.0275052927595853,0.134868689076021,Up
AC020658.3,4.23327827812048,3.0019372846164,0.0277449682361453,0.135779744228799,Up
SLC12A5-AS1,3.28826126893456,5.81041126694962,0.0278449848030258,0.136181067332263,Up
AL163952.1,5.840972111464,4.0947674382816,0.027893283997057,0.136329101681802,Up
AC004847.1,2.54067267623476,6.69194418026484,0.0280442732459635,0.136978520680058,Up
AL354863.1,-3.27039824833143,3.66125480758545,0.0282063908351743,0.137491230128224,Down
AL133230.2,2.48362432367625,5.39010627913579,0.0283098504669871,0.137830508294198,Up
BX640514.2,3.61919402633771,6.17920739027938,0.0283892462588687,0.138128115163003,Up
AC105935.1,3.39194097273631,3.58425907968394,0.0285311940548793,0.138493718414165,Up
AP005899.1,2.69513625195431,5.12258832907315,0.0285376555071114,0.138493718414165,Up
DSG1-AS1,10.1854138694982,8.11957098162621,0.0287054090257332,0.138856688082554,Up
AC092535.2,2.85660601924729,4.65294046334717,0.0287410020961774,0.138856688082554,Up
ELFN1-AS1,4.7491457594844,7.88042464656005,0.0287676550054444,0.138896704659109,Up
AC093673.2,-2.0482544227068,2.46818680078299,0.0287974557649093,0.138951858990733,Down
LINC01840,-2.19479240438052,2.34863720131656,0.0291122981787808,0.140202602885199,Down
AC020922.4,4.76732944970562,3.3192999714523,0.0292570734376565,0.140579395617863,Up
KIAA1671-AS1,2.79676658441971,6.39657963203074,0.0293618389288547,0.140870943029829,Up
AC083841.2,5.94112710556468,4.17541204406273,0.0294007016008878,0.140873703931757,Up
AC082651.3,6.20110592445323,9.03809954791199,0.030129181952919,0.143455128933262,Up
AC005841.1,3.13267053628118,3.43335885963636,0.0307332264378953,0.146147122702469,Up
LINC02525,-2.96227552740525,2.97498889579842,0.0310128991997843,0.147136712596894,Down
EIPR1-IT1,3.48567585210711,4.20855656194491,0.0310802548065373,0.147241733453777,Up
AC109462.1,-2.21071346330354,3.56743761182941,0.0312541619929466,0.147787816653326,Down
LINC02003,4.64385569631089,3.23933099268924,0.0315103829074344,0.148720352785962,Up
CLEC12A-AS1,5.49312198277968,3.82705807033005,0.0316376517785147,0.149227875918496,Up
AC098851.1,2.36321817523703,5.22517252736414,0.0318549198403414,0.149972010531022,Up
ERVE-1,3.27141680205308,5.60874570657303,0.032144196876591,0.150957933281928,Up
AC021549.2,4.1332695935099,4.13131374070483,0.032540170345505,0.152344413611371,Up
AL160408.5,5.80886104782139,4.07075489209183,0.0325882066033462,0.152474894881126,Up
UNC5B-AS1,3.32574525637558,9.09350949063335,0.0327205701621557,0.152999524425516,Up
AC009118.2,2.30405186947525,5.13088798955106,0.0328099897231914,0.153322825894345,Up
AC124276.1,5.82417541724374,4.08145969511652,0.0328317846348524,0.153329909588709,Up
AL121790.2,5.560296161493,5.37845770724589,0.0331190354756127,0.154284062341719,Up
LINC02006,5.13430714725211,4.96371637474044,0.0332860992537684,0.154877659358611,Up
LINC01503,2.02891482144428,11.5148878888817,0.0333838220623647,0.155236825715584,Up
AP001207.3,3.23642574920181,6.4079941252764,0.0334263817707226,0.15524377921894,Up
AL353593.2,2.55363880248325,4.75712053160385,0.0337364815371211,0.156299961337116,Up
AC092810.3,-2.50155959263055,3.06691938023963,0.0338139100105669,0.156451732993321,Down
AC244205.1,4.24108381167183,5.0005037630797,0.0338520083556504,0.156451732993321,Up
AC008655.2,2.12225571239863,3.58394274722852,0.0339053513196647,0.156602542045196,Up
LINC02818,2.13642840227805,3.61644120846159,0.0340545324526369,0.157031725151966,Up
LINC01133,3.20834560847185,11.5029544343695,0.0340605778665817,0.157031725151966,Up
CHRM3-AS2,2.50376989089067,6.08480774707208,0.0341545884013127,0.157369191287218,Up
LINC01943,2.21555969406929,6.42725441406872,0.0342682541179123,0.15779675358437,Up
CR936218.1,2.13885992723969,4.45614255320256,0.0344183106261481,0.158080521178438,Up
AC112484.3,2.43659621303296,7.34550963312766,0.0344217995504177,0.158080521178438,Up
AC108451.2,5.8918266418967,4.13598733132796,0.0344777866251086,0.15818358293231,Up
AC004687.1,2.59588908432006,8.33766930410771,0.0347465162317079,0.15916665585253,Up
AL157400.2,4.80270497126708,3.34237759473395,0.0347762617998122,0.15916665585253,Up
AC092384.2,3.78536423557409,6.83951157290953,0.0348601422133173,0.159374756239974,Up
AP001350.1,3.09119267415865,3.92884272038105,0.0349428244990763,0.15945339827284,Up
AL031770.1,2.30010808150465,3.37657155444101,0.0350740503157385,0.159863436465491,Up
AC092681.2,3.01592501335278,3.33670017146011,0.0355537664538058,0.16184348474246,Up
SOX9-AS1,2.52463315575128,6.2741585121179,0.0355996771785286,0.16195496940244,Up
LINC02004,2.62120237306388,5.59338421627574,0.0359843955792623,0.162835103056043,Up
AC133528.1,2.04437766569571,5.69614200947424,0.0359869669629213,0.162835103056043,Up
DGCR9,2.32754796983662,5.96623153209427,0.0360696333414457,0.163111541683416,Up
AL109946.1,4.65883919045349,4.5839648443405,0.0363709642482798,0.163983816744928,Up
LINC02028,2.88991873834684,5.61780612043991,0.0364638464967965,0.164185635721998,Up
IRX4-AS1,8.15968923830042,6.14925280590402,0.0365527162785751,0.164221524069374,Up
AC107959.3,2.64144888476617,5.92059003003579,0.0365757236520071,0.164221524069374,Up
CU639417.5,3.72041523316955,4.4404765602122,0.0371117248152092,0.165840278562528,Up
AC002401.4,5.03935814966176,6.3470133980993,0.0371412200498157,0.16587404890529,Up
AL049874.3,6.75202536837856,6.4498718879534,0.037246383800271,0.166147438297256,Up
LINC01705,6.29301023151703,4.46193492774489,0.0375116011624532,0.1671138916283,Up
PICSAR,8.10208578802558,8.06130268588467,0.0376068116986718,0.167360272662541,Up
AC023137.2,-2.12529469017406,2.67880533522655,0.0377405153191194,0.167495946891237,Down
AF131215.4,4.66435878570906,3.25573772038308,0.0378467287026863,0.167835258487396,Up
AC103808.6,-2.49324658531906,2.22625654400266,0.038162226209863,0.169036082233611,Down
AC004884.2,2.12004565991969,3.6027778360781,0.0383823034552539,0.169613440342008,Up
AL161938.1,-2.54790174387113,3.0943018530437,0.0384436274336866,0.169785202702164,Down
Z94721.2,2.15909592719992,4.27052799051411,0.038516080709701,0.1699067014271,Up
IGFL2-AS1,5.44301891082485,9.51684437476121,0.0386335722239278,0.17032562074934,Up
AL513327.3,2.10666258752446,4.19087448073398,0.038693772561216,0.170392320521464,Up
AL033397.2,3.98271063559211,4.6599866843256,0.0387416952035354,0.170504049728714,Up
LINC01266,-2.43262327066775,3.68038224390606,0.0389774248095258,0.171342040107456,Down
AC092535.4,2.83300577085313,4.19076414602651,0.0391442797412908,0.171875667319338,Up
AC008750.2,3.48526250959076,3.66235814628642,0.0391991195057187,0.172016565631305,Up
BX284613.2,4.35042975455771,4.47396936633708,0.0394627777015728,0.172972789682082,Up
LINC00944,4.09260432383389,6.94944855601952,0.0395270654529744,0.173154195764739,Up
AC005863.1,8.06323708513844,6.05578841529259,0.0397101822416409,0.173654533215181,Up
AC020663.2,2.30977308611739,5.37705848321182,0.0398281720959059,0.173955237037176,Up
AP001099.1,6.46866978093481,4.61466095651225,0.0398479659500581,0.173955237037176,Up
LINC02154,6.05435047439173,7.02253196810393,0.0400033813891501,0.174532929419137,Up
AC105219.2,3.28866344698345,5.09379833179398,0.0401008610722867,0.174756547877556,Up
AC079385.1,2.77960230950307,3.18737759640515,0.0402190875899961,0.175170807182005,Up
AC019117.2,5.397730488396,5.2286296877876,0.0404530198843507,0.176088246025087,Up
AL355102.4,3.49941774450134,4.64975487903827,0.0405301249981306,0.176295252013839,Up
LINC01447,-2.12615441817856,2.73733133323325,0.0406149357476698,0.176386863405015,Down
AC007991.2,5.17543125706691,5.21681782084938,0.0407204278983746,0.176743487565792,Up
LINC00671,-2.02306984800668,3.38393205420307,0.0409829647264986,0.177373895991446,Down
LINC02147,-2.38112195563753,3.2227978875224,0.0410727726692081,0.17745784808679,Down
LINC02489,-2.31468825644011,3.75788662405596,0.0413744012128769,0.17815025488073,Down
AL590666.1,2.18666533580144,4.13247600022282,0.0415284731166904,0.178419825182881,Up
AL023754.1,6.93650513068573,6.62356006077669,0.0415313969477412,0.178419825182881,Up
AL590666.2,2.37959377083622,7.50040528790422,0.0420405315428847,0.180402076615069,Up
LINC00887,2.98982770107183,7.03105925474562,0.0421143440240431,0.180567410220597,Up
AC009226.1,2.35167127409687,4.25046486953837,0.0421268233870035,0.180567410220597,Up
AC092447.5,-2.41070533686187,2.25476143969104,0.042240541712176,0.180747445323012,Down
AC015849.1,2.43662267700961,3.44927724860137,0.0424054510179733,0.18104326095251,Up
AC007216.2,2.56500923194615,3.6112432191082,0.0425123384063151,0.181294862205385,Up
AC073342.1,3.01673444003475,3.40179273653036,0.0426812406228644,0.181839041054324,Up
AFAP1-AS1,6.32125686276721,9.68366837643763,0.043162858461731,0.183242208214008,Up
FIRRE,3.18743851851569,7.61004685346701,0.0433227172940287,0.18371456279313,Up
LINC02195,3.75946135101927,6.31553211477161,0.0435638658995812,0.184530190513576,Up
AC091729.1,4.03247215606751,5.45956987643924,0.0436764429905047,0.184593396004028,Up
AC073333.1,2.12622180536643,3.60291591110142,0.0438865679098846,0.185316685210803,Up
AC105271.1,-2.19946805910731,2.32014093657639,0.0439456178525287,0.185316685210803,Down
AL645608.1,2.18879225342627,4.6688417067684,0.0442286108053901,0.186119035438832,Up
AC096734.1,5.51971771322113,3.84640749161519,0.0443779978732091,0.186515865435983,Up
AC068189.1,4.53637718392584,3.17227070651101,0.0444039615503712,0.186521307379087,Up
LINC01679,2.43337605116541,9.66679009294381,0.0445742454617379,0.18702878464828,Up
LINC00319,5.62306033905068,3.92539484245417,0.044600790761234,0.187036372127393,Up
LINC01527,8.70238588998864,6.66912695440009,0.0446871228519028,0.187294532086052,Up
AC090578.1,-2.16596089121512,2.43501959859654,0.0447854341075761,0.187394945925503,Down
LINC00942,4.5506557911754,6.8459959498856,0.045056263986299,0.188007953642609,Up
AL683807.1,2.63579962211304,4.68432617024425,0.0451201818703233,0.188170819151415,Up
AL451042.1,2.09758216954085,4.84777812723136,0.0451840913584852,0.188277051700145,Up
AP002954.1,3.23697005547393,4.01175599434554,0.0452369707239938,0.188346220068346,Up
AP000569.1,4.52891495264565,3.1776814121324,0.0456774969746963,0.189866715022363,Up
LUARIS,6.51091954093659,4.64520135026189,0.0457894007731133,0.190031305983007,Up
AC005993.1,6.99035597384027,5.06791046722464,0.0460445248954775,0.19076309738888,Up
AC090236.2,4.35600308894599,3.07418033338137,0.0463674169376057,0.191995640451937,Up
AC004233.2,2.83129920792201,7.44445009520142,0.0464649684420187,0.192191227242352,Up
AC129926.1,5.93757789689156,4.17258559815826,0.0464654891415182,0.192191227242352,Up
LINC01559,5.1991871766035,9.27193803426009,0.0469467127391238,0.193566715392524,Up
AC067945.3,2.0871590139145,3.81375521651666,0.0469516407922085,0.193566715392524,Up
AC093865.1,5.13854484876976,3.56984925728499,0.0470449108656211,0.193739962448236,Up
AC067863.1,5.17845650351126,3.59830261899862,0.047095903819189,0.193810063423229,Up
TBL1XR1-AS1,4.15070837244566,2.96476252850034,0.0474269557464441,0.194467917857785,Up
AP000424.1,5.67030961463477,3.96301257474355,0.0474274355944656,0.194467917857785,Up
AC092142.1,3.28450716505712,5.46302452083861,0.0474691064448666,0.194533286628529,Up
AC074194.1,3.44088296934285,3.63049115062058,0.0478481846693078,0.195451174654044,Up
LINC01303,2.61888749171976,5.27843803027811,0.0483198552268008,0.196922428313419,Up
LINC01068,2.90469411941574,4.14976891944813,0.0484034338641369,0.196974361381453,Up
AL591501.1,-2.60955732659197,2.66418513286447,0.0485136486082021,0.197123180321951,Down
AC023043.4,2.1574899485345,6.9730217266738,0.0487023674626338,0.19721355569981,Up
LINC02236,3.18746804659411,3.53928218878297,0.0487403189936215,0.19721355569981,Up
RXYLT1-AS1,-2.08544402867533,2.48841711406439,0.0487491251954696,0.19721355569981,Down
AC104072.1,-2.3395113665546,2.23204157477176,0.0488369805575474,0.197357781932451,Down
AC006460.1,3.42120707254504,3.61907538815889,0.0488994415691659,0.197399187242106,Up
LINC02827,3.51871905788352,4.25591362525861,0.04914038193033,0.197949082458831,Up
AC004233.1,3.76758262971623,3.98882747271342,0.0491834093334182,0.198015807100707,Up
AL354993.1,2.80941714835932,4.64012657198885,0.0492093243674418,0.198015807100707,Up
AC020659.1,3.14317868815399,7.03413630297808,0.0494995423543594,0.198655010478403,Up
AL133297.1,2.26496291408839,3.37544412507683,0.0497142438790075,0.199238850924504,Up
AL049539.1,2.28762249485205,4.68652311911069,0.0497504232965829,0.199238850924504,Up
