id	filename	md5	size	state
375d7234-58da-47ee-a82b-8e8cee6d7fde	e4a73649-9b1b-48d2-a3dd-0f3a511179f3.htseq.counts.gz	68b70e9302eff12285caffecd279f70f	254147	validated
37ad0f13-8d2e-4733-a066-c85551e49ac5	357fb6ff-4f2b-49e0-84ba-b11e88add667.htseq.counts.gz	f83caa89d7af8d0cf6a5d79b63b795be	252866	validated
37ede90a-ab5f-4240-bc40-96aec6364bd5	6d7cff95-99a0-4df9-924b-68e314d8b382.htseq.counts.gz	39467868fe6ae2414145e5e17aee0b63	251316	validated
39d88bf7-e217-4c9c-96ed-80e1aa20ef0e	3d3ff298-ca83-4d1b-aaaa-954c9d5ab67a.htseq.counts.gz	b0a304684c569efd650734bfbdc0d8f1	254678	validated
3a3af224-cf64-48f2-8c14-e4f03de0fa7d	7b6219c1-3eb0-4f97-8df6-13d6a8502cc7.htseq.counts.gz	56c360913bfb56fcd556bd753413a400	250795	validated
3a70e6c0-4e1d-4b9c-933c-0ad3c3f7345d	f1fd9770-0dbb-4be3-8bba-a65e8738aa54.htseq.counts.gz	33670cb61577d36e1b9687600c62dcf2	255103	validated
3ab94a1c-1543-4785-a60a-b553dcd3c043	6b28f6e2-3ef7-460c-aed5-d729c0b5e6a1.htseq.counts.gz	cc86efc2b5960f0a22092301cfbd7acb	249113	validated
3b57db09-78a5-4e22-8d22-32a0fe6a7972	080432aa-88e6-434a-86f8-ad0455660220.htseq.counts.gz	daec9243a0a1d6ca9671148917aa74a0	254137	validated
3c0a4986-8b3a-4c03-9699-5ece644aae00	378ff63a-1647-433f-be97-b1610c9acb07.htseq.counts.gz	bb3baf329a67f0bb061b99b60301f2b7	255345	validated
3d064b32-c644-4921-9d9a-4563d518f552	0a39c6d6-45dc-4487-aa35-a98ef183b529.htseq.counts.gz	86d6b94170d015aa25e89b46ded6a32a	245295	validated
3e8e1c13-5e63-4ec9-8531-16f23709df73	98fe204f-54cd-4187-bcc3-5cdc76bd5edc.htseq.counts.gz	437f631566548c70fb49ca6814e2c7bb	255902	validated
3ec7413e-a437-4490-9eef-3e6284dd680e	27af0f89-453e-4219-9423-4ea2a9e9812a.htseq.counts.gz	61222a844e939b7007b61803056e1359	248848	validated
40d8c197-307c-4bf7-9469-00365c5ced7a	21c2b258-c77f-4269-9b58-74761769f38d.htseq.counts.gz	2afa89be31a47976d301b31e7cf607bc	254798	validated
40f492d1-8e82-40d0-93e9-c614da273f5b	5b40a93e-cf66-4ca1-b690-b36c3e0b2922.htseq.counts.gz	9e8aedd951fba941d1e50f48e9a93f2a	243931	validated
4416fc52-e4b7-49e6-acb4-50d3e9aa2a67	7378546f-5eb7-44d8-a605-352e2a85ca4c.htseq.counts.gz	a6fc0274cc0c82249476f267a0d8b2c8	253250	validated
48072e96-4f5b-408d-af76-31dd5fce23ce	ad9ecdf1-2d45-4063-aafe-c94699da2180.htseq.counts.gz	ee23b7fca13bdaa558458bcc23f21d72	255691	validated
4974f69c-603c-4561-b893-2f0e11527ffe	5dc9357d-68e0-4696-9ebb-0a8fb34aa87f.htseq.counts.gz	567bbb98e10a73578606f4fb4e36e2c6	256532	validated
4e19ec9b-3e77-4857-beed-90384ca2c736	b1f4b492-a27c-4473-bad9-a09c5c08d250.htseq.counts.gz	7f217cfd4e501d07cc4ca9615c6bcbb9	245800	validated
4e57e3dd-2c8e-4783-a1b5-6bf89468c580	fa3aefa5-547d-4878-b5aa-1afb6ad4bdb7.htseq.counts.gz	06bb0c34fc1d862a18fa3a229e24f76e	255524	validated
4fa95505-f0f8-4659-bb99-0c5875f6b870	0c165579-728c-453a-82f5-e6626c312c58.htseq.counts.gz	4aa4d27416a1fa1019083d0e01090a3a	249272	validated
50569e48-c4d8-4b49-8b58-36defc9c2bc9	782ff3ae-0f22-42b2-a9f4-1c6a650b6658.htseq.counts.gz	7f8b6c3ce0d95154287e159452ac35a9	251295	validated
526eef15-e610-456e-b278-8bbdb570ca69	f02be12f-2e34-4089-be5c-0f81ca6038c8.htseq.counts.gz	a93466ccf8482e67434136c3b818ba44	255827	validated
528e5103-82ce-4e06-b684-ffd8f314d3fb	8b0a7286-835e-4090-bad0-990d1d600d6c.htseq.counts.gz	420b3cc31b9b4ac3da0c64d99cd2a191	254917	validated
52c02352-db9a-477f-8aa9-57068f81957d	87b6986a-e83a-4032-958e-6b278468dcba.htseq.counts.gz	8cc618ccf2d363dd71c9948d084dcb57	251790	validated
52d70c83-63ba-46cd-b939-40b5efab2890	66a75296-4789-4852-87d8-b2a30c7827f1.htseq.counts.gz	fcfa9e09eb9d074f689eef05eff5360d	248641	validated
5362a23f-f269-4488-ac2c-e833f22a3390	020a5966-188b-4dc0-8743-1376f344ace6.htseq.counts.gz	399b74ec224cd283a475c5bed928a12c	249728	validated
53d127e7-3e72-40e2-b1d7-62e181ec544a	b6686c4a-b25b-48f3-b408-0c394cb936b9.htseq.counts.gz	9f7202b2f8616145bf225f2f596eba99	254480	validated
548ab4aa-6952-4a90-afb5-fc0ce8ac5df5	9d7fd5bb-7767-467e-a664-ce602517ee78.htseq.counts.gz	96fe54b22f9c14103c5e724e299adced	249793	validated
5554a722-a426-48da-86b3-7edaa212f0fd	8a64cabc-26cd-4661-b86d-7998af2221fa.htseq.counts.gz	b9307a18b85ff6e35bd5d7f9ee8d50c5	250255	validated
55adb326-ffb5-40f3-8178-a67f50f17ee4	2c83964a-98e3-4edd-bd97-f00db161f5ea.htseq.counts.gz	40f296b548c4756a722fa8d860b865ab	250477	validated
55ff11ca-edec-4358-a81f-75871c493025	035d0309-a757-450b-8088-299a0a28adea.htseq.counts.gz	e89e592fe33f25b3d9e41d8a4071e412	247675	validated
5625d06c-7277-4117-a1c4-85668abd15e3	8d351b2d-8078-411c-8a8b-27756e701c29.htseq.counts.gz	0ce7ae5141982128fafaf8b8d32b9c17	249288	validated
567894ae-5c61-4c2f-95c2-e5cc31056dd9	2ace007e-04f3-40c3-b3c3-b1afae4f477f.htseq.counts.gz	b2b7165aed67b73248a5e271bfce376b	254092	validated
57741b78-a032-424b-b7ed-e1964bd09610	39a7cdac-4586-4d71-a54c-f71014755be1.htseq.counts.gz	79b5d13aa97275f3b816909fff1b7cd9	254255	validated
57c752e4-7ffc-427e-9968-5f2e863c8554	7393931e-44bb-4935-b717-48e584f3a3b4.htseq.counts.gz	1def1e3472810bc6a88104451ad7a082	254170	validated
581b8eea-2643-422d-895b-724bababd0f5	c7aa09de-2afc-4a33-b8b3-74c816c9a0d2.htseq.counts.gz	f32c900b29587064daf1ce40ac28d5b1	252825	validated
58759214-4ebf-430c-b188-99f08f59dbb9	fe3ffc83-dd7e-4ccc-9571-d80841333238.htseq.counts.gz	3c644e83d1d91594a3fb66186aa8edde	253475	validated
5a262cd4-76f9-4deb-8ab6-8eff892e595f	0c7a2375-4d8d-4d51-b71d-52d25c0cfd51.htseq.counts.gz	7a605aba8acd173a2ef922f94bdb183c	254304	validated
5a8a3f88-9514-4066-97c7-3e265fdd9d52	7402002b-dde1-4c50-ae47-4eb9c0630e44.htseq.counts.gz	0f1252b485e24807e18105493d48318e	245581	validated
5aabd40c-f573-4819-8981-463b3904878b	586ea1a7-d99f-46ef-aba9-1ae0d8a28e3e.htseq.counts.gz	0f6d58ae8164bbe0993fb0d94463d22d	255066	validated
5b9612dc-7847-4904-a653-220540ab91cf	4f5d1a22-65de-4a73-9d31-86693aeced90.htseq.counts.gz	b7b9ed8f8d9ab4327424830ab92733c0	255684	validated
5cd172a4-baed-473e-a35f-d5e368e84fa5	acc49bb5-cbcc-45e8-b04d-04c196db4197.htseq.counts.gz	9097dfa6a927b81d2666e7ead7f19edb	258739	validated
5cff4558-b08c-4109-8eb7-daab4bd46462	ccc48a1f-ff94-491d-b9f0-766194ae7574.htseq.counts.gz	3e4e4e9360d1a47f93e442d308846c79	255704	validated
5d270076-b9df-4b90-bb4d-d8b50a7fdc50	4cd2edd0-d108-4b8b-84d4-e714c55d0ebe.htseq.counts.gz	9996fef40ddcd191f805801687a37efa	253037	validated
5e5c8191-e6d1-40b2-a26c-1feaf30ac211	cc19eac7-d278-46b9-b694-ea40b22e265c.htseq.counts.gz	d4e8ad9c75ef3f93a34d38513c7234da	248054	validated
60437ee9-7356-4f30-95ad-94d7d5dc129d	814729fb-e7b1-4a8e-9c02-ddec0f326b15.htseq.counts.gz	49c8fccd8411f556895d2042e530fce3	252982	validated
60cae8b4-cae7-403f-a878-4472dbbed566	9ecd990c-015d-4c6a-b7e6-d191e09329e4.htseq.counts.gz	243a36a4707aaeb2ef64c078d2636649	254355	validated
64ccdede-15c4-4187-81dd-4664c904fccd	e1db04c0-7e89-4862-8eb1-fe3254cac0b8.htseq.counts.gz	ba73629c10d0c980e55acaa520f2ccad	257654	validated
663ca3a1-ef60-4365-9dbc-b387b3e4f925	a9e6d3ac-54a6-4bea-96b3-8227bc4c8ce0.htseq.counts.gz	178b175630e2db079790126d9cc55563	250348	validated
6703eee8-b68e-4aa3-bfd9-79b212ec1378	d37d9cd1-0c83-4723-bab3-fa7871917e91.htseq.counts.gz	6d030e24a7c74ba0191db014d798b1f1	249535	validated
68443ef5-11dc-435a-8a73-52a42da7689e	68bc8aae-d71a-4146-8a5a-c024563e5acd.htseq.counts.gz	20444aaa351ab3a4294dd7d02f7a1982	251584	validated
688584b9-929a-4bf3-a0c6-80d7ae4d1aa8	47eec553-475a-4d8c-85d7-eb17dc17ab48.htseq.counts.gz	6f7c75086bdc664d33e372b85d4ec306	255631	validated
6921ea29-0a04-44c6-991e-61904e464e73	0a66b543-fdfa-4aad-97d9-8e1e5e9b165f.htseq.counts.gz	50985e7231fb45f1fb28acbcf97ae5f5	248534	validated
6adebb00-9580-4906-991e-dd8805f33cc2	544c1ce8-30a8-4532-8d61-491185ca1813.htseq.counts.gz	d854d1c7454d6e8f1eec90baafd717ee	254226	validated
6b27c7c7-991b-44ed-a0b9-5d5b5ce4abde	cdefa437-2e09-4699-a07c-842fc779d9ce.htseq.counts.gz	d4e9fc5e6f06c8ea6ad94e4ed6ee1a7d	251291	validated
6b728863-c2cf-4269-9722-2b8894cdce17	6217647b-e45f-483b-95b4-58d97a96cae6.htseq.counts.gz	d874539ac33794ef5aaaa7dcf1d3672c	257165	validated
6be328a2-fedc-4c9f-ae29-5fae33af0ed4	aba18f1d-2f8e-440f-ac79-96edb0013ce7.htseq.counts.gz	555865b5465c70cdc8da5a2a36f36e6e	251527	validated
6cc09743-834a-4b97-b092-0dde3bbb5722	fcb1142e-6bef-4194-8a31-6fb36282fc1e.htseq.counts.gz	6519f179a3b1169bb8dedb88475ddae8	253361	validated
6cc15291-6b08-44ab-9cbe-5605ee23e465	fb69626b-b877-4773-a9c9-d84a0af65dda.htseq.counts.gz	15e82efd518784fd7f529ae874f85bf0	250414	validated
6cde20ba-a565-4b26-9489-e48ab48c0d99	49383f4e-db43-49b6-8624-eae9e41fb9ec.htseq.counts.gz	d3d4fd22250b5e925d2b7c311020daac	247986	validated
6d287344-659e-43f5-89a8-5bd915f7286d	f62ef6df-8db9-44ff-a7ec-1898b98dc5ec.htseq.counts.gz	3062155a81a5d8933ae879cdf2c077c4	252710	validated
6e187a17-38a0-4fe0-8252-18cdbe7aca8f	1496e223-cbd0-4dc2-89ed-ea8c72e35582.htseq.counts.gz	5e8e3dd1a473f7c2ac997c93e2ed0c00	246414	validated
6e199afa-3dbd-4731-87d5-a28017adb3a8	733c7efd-41a7-4aaa-a3ae-5af22b1726c5.htseq.counts.gz	48ea02fd550d76f5c276efbbd3168f72	252240	validated
6e4377b3-76e0-40c4-ad0c-ef034351ebea	5679ba58-4b6e-48ab-97f5-0ceba0490b7d.htseq.counts.gz	680a3c1375f0a6f11ad6f79064ae0158	249938	validated
6f44f1cb-75ef-49c6-8d00-facb7650c917	8b9ec912-c66d-4c82-a1f5-a7b69b286a8d.htseq.counts.gz	83bc9b3c8c6b5f6dbc16fac83296d40f	248213	validated
6f53a374-e66b-47cc-9311-59479c4bab18	7b289a64-5f87-4ef3-8b3b-7d2b3d0bece2.htseq.counts.gz	fd1d2491680c279ac518ac570480a8b8	256072	validated
71256709-99d1-4a4e-adab-59594ad703ea	beff2a07-3661-4026-b597-9b7226b6457a.htseq.counts.gz	26c54fe6dcea1dbf960d06ca2eefba85	247621	validated
724cdc33-8f4b-467c-8991-2f50a2307981	2032e9c3-6e28-419c-a26c-2b14498bafaf.htseq.counts.gz	aba2ed30ded3a18309e306aa7272bfd1	252610	validated
73848969-dfd2-4c22-af24-9a1050fc7f81	71b05a00-9cbf-491e-8d44-a876ffda0d12.htseq.counts.gz	68c4f098cc9459819d20ce428002543f	249155	validated
74e92837-8140-481e-8ba6-c51a342c6206	6702390e-38c1-43a5-8625-e398f415103e.htseq.counts.gz	b88a04b62fe28496348abff29044ee8e	248902	validated
7514c085-aacd-40b1-96fa-255fd5753bfc	ee8af873-5a63-4428-b6aa-646d07cbfbd1.htseq.counts.gz	9b10947bc3bea345331968248f3f0ee3	246495	validated
754ebcbf-924d-4bc2-af4d-dc04b0a960ee	6cab4354-60f1-4676-a20d-f5adc8f5b769.htseq.counts.gz	56f46fe2096b314318a2d43ff068adaf	250431	validated
75a72f38-e37a-4ce8-ab64-e352b77a861a	2a1dddb6-8af8-4745-bf3b-4d9790993cb8.htseq.counts.gz	2c1d4acfc40b5f537cfef47f7cb629a0	249299	validated
76173144-4781-4545-b55a-9f8afcfb06f0	6ccdb483-b151-4207-abb0-138c7f606086.htseq.counts.gz	09aab5d2f40e977a61dada63eb7019d6	255544	validated
774833c7-29b6-4f28-a921-ef9d16abbb42	0e1cf74b-1047-4a72-8195-34b05acb685b.htseq.counts.gz	d3abb7878adfad73dfdd69c68bfd3837	253071	validated
77618508-a41a-430f-8a81-964f5790ecd8	e378a7ea-b9b7-4824-b925-1ce570a3ea5f.htseq.counts.gz	d516f9f9351bf0fcdbb7daaa649c1dac	250543	validated
78c903cd-42f7-4c60-89ee-9760aaf87fec	38bd60e7-2d15-41c6-af08-602f381ba546.htseq.counts.gz	7480b10d1820647bfed8336b1ec1000e	254296	validated
7963a250-a7ef-43ae-8b23-4634d729de3c	24568f70-4833-4390-9eee-62371adde3a3.htseq.counts.gz	f9decf495fc1341274267675734c5c85	254058	validated
79854c5e-973c-433b-bf97-319c07fef5b7	8d68519e-ba87-49c6-b162-24d34724a5bb.htseq.counts.gz	02554a5cced15f51ac0013081942b989	252524	validated
79a00b2b-a5b5-432f-9200-0f99493e716a	7da8f140-ac80-487a-98f7-da3bf3488df3.htseq.counts.gz	176b3505cfb96188a109873ca4e8db9b	254594	validated
