,logFC,logCPM,PValue,FDR,up_down
WNT9B,-4.09752386625482,-2.99045550082577,1.19206025207322e-07,2.04110601565813e-06,Down
CSRNP1,-2.09948796244599,5.21715146584093,1.20289150603672e-07,2.05769770909317e-06,Down
WDR17,-3.81042479648631,-2.02017342084049,1.22972683801132e-07,2.10160899425062e-06,Down
PWWP3B,-3.45653663080109,1.88962498773087,1.25049942735956e-07,2.13508567000879e-06,Down
EID2B,-2.17959249036777,0.937481509191617,1.28420750880814e-07,2.19056399089979e-06,Down
ADRA2C,-3.41095137501908,3.23377320655156,1.33732779776743e-07,2.27901892190423e-06,Down
TSC22D1,-2.08361009927236,7.62856593702684,1.36270484057388e-07,2.32007254726601e-06,Down
ADAMTS16,-3.74932867266516,0.637754062871607,1.3829361164711e-07,2.35201144990429e-06,Down
IFFO1,-2.17049781822751,2.88248389329748,1.38407329359315e-07,2.35201144990429e-06,Down
SPC24,3.66326666406806,4.93770226807893,1.41903654124212e-07,2.40915525787152e-06,Up
PAMR1,-3.20918030712566,3.35699149153765,1.42475346690216e-07,2.41658560754901e-06,Down
DHFR,2.94746398617333,4.85607869682948,1.43176836837127e-07,2.42620147384718e-06,Up
MSH2,1.82775893459984,5.89250241610853,1.45427302636455e-07,2.46202278547913e-06,Up
RMI1,2.3658344110971,4.6381081762899,1.47732498941773e-07,2.49870258529096e-06,Up
CLU,-3.24785092136926,8.1636384132481,1.47918174351823e-07,2.49949829762265e-06,Down
FNDC5,-2.83276302138555,0.194891907343035,1.51283738267324e-07,2.55159435677674e-06,Down
ISCU,-1.12009068007936,6.17926196748222,1.51284213388482e-07,2.55159435677674e-06,Down
MAP3K3,-1.43294728875807,4.86465340103557,1.56970793232044e-07,2.6450312167979e-06,Down
RAPGEF4,-2.30024166871304,1.79807379364058,1.65528939844799e-07,2.78663565396987e-06,Down
RFC5,1.84850792654123,5.48232155397801,1.66360008463831e-07,2.79801394832357e-06,Up
RGS5,-2.59892854166809,5.42232807630806,1.67191759200043e-07,2.80938249615729e-06,Down
ACSS3,-3.66681565584973,1.75030971464437,1.68062710912051e-07,2.82138796810455e-06,Down
FRY,-2.63582250523211,3.23892220293212,1.68452613394419e-07,2.82530290186174e-06,Down
COL6A3,-2.78929662612909,7.91690396588291,1.74849123438614e-07,2.92986031189425e-06,Down
CADM3,-3.73146223407953,0.163642512878219,1.75979729351521e-07,2.94472538903323e-06,Down
TXNIP,-2.29349839730673,8.82275207132394,1.76062893476308e-07,2.94472538903323e-06,Down
MAP3K9,3.89212314715467,4.69936637868315,1.77744750482649e-07,2.97009995477494e-06,Up
RAD54B,2.68580170386587,2.68584760065735,1.8297278319483e-07,3.05462896389147e-06,Up
GRAPL,-3.44600618439879,-4.16230343603832,1.87065424442558e-07,3.12006438732593e-06,Down
MCM5,2.38981722382936,7.76294613437326,1.89344344055967e-07,3.15515575169047e-06,Up
RNF146,-1.23822242561503,4.62301333233595,1.95443665936311e-07,3.25378513096185e-06,Down
RILPL2,-1.70684825323886,4.55575126728262,1.96250900864499e-07,3.26408688757785e-06,Down
H2BC9,7.34046204427129,1.1682404153209,1.96586174939233e-07,3.26408688757785e-06,Up
MCAM,-2.4979832897515,6.25836937352452,1.96605566273408e-07,3.26408688757785e-06,Down
ATP1A2,-4.06734331645294,0.356419157046748,1.98377613973023e-07,3.29047689046329e-06,Down
TRIP13,4.06755254668869,5.41492977605919,1.98787345349107e-07,3.2942424969158e-06,Up
TMEM132C,-4.51136865353107,0.0582051341622299,1.99874171270749e-07,3.30921148577742e-06,Down
NDC1,1.8666834090876,6.0917386560517,2.03872311639281e-07,3.37230988885894e-06,Up
EDA2R,-3.28904130641114,-0.2692403794811,2.13192351747841e-07,3.52324298992994e-06,Down
OSBPL1A,-1.87065613217839,4.69670204559958,2.14247424576503e-07,3.53743687281534e-06,Down
MAL2,3.90893873880936,8.53778675196731,2.15269679804985e-07,3.55106342807309e-06,Up
BST1,-2.43444339282663,1.03597560008778,2.19362397919677e-07,3.61526877010217e-06,Down
TUBG1,1.68000283479942,6.13654184541492,2.31461008934596e-07,3.81117990053951e-06,Up
FAM117A,-2.1586229796484,3.36447436409172,2.3414375040324e-07,3.85183560198032e-06,Down
PCDHGA5,-3.01005987296407,-1.21623136570252,2.34503668403169e-07,3.8542398735726e-06,Down
TAFA5,-3.12649431296237,1.37500963828416,2.35017393277635e-07,3.85916539234587e-06,Down
IL6ST,-1.59792401700947,6.58146967371122,2.35937918722908e-07,3.87075584583625e-06,Down
PCDH18,-3.07842093319928,2.88866336880638,2.38082710652076e-07,3.90239206641539e-06,Down
SERPIND1,-4.05619356056328,-1.37789647967931,2.38303005404306e-07,3.90245521111683e-06,Down
ACTC1,-3.88939480302452,0.130453510690299,2.38783927810008e-07,3.9067824123543e-06,Down
KIF22,2.1941021728558,6.93085565544504,2.39100825228655e-07,3.90842056108128e-06,Up
RAX2,-4.88864424581887,-3.86457995437216,2.41339537110447e-07,3.94144189683094e-06,Down
FAM72B,4.03556605514463,1.26401904012413,2.48552281922496e-07,4.05556347788471e-06,Up
SLC39A13,-1.59147724849111,5.15572275851636,2.54354067242131e-07,4.14647724446258e-06,Down
ANKRD53,-2.43884940535999,-0.894684751761261,2.55947794917783e-07,4.16700324095699e-06,Down
NOTCH4,-2.0837654643262,3.49903283475723,2.56075407153652e-07,4.16700324095699e-06,Down
PCDHGA12,-2.8889300895384,-1.29586401139182,2.57338481289597e-07,4.18378071925287e-06,Down
CD248,-2.69172336560204,4.49476828653303,2.60229253610832e-07,4.22696706540838e-06,Down
CENPL,2.02584067976207,3.85138774800029,2.62823050801426e-07,4.26525617097184e-06,Up
PTPN6,2.1934681165734,6.10035746024079,2.72387726411269e-07,4.41650243452804e-06,Up
CYP2U1,-2.0998625334568,2.49092832515591,2.72661867073196e-07,4.41697525905636e-06,Down
DENND2D,2.28045320903344,5.52697342923314,2.74089998001279e-07,4.43612447393453e-06,Up
ASB5,-4.40874658171419,-3.74954906090681,2.75580449802326e-07,4.45624709411294e-06,Down
POC1A,3.28760776984931,4.56625188731717,2.76203052941374e-07,4.46231276391843e-06,Up
DMD,-3.15496496046778,3.30857949774155,2.79819487497842e-07,4.51669235415049e-06,Down
ST3GAL3,-1.77645471544246,3.27600611195334,2.81826829816397e-07,4.54502481358644e-06,Down
GLRA4,-4.83740046676697,-2.92056299826891,2.82255793616386e-07,4.54787485156696e-06,Down
MCM6,1.83719751263935,7.13552237770501,2.8291118463527e-07,4.55436487408385e-06,Up
FABP3,-2.95090111162637,2.6449786524541,2.89530826822041e-07,4.65677146083979e-06,Down
DQX1,6.86380171701023,3.58413766977853,2.91216371030442e-07,4.67970692484748e-06,Up
RTL5,-2.90808607769477,2.2635354388656,2.92158883910851e-07,4.6880299511042e-06,Down
GMNN,2.57029927891042,5.63190619229586,2.92254335276823e-07,4.6880299511042e-06,Up
CCDC81,-2.21828967219304,-0.405494046903926,2.92634499873078e-07,4.68995558463253e-06,Down
BORA,3.03379496499352,3.46375642084205,2.93380984169768e-07,4.69774346765624e-06,Up
SNTG2,-4.09348363798753,-1.03018574838832,2.94919286509131e-07,4.71818521362878e-06,Down
PID1,-3.24109282966887,2.57702298980521,2.98847688150866e-07,4.77679416432634e-06,Down
DCLK2,-2.64647258587963,1.3935545610222,3.09044978206565e-07,4.93541271662034e-06,Down
DAAM2,-3.02326504932972,2.18748435927919,3.09559494479574e-07,4.9392545889086e-06,Down
ZNF418,-3.1512573467723,-0.634787620338044,3.10720610979864e-07,4.95339753843231e-06,Down
HLF,-3.12589897551077,2.90587082783538,3.17762566453817e-07,5.06118292682183e-06,Down
PDGFRB,-2.4520867700633,6.00283672480563,3.23004500960095e-07,5.14013340892366e-06,Down
SFN,7.53107987342934,11.0576114682991,3.29856870500974e-07,5.24226105728707e-06,Up
TMEM8B,-2.0497068780194,3.72012145239712,3.30003677205814e-07,5.24226105728707e-06,Down
NCAPD2,2.16925294298192,7.40249373179696,3.30543044649909e-07,5.24620694985727e-06,Up
RAB9B,-3.33723092801829,0.583776445749201,3.3493020451183e-07,5.31116234595277e-06,Down
MIS18A,1.95447173586997,5.07672400714547,3.45893774758491e-07,5.4801975034232e-06,Up
CDON,-2.6911154733365,3.13826188255179,3.46849597141383e-07,5.49051644992023e-06,Down
PBXIP1,-1.50961469293876,6.83832179598028,3.51830867631466e-07,5.56448293280292e-06,Down
EPHA1,3.58503344543219,5.5006109183865,3.56235282404725e-07,5.62920433107554e-06,Up
AC013489.1,-2.49337665223783,-2.52358600609174,3.64887584662417e-07,5.76087841634271e-06,Down
CDC42EP3,-2.3699071841525,5.46545847278453,3.7363523637622e-07,5.89382616960915e-06,Down
MUSTN1,-2.6231844228627,-3.42621382204348,3.82524762779679e-07,6.02877751129162e-06,Down
JAKMIP2,-2.75682349185577,-0.287974088517942,3.82997173755153e-07,6.03095112908769e-06,Down
IGFBP7,-2.27649840470801,7.64617071325371,3.89347736808171e-07,6.12560182779347e-06,Down
MMP19,-2.65809079812345,3.30834248995484,3.90585929114895e-07,6.13972476193685e-06,Down
GIMAP7,-2.57776716266059,2.93597837856614,3.99022921871488e-07,6.2668843914137e-06,Down
UBL3,-1.61930434285009,5.36965466021413,4.01357146378411e-07,6.29805861549413e-06,Down
ST13,-1.2145519205083,7.63451632343225,4.07971726567041e-07,6.39386307830452e-06,Down
IGFBP5,-3.38711122661842,7.78126760603736,4.0817173616908e-07,6.39386307830452e-06,Down
TERF2IP,-1.13766208126057,5.91064928599133,4.11315335659771e-07,6.43751345655006e-06,Down
TMEM119,-3.02722426997381,2.89294565875903,4.18338469802114e-07,6.54175421555257e-06,Down
LSR,2.55359697093783,8.1973723527163,4.22480312616958e-07,6.60079725865143e-06,Up
DARS2,2.25809791404756,5.35300978538582,4.2819975238557e-07,6.68436496581111e-06,Up
PRRT2,-2.50922167030828,1.03922217781318,4.32845975416773e-07,6.75104925325641e-06,Down
MEDAG,-3.25429083851273,2.06956835970749,4.34884653560001e-07,6.77698384069734e-06,Down
DSP,5.386023632271,10.355645669919,4.37683635344503e-07,6.81471152440534e-06,Up
P2RX1,-2.79688717616907,0.708659009317415,4.39767062806727e-07,6.84124257325737e-06,Down
MTHFD1,1.86123683129842,7.14700637688519,4.42817181907399e-07,6.8827532670607e-06,Up
NR2F1,-3.03882695396869,3.89715134657163,4.58303177950304e-07,7.11731808651506e-06,Down
CLEC1A,-2.71423271232188,1.19601896224803,4.71393299971936e-07,7.31430395739588e-06,Down
FGF13,-3.45537656497841,1.1814173091329,4.85493121425125e-07,7.5266044533921e-06,Down
FAM72C,5.04522602697877,0.271098281918457,4.9458684462481e-07,7.66099725823481e-06,Up
PDZRN4,-4.00760669541232,-1.63950128506932,4.96112289377903e-07,7.67802968024343e-06,Down
GNAO1,-2.88469699171173,2.22412303124141,5.08242583071251e-07,7.85901695778272e-06,Down
LMCD1,-2.29412824716847,4.61127837558424,5.09862775129555e-07,7.87731434069055e-06,Down
CD79B,-2.84671594786289,1.86879281657602,5.3362333009923e-07,8.23735328911739e-06,Down
SLC22A17,-2.45939827574016,3.59376390386293,5.41497605665082e-07,8.35175520114751e-06,Down
OR51E2,-3.51316443762567,-1.82737856394984,5.49038533810806e-07,8.46082458513575e-06,Down
AKAP13,-1.59843579536615,6.88152721992239,5.60216413853984e-07,8.62570618427612e-06,Down
CALCOCO1,-1.3669567132348,5.95493796828983,5.62030552437881e-07,8.64625500038821e-06,Down
HMGA1,3.19220749335558,8.70998804402243,5.6659234540522e-07,8.70900254702142e-06,Up
GASK1A,-3.26803320433226,1.03351100697563,5.67585330256823e-07,8.71683433094593e-06,Down
DLL4,-2.1048680925353,2.78597519902808,5.70032288531432e-07,8.74696354231636e-06,Down
DSG2,3.70034670344444,7.76190115048977,5.87202369909213e-07,9.00277102845502e-06,Up
FAM110A,2.9733371261682,5.63287103149406,5.96654333502242e-07,9.13991302722636e-06,Up
CDKL1,-2.27994422955066,0.698350226657121,6.03237645320734e-07,9.23000764550193e-06,Down
LDB3,-3.28313575210009,1.01537950251385,6.03559568166765e-07,9.23000764550193e-06,Down
RTKN2,4.71706752698821,4.64942664413346,6.0742328274738e-07,9.28122185418242e-06,Up
ABHD3,2.48917030525052,5.06864646500853,6.21123522477457e-07,9.48252083850005e-06,Up
SDC1,4.69353602994769,10.1431176003789,6.23415180429579e-07,9.50945490959839e-06,Up
SCN4B,-2.97870948404941,1.22283164606483,6.53463120163605e-07,9.95937451948419e-06,Down
TULP2,-2.85635403952273,-2.5844519233946,6.56774361925191e-07,1.00013866093845e-05,Down
GGT5,-2.4421054578958,4.16343894685655,6.59615506443214e-07,1.00361751739841e-05,Down
CDH5,-2.45105129308135,4.00538817278874,6.69239113770713e-07,1.01740145204772e-05,Down
SLC26A10,-2.76604277167113,-1.97949130357391,6.70128462414014e-07,1.01789521291699e-05,Down
SLC43A1,-2.62318677281282,2.29800184640076,6.75353708037002e-07,1.02496863265212e-05,Down
PPP1R12A,-1.28099259659021,6.00442885169036,7.13758617023473e-07,1.08234380697504e-05,Down
POLD1,2.2506344924437,6.44057402533826,7.18494980459616e-07,1.08860303636217e-05,Up
LRCH1,-1.54160154346517,4.29504800294531,7.19093852638572e-07,1.08860303636217e-05,Down
LAMB2,-2.21975772811308,6.84825429218307,7.30023777984692e-07,1.10422220780738e-05,Down
RBL1,2.13161897907321,5.11873247447938,7.31469977938118e-07,1.10548228853514e-05,Up
ERG,-2.35997278482149,3.51131091743801,7.50894047545281e-07,1.1338877451626e-05,Down
CRYBG2,6.93065986152903,6.00152306383436,7.67729166011904e-07,1.15774909075733e-05,Up
RYR3,-3.2295970420286,2.14343502306875,7.67979984773026e-07,1.15774909075733e-05,Down
LAD1,4.16905503346271,8.65823622002495,7.70290302235775e-07,1.16026183369349e-05,Up
TMEM221,-2.64728072198414,-0.710880364344976,7.75298859656733e-07,1.16683125539323e-05,Down
LTBP3,-1.98689901384845,6.3884370905053,7.89463505210594e-07,1.18715821509149e-05,Down
ROR1,-2.91799399184198,1.33764303953978,8.03149542073957e-07,1.20673218696612e-05,Down
DHCR24,3.28850417846196,9.23166111255342,8.08223011149036e-07,1.21334395428952e-05,Up
SPRY1,-2.5515128009127,4.4377799504355,8.11750015695583e-07,1.21762502354337e-05,Down
SAMD4A,-2.46627539745377,3.85160577853226,8.20606228550017e-07,1.2298861430388e-05,Down
JPT1,3.21694368458692,7.79442189667113,8.26773039358458e-07,1.238099493325e-05,Up
REEP4,2.95297231699811,6.60160762907972,8.29028124543715e-07,1.23971174554776e-05,Up
MACROH2A1,1.4660383914513,8.30251172380395,8.29224828136772e-07,1.23971174554776e-05,Up
F12,5.28440349258327,4.19391726219488,8.49713371025503e-07,1.26929014743909e-05,Up
CZIB,-1.18207649451626,5.14479150583485,9.13785672185003e-07,1.36387050244169e-05,Down
MMS22L,2.2167313606325,4.7639218134377,9.2333172797133e-07,1.37697858191258e-05,Up
CEP112,-2.42593446781192,2.38144041720195,9.25389140606629e-07,1.37890629794525e-05,Down
POGLUT2,-1.98724718659618,3.11232302312421,9.42500693003609e-07,1.40324421922833e-05,Down
PDGFD,-2.7863331240209,2.51445616821985,9.51546595244245e-07,1.41554332609354e-05,Down
ZYG11A,6.79839365883455,2.80500333620825,9.59528152813673e-07,1.42624011502313e-05,Up
TES,-1.43466954841456,6.64845501179088,1.03812134458476e-06,1.54178977288823e-05,Down
SPEG,-2.80263246276627,4.38490688371539,1.04227855571432e-06,1.54668990613409e-05,Down
TUBA1C,2.45886097022701,7.87478539874983,1.04894643419739e-06,1.55530462241603e-05,Up
TET3,2.68595005895385,5.65603287318416,1.06735537978243e-06,1.58129971220027e-05,Up
SNX9,-1.59274802936825,5.70233866814515,1.0739563437766e-06,1.5897728143097e-05,Down
CAP2,-2.49781330815281,3.14161052361827,1.10689553410517e-06,1.63718839047713e-05,Down
SLC24A3,-3.00442598804545,4.09537167524912,1.14069170210603e-06,1.68579273680096e-05,Down
DNMT1,2.15073137462614,7.47162333466263,1.14691152780096e-06,1.69359662950462e-05,Up
H2AC13,8.84652649025382,0.0827450874693911,1.16428317471375e-06,1.71784170540826e-05,Up
CNPY4,-1.51040544714984,3.87264039938351,1.16990480247641e-06,1.72341517165686e-05,Down
KIF17,-2.34293696923187,0.657617043089407,1.16997236278868e-06,1.72341517165686e-05,Down
OAZ2,-1.0574083267758,6.06139995511439,1.17747074539498e-06,1.73304469709971e-05,Down
NMU,7.20180363134915,4.43259634260917,1.18055524698703e-06,1.7351263245034e-05,Up
PKD1,-1.47938131582268,6.12021418067897,1.18080976160049e-06,1.7351263245034e-05,Down
ST3GAL2,-1.55424331549939,4.24011453572734,1.18263691377418e-06,1.7363960549958e-05,Down
ADRA1D,-3.33407204180085,-1.02406832894234,1.20309864826356e-06,1.76500151571945e-05,Down
WBP1L,-1.13559947710643,5.87569837640217,1.21184796681509e-06,1.77639177574602e-05,Down
UTS2B,-2.28129194899167,-2.84002291492636,1.2193878527809e-06,1.78599211906089e-05,Down
LUM,-2.74437537359004,7.74782531861517,1.22846226150392e-06,1.7978226116003e-05,Down
NSD2,2.06816632383589,7.17666499907443,1.2752592089125e-06,1.86479509624432e-05,Up
EBF2,-3.63976986066123,-1.59909134361368,1.28753992274457e-06,1.88122729392906e-05,Down
TSTD1,3.06087662128561,5.60580759283235,1.29156813839275e-06,1.88558490163735e-05,Up
CCNE2,4.04546772823564,3.57506743682523,1.30591656164536e-06,1.9049899357982e-05,Up
GATA6,-2.86374617805608,2.99227895464893,1.31321303603265e-06,1.91408496682852e-05,Down
SELENOI,2.03150777925832,5.83593850692743,1.31543720498703e-06,1.91577809417739e-05,Up
DPP3,1.74197194550413,6.09777110839564,1.31739063004609e-06,1.91707450038183e-05,Up
ISLR2,-3.07563859484856,0.664046268972457,1.32831175730572e-06,1.93140814388888e-05,Down
HOOK1,3.30004598823922,5.60940408975368,1.3324363743451e-06,1.93584430535392e-05,Up
NHLRC4,-2.68229051896182,-0.759194715244681,1.34103505373852e-06,1.94676827849481e-05,Down
RNASEH2A,2.83653468442045,6.41374414620115,1.37484980122655e-06,1.99425115978396e-05,Up
FRZB,-3.02136475692327,3.22859176787127,1.37712381620988e-06,1.99594392333313e-05,Down
RBBP8NL,4.80272439621286,3.37850568837588,1.39232774791662e-06,2.01548193759035e-05,Up
TCF19,2.6028475166462,6.5833934680479,1.39283998571136e-06,2.01548193759035e-05,Up
SCG2,-3.31429895708004,-0.0366517765885565,1.44082138031578e-06,2.08324053625449e-05,Down
PRDM15,1.77737240429604,4.7121621507052,1.4529420589057e-06,2.09908215721713e-05,Up
FOXF1,-2.61084114592284,1.88825241232287,1.47101157820987e-06,2.12348588912121e-05,Down
TARBP1,2.01573232210464,5.6711341705679,1.47291417105141e-06,2.12453140032455e-05,Up
TSACC,4.3434845267179,-0.616640986420216,1.48266481710213e-06,2.13688622320955e-05,Up
ZNF843,-2.13414808531657,-0.444926126349873,1.49453479028179e-06,2.15227334415182e-05,Down
RDM1,6.03050097444793,1.19542032996223,1.51504066221493e-06,2.18006250117599e-05,Up
KIAA1841,2.10485521378128,4.61435788621012,1.52034897808903e-06,2.18595630581701e-05,Up
PRIM1,2.00304832661235,4.34306936258033,1.53980497683759e-06,2.21216603445273e-05,Up
SMIM10L2B,-2.49174777668824,0.513391544042029,1.55374667661022e-06,2.23041819898744e-05,Down
PRPH2,-2.9132930656299,-0.557950907617725,1.56852528517426e-06,2.24984175749339e-05,Down
SASS6,2.0536210169944,4.12553056551633,1.59158915752923e-06,2.28110910256375e-05,Up
ENG,-1.81151542002219,6.23542415096215,1.60328424521546e-06,2.29604566649998e-05,Down
RASGRF2,-2.23346228376155,1.88145781393517,1.61531802084816e-06,2.31144316792797e-05,Down
ZDHHC17,-1.16646390078526,4.53934323811486,1.62118578620242e-06,2.31799997821013e-05,Down
PPP2CB,-1.17177086369934,6.49467842058352,1.62547481793033e-06,2.32229088488779e-05,Down
KLF5,3.7142414447111,8.75355575883423,1.65619440627964e-06,2.36430602891701e-05,Up
HSD17B11,-2.25604645853979,4.66501883895558,1.65845401657316e-06,2.36565869610871e-05,Down
STXBP2,2.21525997706044,6.17534037768602,1.67750900510853e-06,2.39094761755785e-05,Up
SH3BP5,-2.57671629301662,2.71872842639231,1.6941254625455e-06,2.4127237037674e-05,Down
PAK6,5.36020256624919,0.706330191420943,1.7091912847553e-06,2.43185557244081e-05,Up
EIF4B,-1.26111811162716,7.9723296865078,1.71025671983081e-06,2.43185557244081e-05,Down
THBS1,-2.80368555342556,7.36816231424723,1.7435189137988e-06,2.47719826759593e-05,Down
PRCP,-1.48563981903261,6.19089118667317,1.75455397834348e-06,2.49091403382149e-05,Down
CCDC171,-1.83606437767392,2.151616841379,1.75687434459859e-06,2.49224582479249e-05,Down
RGCC,-1.86019078250299,4.16082536850829,1.78068127927988e-06,2.52403171897927e-05,Down
CCIN,-3.12746798998797,-2.12091537323343,1.79465897346173e-06,2.54184613444737e-05,Down
TSHZ3,-2.5220575805442,3.39053464423262,1.81443519225913e-06,2.56783881604647e-05,Down
DDIAS,3.13302329474662,3.85697016190447,1.81674538055239e-06,2.56909170285173e-05,Up
ANKEF1,2.31982035874205,3.99114087433628,1.82322671737385e-06,2.57623649798202e-05,Up
LPAR2,2.22748717884263,4.76703516108394,1.8300563406427e-06,2.58386184978762e-05,Up
MTURN,-2.18478387265754,4.58635590534185,1.83747820052016e-06,2.59231079463055e-05,Down
ZC4H2,-2.99045603210407,0.916968961905119,1.8510421441941e-06,2.60940499294915e-05,Down
MAP7,3.01283725919613,5.89122435427383,1.86393133316454e-06,2.62552202632473e-05,Up
FAM72A,3.00996432634764,1.13688395159275,1.86542627216236e-06,2.62557655636904e-05,Up
VAT1,-1.39532185420897,7.00596159853599,1.87927725275925e-06,2.64300849198512e-05,Down
FAM171B,-2.74184412571119,2.18909022639669,1.88651936690898e-06,2.6511258133569e-05,Down
GINS4,3.48141590219888,4.08548056143987,1.90943658884587e-06,2.68124156517843e-05,Up
RELT,2.34491134325927,3.97039370880141,1.91234472229124e-06,2.68323543524599e-05,Up
ACAT1,-1.691295424025,4.85018672010011,1.9200850998446e-06,2.69200111587855e-05,Down
KLHL13,-2.72129296456748,3.4295557429987,1.92320393778888e-06,2.69427871004922e-05,Down
SGCD,-3.17037358114375,2.05541652576831,1.93309440253788e-06,2.70603199361475e-05,Down
FGF10,-3.62034032203663,-1.79164113937848,1.95014955656464e-06,2.72778871255705e-05,Down
KIF20B,2.59796585707509,5.04365004448008,1.98692897667193e-06,2.77707980227868e-05,Up
MT1M,-3.26533510540472,2.49264397307656,2.03508390715571e-06,2.84218147529182e-05,Down
RARA,-1.55485871734294,5.01494216319544,2.04822100339516e-06,2.85831460458318e-05,Down
CYB5D2,-1.63880459688835,3.60692460324505,2.11627099150452e-06,2.95099504847846e-05,Down
RPL15,-1.39729349643066,9.30992653123197,2.15489543880955e-06,3.0025320526844e-05,Down
DNAJC27,-1.30766868295152,2.4491682489915,2.19277574700217e-06,3.05295341455206e-05,Down
ARHGAP20,-2.89873398892306,0.384711803395377,2.20226766689521e-06,3.06380293473153e-05,Down
LIN9,1.97030619733044,4.21763709403174,2.23793113897109e-06,3.11101761261748e-05,Up
GAB1,-1.55667000573553,4.29682513026529,2.28233510337016e-06,3.17030060968906e-05,Down
ART5,-3.49458390819984,-0.765798773156388,2.30383306036504e-06,3.19769900526418e-05,Down
TOPBP1,2.15764553744213,6.69405248179305,2.31600693120397e-06,3.21212345920058e-05,Up
ZNF296,3.84528128380959,3.04640460216108,2.35099611999361e-06,3.25814450756993e-05,Up
EEF1A1,-1.33805633036959,11.6733306440566,2.42245296783185e-06,3.35239509480323e-05,Down
MCM8,2.60002621249422,5.27918958024033,2.4227236874812e-06,3.35239509480323e-05,Up
RUNX1,2.3023281399485,6.62194776148108,2.4352315557138e-06,3.36711847772392e-05,Up
RASSF2,-2.20953898663491,4.04428279191978,2.45005904440594e-06,3.38502410502981e-05,Down
IRF6,4.45643546803697,8.67209208091716,2.49354542854758e-06,3.44246738719088e-05,Up
RNF38,-1.17346054084522,5.11259975283657,2.52797859439413e-06,3.48733389877017e-05,Down
S1PR3,-2.55529144080965,3.60676508630184,2.53148045753706e-06,3.48949485087103e-05,Down
GSPT2,-2.80689563128303,1.51223969368471,2.53938200439127e-06,3.49771256983764e-05,Down
MAFF,-1.8509647106713,5.53864978817315,2.55053821298725e-06,3.51039725039391e-05,Down
SHE,-2.85398724339512,2.33020440850562,2.55959699697913e-06,3.52017802101707e-05,Down
CASP2,1.51782672892812,6.25979226712859,2.56176393068998e-06,3.52047284072716e-05,Up
PDE1C,-3.12705212833904,-0.844700699643412,2.56528097936219e-06,3.52262117729629e-05,Down
GREB1,-3.2871374326048,3.73085120960803,2.56763694847684e-06,3.52317307313832e-05,Down
MAP3K12,-1.84262473711743,2.89584450671732,2.58074298663217e-06,3.53846357786906e-05,Down
INCENP,2.32220914987517,5.32240128020331,2.65061844652086e-06,3.63150840355404e-05,Up
SCMH1,-1.35821817286679,4.94416160488211,2.65890674089139e-06,3.64009783889686e-05,Down
PSAT1,4.5819516221043,5.88544094508309,2.68930030577099e-06,3.67891384772769e-05,Up
MARCHF8,-1.25201015054439,4.73588594309689,2.71648842984189e-06,3.71328933965498e-05,Down
SMC2,2.31006924446879,6.16144581858068,2.78652692103218e-06,3.80614245350077e-05,Up
LMO3,-3.66519367847993,2.66197554629524,2.80212044131103e-06,3.82454440248583e-05,Down
PRRG4,3.85133714393423,6.70536880361269,2.87839592783903e-06,3.92567916633416e-05,Up
BCL2,-2.54392581382219,4.10462431044536,2.88752683290617e-06,3.93515561581997e-05,Down
ITPR3,3.38508252691956,7.56536687893574,2.9036174566471e-06,3.95281320276238e-05,Up
ARHGEF16,3.1317062561208,6.09254790116056,2.90486827158078e-06,3.95281320276238e-05,Up
GJB5,7.05700190960493,5.68548271720406,2.94863894474309e-06,4.0091375910935e-05,Up
FOXA1,7.69178017432273,5.54347512635275,2.95185630401562e-06,4.0091375910935e-05,Up
TMEM255B,-1.99205267932349,2.15323765165023,2.95293107097736e-06,4.0091375910935e-05,Down
CASKIN2,-1.33858793331259,5.19853594573239,2.95593612157035e-06,4.01019776312365e-05,Down
FYN,-2.24691650406568,4.71462551242255,2.95994426385549e-06,4.01261617122665e-05,Down
SESN1,-1.64109051770184,4.47158643360953,2.99359029965217e-06,4.05517904603521e-05,Down
NRP2,-2.21064125105268,5.792961518463,3.01010334806086e-06,4.07448673915445e-05,Down
CCDC184,-2.87200539493975,1.22971741111737,3.03674107611421e-06,4.10745998517173e-05,Down
MTBP,2.48037170121916,3.67930895226686,3.1087705053159e-06,4.20173404878903e-05,Up
CDCP1,3.28875342733765,7.19248815099352,3.12103034965553e-06,4.21514435987185e-05,Up
HAPLN2,-2.99906597927778,-2.18008711615547,3.15497985478768e-06,4.25780589684296e-05,Down
ZNF438,-1.29181192553369,3.39702677396495,3.17965115219615e-06,4.2878915687432e-05,Down
RADIL,-2.92728626766127,0.865897748907371,3.2327538585848e-06,4.35624454934858e-05,Down
CEP85,2.29145728012081,5.0953606529835,3.24850477856101e-06,4.37420023580695e-05,Up
FAM107A,-3.66091830690847,3.57497404405602,3.25589351064558e-06,4.38087761171192e-05,Down
CHEK2,1.79104400550802,4.78115571329516,3.27752042929856e-06,4.40668854140589e-05,Up
CAPN11,-2.26012507349832,-1.33107944370999,3.34277208323216e-06,4.49107158425304e-05,Down
RBP5,-2.30746925679343,1.86655435874994,3.38130225368678e-06,4.53945492434644e-05,Down
CLCN6,-1.20617060507622,4.01801328042285,3.38768080280699e-06,4.54463429126563e-05,Down
ANO2,-2.44945625537321,-0.12514522019395,3.39373356006001e-06,4.54936922586483e-05,Down
