,logFC,logCPM,PValue,FDR
AL355075.2,0.771080265787602,4.98227372870747,0.385856307519774,0.663946933986846
AC022150.2,-0.512702046485035,6.40418081598268,0.385933973663826,0.663946933986846
AC012464.3,-0.516793756601607,3.1224860848003,0.386214512438054,0.664065462574661
CASC19,4.1296745880925,4.12727595513913,0.386267749387464,0.664065462574661
AL031775.1,0.412555148006514,6.92130190290887,0.386332469914709,0.664065462574661
AC015911.3,1.13538906523932,5.35853833374711,0.386354181968778,0.664065462574661
AC125616.1,4.09440647621568,2.92336745781474,0.386519714723028,0.664173617316692
AC008663.1,5.05285754518999,3.50833733332177,0.386592790611131,0.664173617316692
LINC01554,1.21797635097814,5.59688193367845,0.38695816659594,0.664650317499297
FP236383.3,4.14154297555294,2.95563053915719,0.387670640789092,0.665722851466347
CACNA2D3-AS1,3.73567769122825,2.74792631835435,0.388273408137559,0.666599721492985
DOCK9-DT,-0.431003229553142,7.70249902224876,0.388357594653696,0.666599721492985
AC025265.1,-0.488793178007582,6.00612173587559,0.388684133558756,0.667008791157003
LINC00893,0.617813717611552,7.9200528938054,0.389029928315252,0.667450712047111
AC110285.3,3.41188870657161,2.60559071222609,0.389272792880686,0.667516360895586
Z93930.2,-0.372379413584869,6.48673474119401,0.389284571714649,0.667516360895586
AC129510.1,0.613608033319796,5.6498057021251,0.389333044775762,0.667516360895586
AL358072.1,-0.413034980548218,4.5799617354779,0.389482217349524,0.66762073121282
LINC00402,2.02250271907226,3.73981880826825,0.389827774260719,0.667975307240232
AC069549.1,-0.82198115160998,2.71050352993229,0.389865762577853,0.667975307240232
AC073487.1,0.690939626578031,4.46453615573529,0.390404314913385,0.668746494123268
AL353801.3,0.790619602885145,3.59911672693303,0.390524507920515,0.668747421768661
LINC00443,4.22044999834262,4.22198734024485,0.39058175036773,0.668747421768661
AL451069.3,1.6948251931278,4.26649030913869,0.390875779409529,0.669099336227179
LINC01356,1.67253506558422,5.59509601685121,0.391002944655305,0.669165519361422
AC104088.1,1.99957718889545,4.31209920568794,0.39122884481784,0.66940061001758
AC120498.2,-0.760848742606901,3.15106804184427,0.391887587249838,0.670285984990563
LINC02084,1.18897586036498,6.12153803701545,0.391923600005724,0.670285984990563
AC007036.2,-0.72854586800313,2.70382914518652,0.39234972348889,0.670567459881731
AC027117.1,0.951829324812358,6.14404847894815,0.392369116966698,0.670567459881731
AC025539.1,1.52098205178141,4.2843734210649,0.392434666933148,0.670567459881731
AC008011.2,2.15791752058584,5.27019283528664,0.392497614507331,0.670567459881731
AC018618.1,-1.00639043532563,2.26852749011544,0.392553674838152,0.670567459881731
AC103702.1,1.34997531397308,3.59267237355033,0.392647729960176,0.670567459881731
AC024243.1,-0.522810283790838,3.53719793696286,0.392836016687653,0.670567459881731
MIR222HG,0.929785694387369,10.0100902033206,0.392872531697778,0.670567459881731
AC036214.1,1.57578501439078,3.81176336496034,0.392886370490156,0.670567459881731
AC060766.4,-0.443613642208451,6.3817174319288,0.393254574043985,0.67092124126658
LINC00951,-0.744132027133234,2.79840636908427,0.393271120393266,0.67092124126658
AC097468.1,3.53668496623477,3.89189393347558,0.393390042004834,0.670972728986815
APCDD1L-DT,2.22706233858207,7.01439999582719,0.393644066215051,0.671254574797474
FBXL19-AS1,0.669871219108676,7.77314847948724,0.394201135891146,0.672052939903711
AP005131.7,0.847472712726976,4.03731659188609,0.394302534365716,0.672074270139581
AC133919.2,1.3385226484186,5.90353852007421,0.394663934029426,0.672538653413678
AL357093.2,2.54201072859756,4.77776291958777,0.395030553910817,0.672979088979536
AL136980.1,-0.518477231861423,4.12964381126109,0.395206944292417,0.672979088979536
AJ009632.2,2.59350120359133,3.92036614735555,0.395426461009897,0.672979088979536
AC010655.2,0.801571136551487,4.82314043367202,0.395514168293608,0.672979088979536
SNHG9,0.594448152087173,9.01589582041029,0.395565713269426,0.672979088979536
AC093297.2,-0.326272430429967,9.88092803275659,0.395591165828959,0.672979088979536
AC104564.4,2.32253412846345,2.91312529709939,0.395678051087269,0.672979088979536
AL603839.3,0.638292413492553,5.5383701509713,0.395705588977092,0.672979088979536
AC004231.3,3.53289462400157,2.65590904502456,0.395723453194421,0.672979088979536
AC090948.3,0.534263757786391,5.58943218806328,0.395891347276957,0.673029321550266
AC027307.2,-0.347590818777094,9.1997624713629,0.395983758952012,0.673029321550266
AC012640.4,0.533315872233195,7.13020158488876,0.396020030627845,0.673029321550266
AC055764.2,0.688316914289964,4.55338870850836,0.39626170554798,0.67328492087949
AP001001.1,0.701718888267061,4.20496120851428,0.396355136007662,0.67328492087949
TTLL7-IT1,-0.727498451306535,2.60456159684269,0.396437570130339,0.67328492087949
LINC02019,-0.394886022132104,6.34356153269132,0.396706674287514,0.673470893342151
SFTPD-AS1,-0.789372907974505,2.78399519855737,0.396725216101831,0.673470893342151
AC093458.1,2.1305876558642,2.83084260717595,0.397253902147883,0.674217004296329
AL359711.2,0.508853278676353,5.11242294771713,0.397345529310557,0.674221173051419
AC104472.1,3.59871895848913,2.68525820089122,0.39764550575047,0.674578790437357
AP003717.1,2.84493225569305,4.56817833613423,0.397971993998515,0.67490647876694
AC019118.2,3.64452439090521,2.70662042076129,0.39801719201452,0.67490647876694
AC105460.2,7.46594455508285,5.50246876954402,0.398292209357529,0.675221389002752
AL445933.2,3.56898591680248,2.67175379194085,0.398800223987522,0.675931067825522
AL138787.2,0.856223875991329,4.08213035903263,0.399024354659993,0.676159378212507
AC005906.2,-0.742620404417812,3.42490585901905,0.399166753993332,0.676223463847179
AC027801.4,3.39482210283167,2.59705851349331,0.399241045181035,0.676223463847179
AC136475.7,-0.678104385000075,3.10491760507541,0.399467585129065,0.676455635198402
LINC01942,-0.810249532861289,2.5752522151411,0.399770728770585,0.676734930222209
AL033519.4,3.57919079088452,2.6759424467713,0.399892495609954,0.676734930222209
AL596442.2,-0.506157091382633,5.16096802368956,0.399901027408124,0.676734930222209
FOXO6-AS1,-0.470226608926967,4.5401982486737,0.400266128012806,0.677097836034402
LINC00567,-0.849533811191093,2.6777920748804,0.400327983056942,0.677097836034402
LINC01405,3.39214946408959,3.5689709060119,0.400384132377967,0.677097836034402
AL512785.1,4.42545432392357,3.1099163062399,0.401027616153688,0.678034393054122
AC108134.2,0.554041648391728,6.03304417879258,0.401202022680395,0.678153695940399
AC012447.1,0.833440964532104,4.41901814652226,0.401277560592163,0.678153695940399
AL008638.2,-1.00614194519091,2.16093324545085,0.401585884358319,0.678413670407789
WEE2-AS1,-0.37881277482344,7.2146193267029,0.401610843637781,0.678413670407789
AC003092.1,4.58102692483979,3.20196783574196,0.402094430856448,0.678792391193485
AC023983.1,1.02545635376768,3.11750840948542,0.402388860511504,0.678792391193485
AC025183.1,4.04854227044537,2.90373961972898,0.402420208775042,0.678792391193485
LINC01775,1.56377182465936,3.8731199258809,0.402423691096169,0.678792391193485
AC087392.2,-0.566151246216432,3.56617995833332,0.402469554638866,0.678792391193485
HOXA-AS2,0.740694091652353,9.60770491096859,0.402515189318494,0.678792391193485
OSBPL10-AS1,1.60020100213603,2.96090721357168,0.402676254120361,0.678792391193485
AC116348.3,2.78597847033655,3.64584579069522,0.402684048915588,0.678792391193485
LINC01649,2.01808622410176,2.76263631733897,0.402804439936655,0.678792391193485
LINC01645,3.6002558179985,2.68581829633225,0.402850783526658,0.678792391193485
LINC02454,2.53829065554497,4.15116116310124,0.402886442122663,0.678792391193485
AC084032.1,-0.547422245527146,3.53233796990891,0.402974120560196,0.678792391193485
AC087190.2,3.15188277232788,2.5040667283888,0.403062780610564,0.678792391193485
AC010326.4,0.451118758994445,8.39903547370944,0.40315272995681,0.678792391193485
AC026358.1,-0.670492745948844,2.98553740629452,0.403181672907015,0.678792391193485
LINC01098,4.02149878103931,2.88872780619104,0.403960676146944,0.679952509427213
AC010530.1,0.839930118371651,3.47407394993884,0.404079502187294,0.680001138668625
AC005237.1,1.53792035994946,3.94506085697954,0.405024223239578,0.681439286140287
AP001178.3,0.688616000690969,4.69210931034596,0.405145051479029,0.681490930863834
AC105020.6,-0.331540196738415,4.91007872252254,0.406243360709334,0.682989471871811
AC108134.4,0.652571814085549,4.51871645482443,0.406259292913069,0.682989471871811
AC011472.2,-0.429468587213914,5.83256793770656,0.406422883200501,0.682989471871811
LINC02133,3.32947604640809,2.57103189581396,0.406491866379703,0.682989471871811
AC007493.2,2.12246935345924,2.81247269783345,0.406538227993878,0.682989471871811
BX088651.4,1.13607536670601,3.91766879021619,0.40657791467994,0.682989471871811
LINC00052,-0.779540453015177,3.13943053704405,0.406819871893236,0.683244125140994
AP001172.1,-0.743396698418817,4.28482354699406,0.406991730724431,0.68325770369503
CASC11,2.0548438184116,5.65788927387234,0.407008688988548,0.68325770369503
AC092979.1,-0.766728506152125,2.84608048052934,0.407221124437378,0.68346257977159
SCARNA9,0.777314830346931,4.83095799201038,0.407471647870989,0.683731275977041
AC012531.1,1.56408873595525,5.29418280734641,0.40829231060125,0.684852238933994
AL450998.2,-0.316420131506538,9.67809403628449,0.408320842893062,0.684852238933994
AL162274.1,0.904129303840411,4.00006153740736,0.40845498270226,0.684925288137455
AC011383.1,-0.647058556653695,2.89616829616603,0.409043230685387,0.685759615789848
AL356310.1,-0.662103594354905,2.94297110505906,0.409408341768629,0.686219568191666
AC024145.1,-0.54086750491157,3.78818339794863,0.409585148881284,0.686363765667418
AC022167.2,0.440696048718637,7.72821938842916,0.409830514682296,0.686622761248137
AC068473.4,1.77352481418946,4.46583185220541,0.410043115511155,0.686826760385433
LINC00528,0.861719549858626,5.42588118760927,0.410505541532787,0.687449036440621
AC009542.1,0.792879342612084,4.43426092907592,0.410615135384029,0.68748030085001
CU633967.1,1.08632148294747,3.30525853055867,0.41070924701411,0.687485635747993
AC103591.3,0.810144388753792,5.14761866477001,0.411045010880562,0.687770050362984
AC024257.4,0.732714645568608,3.60930369473785,0.411061084193933,0.687770050362984
AC006272.1,0.937105420379225,3.24077903908112,0.411428048934706,0.688231742919317
FAM87B,-0.409928829315086,4.15596746618432,0.411563016208391,0.688305234583421
TMEM147-AS1,0.425424884860185,9.6305386073796,0.412005952384912,0.688893632459602
AL139397.1,0.574408305881265,3.78014151732684,0.412204323001038,0.689072935266604
OSTM1-AS1,4.58656432356475,3.20451329540574,0.412611123277709,0.68960050908549
AC061975.6,5.1826218113768,3.60202190630103,0.413015336360686,0.690118058447613
AL355001.2,-0.323973895268419,7.96085305956174,0.41318336395886,0.690118058447613
AL513165.1,-0.349529245367418,8.00785498155583,0.413194610579599,0.690118058447613
AL049775.3,-1.04112403771965,2.25693283948696,0.413694626636163,0.69080059010513
AC246793.1,3.73742788223347,2.7490831587843,0.414186363132216,0.691468997933911
AL359962.2,-0.624900837039353,3.21420301863442,0.414460279546964,0.691773548268122
AL391840.1,3.38261692529054,2.59138224846038,0.414710460570701,0.691952954680422
BX649601.1,-0.416701298630739,4.52841729680666,0.414774495252645,0.691952954680422
AC006116.9,-0.471117978109511,3.93746429154254,0.41484231498034,0.691952954680422
IFNG-AS1,1.75407012719362,4.33909052419468,0.415065416832779,0.692094376358653
AC107068.1,-0.307097386509341,8.3277899988065,0.415110170187342,0.692094376358653
U73169.1,0.926585809296662,2.87196258557844,0.415381937696145,0.692259553181008
LINC01843,2.17706868162807,6.27229583963192,0.415450781277942,0.692259553181008
LINC02253,-0.689941659545904,5.66564815853598,0.415698647956898,0.692259553181008
AL049840.5,0.483414122230782,6.86891359156048,0.415825128444136,0.692259553181008
AC078788.2,2.52763872881419,3.03857692588062,0.415904215154925,0.692259553181008
AC083967.1,4.69414019878559,4.84449149349109,0.415961373980397,0.692259553181008
AL121672.3,0.840697570779298,4.74436047359807,0.415979493406658,0.692259553181008
AC005837.1,0.638314571971244,4.9515340600694,0.416060228869997,0.692259553181008
AC093462.1,-0.384252678938077,4.21009631111553,0.416176810579802,0.692259553181008
GDNF-AS1,-0.690011496606591,5.25538069048036,0.416181981874329,0.692259553181008
NDST1-AS1,-0.651823740339577,3.46287703289937,0.416216364073649,0.692259553181008
AC130462.3,0.745538722095993,3.27285559242384,0.416409993594046,0.692429285587108
AC009716.1,-0.558063429348972,3.332630765095,0.416637662696642,0.69265553378393
AL157700.1,-0.432987214106692,5.80309167771944,0.416987055402387,0.692986244512269
AC017067.1,-0.827860824194952,2.60057550615163,0.417019893206034,0.692986244512269
AC004223.2,0.916324194551146,3.64640650360074,0.417164960392387,0.693074986931847
LINC01600,0.813068142313955,4.42689429422683,0.417342486532119,0.693217605595201
AC011444.1,0.496931339301411,5.43689592207206,0.41790685561296,0.694002577485085
AC073957.1,3.27506545899714,4.18287444632339,0.418315498908013,0.694528653325316
LINC00626,3.31814174284354,4.84700575522989,0.418445718199956,0.694592332669564
AC007638.2,-0.729170663899646,2.49785672123034,0.418641455675723,0.694764716058855
AL137186.1,-0.635379459388091,2.97739485811075,0.418986966313314,0.694912455497763
LINC02749,-0.616252384234126,3.36808969210815,0.418998864629547,0.694912455497763
AL031005.1,-0.703080661119712,2.91222808769255,0.41900620084834,0.694912455497763
AC021594.1,4.758886654432,3.30879382370273,0.419158210336842,0.695012111481768
AL589743.5,4.18953788677801,2.98046054652736,0.419363079521025,0.695199351953183
AL161729.4,0.781209719300022,4.71143530432591,0.419565141524115,0.695381857751827
LINC00602,-0.614448547296778,3.39897002028174,0.421062062817278,0.697519356914587
Z99572.1,0.828266751392786,5.29588401670519,0.421158268007311,0.697519356914587
KCNJ2-AS1,0.807561596169971,6.57452159484719,0.421190424819886,0.697519356914587
MIR181A2HG,1.02987423784427,5.73127138023348,0.421223830666844,0.697519356914587
PACERR,1.20382835239053,4.51542287384779,0.42200783213673,0.69866459793865
AC004012.1,2.21583476384345,3.30977528928525,0.422561926844816,0.699386511974976
AC114939.1,-0.379199197282229,4.04807750629406,0.422645489119512,0.699386511974976
AC060234.2,-0.586122902572963,3.02809121995372,0.422776612915779,0.699386511974976
AP000851.2,-0.671357576948414,3.3629099299855,0.422813879941491,0.699386511974976
LINC02062,0.471793777069683,5.09757291829066,0.423113325547436,0.699704495131465
AC012557.2,0.767640043460745,3.77218838478205,0.423255766869837,0.699704495131465
AC110772.2,-0.675420498330323,3.73680525931471,0.423283740342722,0.699704495131465
AL136366.1,-0.698260950391277,4.13536032711479,0.423892709339356,0.700489928468561
AC022098.4,-0.53076056266597,3.27477116661473,0.424032468404428,0.700489928468561
AL357054.2,-0.582414870919522,3.26860943054268,0.424036820870335,0.700489928468561
AL121829.2,1.75697525027797,3.2020011766692,0.424142585454816,0.700511596466549
AC067930.3,-0.485989034840908,4.818398086336,0.424426758773754,0.700827849549761
AC092422.1,2.58371031009567,3.07099348984248,0.424816980469719,0.701319036971953
HHLA3-AS1,1.34911197996176,3.47780759756933,0.425382984736785,0.70185509682556
AC138028.6,0.756800909062139,6.32358227096941,0.425413388804327,0.70185509682556
AC007750.1,-0.546347258458164,5.1222601942226,0.425420170447235,0.70185509682556
AC092071.1,3.39290479729086,3.7910829452265,0.425752167227964,0.70223596510579
LINC01465,0.459666330331256,6.05208350774395,0.425911298956698,0.70223596510579
AC015660.3,1.01984592984839,3.94122717922001,0.425929656920401,0.70223596510579
AC078881.1,0.865775487429631,5.37389492080463,0.426194779509374,0.702519888351946
EWSAT1,1.38084953721685,5.21076666543971,0.426513938531906,0.70265942070977
AL049840.2,0.510958999270183,7.56845610925458,0.426610689906186,0.70265942070977
LYPLAL1-AS1,-0.624841742408088,3.07955680638974,0.426698485332153,0.70265942070977
AC018816.1,0.804451626177577,6.9203210061286,0.426727640076754,0.70265942070977
AC026979.3,-0.326473093813811,5.0833979398127,0.426767831954112,0.70265942070977
AC027307.1,0.919472851136828,4.48599920680671,0.426927595566937,0.70265942070977
NOP14-AS1,-0.31118363657845,10.4933533027497,0.426944248690767,0.70265942070977
BRWD1-AS2,0.614769857661057,5.94765354471959,0.427059474219351,0.70265942070977
AC092168.2,1.062053498395,2.9320424994237,0.427115817693705,0.70265942070977
AC016252.1,-0.654042955093425,3.07131757629657,0.427854912980518,0.703722209494387
MALINC1,-0.290231352151149,7.45370652410578,0.428007176545923,0.70381954368502
AC016027.2,-0.505815335397462,3.13654346258579,0.428662003497378,0.704555641315922
AP000873.4,0.517446197609964,5.22052662879781,0.428692721067454,0.704555641315922
CASC2,-0.378571637125142,7.69784872425853,0.428772912368279,0.704555641315922
AC108673.2,-0.379864882072104,5.64208571612551,0.428827544152344,0.704555641315922
AC103996.3,-1.10603979948447,2.15341476616987,0.429193967843892,0.70498777775827
AP001610.3,3.7849198901853,2.76868918491502,0.429277043882962,0.70498777775827
AL591848.2,-0.681020631026218,3.12059118747326,0.429619344926741,0.705396713787425
AP001363.1,-0.526677383470949,3.36041867857342,0.430235017202161,0.706254226023781
LINC00857,0.977566229175772,8.89754903822415,0.430902301797319,0.707085090900536
AL159169.3,0.801680367295479,4.16691781250112,0.430928197178901,0.707085090900536
AC092343.1,3.88599199769121,2.8180250935425,0.431224143976128,0.707417173487418
LINC00391,3.75049021542944,2.75730270650018,0.431390834320226,0.707537114597664
RNU6ATAC35P,0.946615309642531,3.72549197629214,0.431546679269182,0.707569376323958
LINC02649,-0.491610534046782,5.55446334862034,0.431654627181588,0.707569376323958
AL365295.1,-0.48805117964199,5.13247007582612,0.431847345800142,0.707569376323958
AL354754.1,3.37518013395189,5.97152944099444,0.431976816743914,0.707569376323958
RAB11B-AS1,-0.327746493182435,8.6436605567081,0.431977749326563,0.707569376323958
AC211476.4,0.828863051196096,3.96863533656472,0.432015291630228,0.707569376323958
AC004888.1,-0.700976956018208,3.10547775750099,0.432065574723941,0.707569376323958
AL353596.1,-0.548913777050908,3.25731290574307,0.432160786636502,0.707572045855043
AC012254.3,0.824245817356503,3.73345742713972,0.432679977755539,0.70826874037879
SNRK-AS1,-0.503876489669329,3.71235342934207,0.432852113727627,0.708397149760734
AC010547.1,-0.583181524065563,3.19807255473174,0.432982501978867,0.708457194863063
AC009878.1,-0.686002876609029,3.11126147855039,0.433218941091609,0.708690699609186
AL161772.1,0.816928222631441,6.4670777614964,0.433454354678554,0.708922426070635
AL670729.2,1.01959909632064,3.10747434984812,0.433776567484766,0.709295983294186
C12orf77,3.66107813609527,2.71446746314761,0.434392630570419,0.710139228007651
LINC01909,0.605366361113504,4.97627984289579,0.434480104319983,0.710139228007651
LINC01102,3.48468969732903,2.63521724176502,0.434845229898682,0.710582403990476
C1QTNF1-AS1,2.91973513741876,3.26586553156154,0.435283671154354,0.711145168020326
C8orf49,-0.719130692891739,2.83773170670322,0.435747003001085,0.711656262902501
AC084824.6,-0.310507595913328,6.05819010504827,0.435784750329134,0.711656262902501
AL512631.1,-0.577716606469618,3.47832286891879,0.436263510561289,0.712284258983785
AC145285.2,-0.328503309756551,5.62334892676979,0.436469906815952,0.712411767601936
AC004865.2,0.577867040444351,5.64715531834731,0.436573018537905,0.712411767601936
AC129492.2,3.62546222197857,2.69686209226522,0.436624273385448,0.712411767601936
LINC02033,-0.489238560010809,4.06500300305522,0.436748228700545,0.712460271241601
DCTN1-AS1,-0.535712444540735,3.8886132067751,0.437120500975941,0.712913741992901
AC024230.1,-0.63644892941962,4.61733860606276,0.437357626329364,0.713021869309426
AC068790.2,0.930477319444011,3.65745588571437,0.437389734864513,0.713021869309426
LINC01731,-0.689572556557076,3.38371192686269,0.437553951793411,0.713021869309426
ENO1-AS1,0.620615291515341,4.3013080681026,0.437588887053538,0.713021869309426
AC090907.2,-0.587553801401095,3.44677058361791,0.437724403557415,0.713021869309426
AC007038.1,0.388525766500593,6.94463262139868,0.437752614380949,0.713021869309426
LINC01433,1.29179653651664,3.81825236351078,0.438224087706753,0.713636081660727
AC011239.1,-0.601445888137364,3.27367740305532,0.438352861639949,0.713692072967195
LHX5-AS1,3.52734551117466,2.653189261765,0.438499242651026,0.71377670047027
ZNF213-AS1,-0.220765781488657,9.33272767566758,0.439009967318764,0.714454232220657
AC011511.2,2.58630473566109,3.21875277907092,0.439854551698668,0.715547687876197
AP000941.1,-0.516562424733782,3.58658955406283,0.43994707034679,0.715547687876197
ZMIZ1-AS1,-0.371317149208304,7.12948748060378,0.439965771847168,0.715547687876197
AC093525.7,-0.548955750054796,3.54002143805422,0.440570047496936,0.716376371854695
AC073569.2,0.713843498099189,5.20962061973778,0.440711549346229,0.716452381123809
AC114980.1,-0.34465721614474,5.90386261979921,0.441101165610618,0.716804778129967
LINC02367,0.663280854583345,6.84076523556607,0.441124958373307,0.716804778129967
LINC01419,4.29841686680408,3.03435410374584,0.441304888156079,0.716804778129967
AC003991.1,1.47258104886414,4.70372694468305,0.441307531040206,0.716804778129967
ZNF451-AS1,-0.284216839287961,5.60324476922838,0.441427410871831,0.71684550120316
AL031320.2,-0.360589788210009,4.7365196341654,0.441538589073735,0.716872079017932
IDH2-DT,2.03490557678157,3.18314064214966,0.441633617103737,0.716872429995997
AC022079.1,0.874940956212372,3.73655783683253,0.441822987623159,0.717025887404744
AC009318.2,-0.273203123382218,6.39258305765461,0.441989661436261,0.717142452815357
FRGCA,1.49523650179619,4.74698048187933,0.442176336951084,0.71729141465075
ASB16-AS1,0.277343579248501,10.2528232884781,0.442594056403321,0.717534366326815
AC006001.2,0.486952624397369,6.85021899615769,0.442705612512517,0.717534366326815
AL807757.2,-0.491598791922821,3.84659950071516,0.442822200334274,0.717534366326815
AC107464.3,-0.484113771808559,5.81373617152006,0.442861438894105,0.717534366326815
AL133370.1,3.68402296502783,8.30652743286144,0.442931664911019,0.717534366326815
LINC01291,1.81721401729011,8.74863261750999,0.442978936111325,0.717534366326815
AL359644.1,-0.611716809300217,3.59383752967266,0.443004508102107,0.717534366326815
AP000253.1,0.731996228194113,3.59042406268948,0.44308530040734,0.717534366326815
AC093833.1,3.49772752141012,2.64113061290582,0.443278739570563,0.717693907900005
AC074138.1,-0.447940280210563,4.34350348514948,0.443399996099728,0.717736538323709
AC005920.4,1.62587885531605,3.38098816023466,0.443655545623503,0.717758673482356
PRRT3-AS1,0.686261902490812,7.24103360828535,0.44372594588119,0.717758673482356
LINC01093,3.39938927734894,2.59981993454594,0.443760030749368,0.717758673482356
AL390067.1,-0.37751244373588,3.54173052899805,0.443793386923689,0.717758673482356
AC140847.2,-0.617387067003544,3.28063259524203,0.444002027395483,0.717942542587093
AC112236.1,1.87897449026069,4.76155979474756,0.444277947473059,0.718128375831307
LINC01964,4.1744316274776,2.97370769478898,0.444306909421883,0.718128375831307
AC007663.3,-0.448808081190511,3.95866290143057,0.444514382613368,0.718175592986525
LINC02487,2.79372900802845,6.21572007842178,0.444526091148914,0.718175592986525
AL132989.1,0.443123111806851,6.13610085164885,0.444850990923438,0.71829348776936
AC009159.1,2.21403123098948,2.87197597289913,0.444911238677588,0.71829348776936
AL357054.3,0.965411651901882,3.06944047756674,0.444961159627315,0.71829348776936
AC005089.1,1.61900734651474,3.11361790397822,0.444979063181019,0.71829348776936
AC037486.1,3.22143265554644,2.52958332339583,0.4452786885818,0.718563076985165
AC008494.3,0.364262517177321,4.91664346713666,0.445336522599713,0.718563076985165
AC016747.2,-0.524714366505733,3.86778290253372,0.445514099529496,0.718563076985165
TMEM99,0.42235836592702,10.8519432540964,0.445526214112744,0.718563076985165
AC243960.1,0.823102954389835,6.55105442776125,0.445884444303825,0.718962206537699
AL031710.1,3.81187047209891,4.11521234922317,0.446019601087725,0.718962206537699
AC138305.1,3.23996198749587,4.00386184184621,0.446058948666625,0.718962206537699
AC107398.2,-0.446754217190443,3.45600014464405,0.446307555636795,0.71918068918099
AC108868.1,7.30750861929072,5.36058718366708,0.446470754277973,0.71918068918099
COPDA1,2.12608504600445,4.15243281657171,0.446479851212216,0.71918068918099
AL023755.1,3.19108863860286,2.51907828576097,0.446762344516058,0.719482446621068
LINC02285,-0.437627374924551,4.03238381775085,0.447353401439976,0.720129119030518
LINC00652,-0.473620634165126,5.11453863785842,0.447354380648902,0.720129119030518
AC008760.2,1.8388062624667,8.05808885416545,0.448625939949886,0.721743518977154
AC023355.2,0.457030844729068,6.22559816869093,0.44887122369162,0.721743518977154
AL132800.1,0.814032886968493,4.42967403803251,0.448873408740224,0.721743518977154
AC008278.1,3.60876339240793,3.73714297678782,0.448936019146869,0.721743518977154
MAP4K3-DT,-0.25805094646297,9.0293361416343,0.449117677811755,0.721743518977154
CR559946.2,0.811103858630744,3.95208476171836,0.449123717602197,0.721743518977154
AL161785.1,-0.533788078282465,7.62374092881482,0.449149571573409,0.721743518977154
MAPKAPK5-AS1,-0.218722327206189,10.8661651069904,0.449200023982435,0.721743518977154
AC009084.1,3.81757556954136,2.78545599947277,0.449216373536105,0.721743518977154
AP000812.1,-0.740776496296577,2.40333425360995,0.44936040266015,0.721821543342552
LINC01301,0.730505858267291,6.27928976992135,0.44981841862123,0.722403794221563
SNHG15,0.468595681976158,11.7245827046955,0.45013621844127,0.722760659935111
MCF2L-AS1,1.44757102583883,6.90039491090605,0.450317253509938,0.722897824583576
AC087071.2,0.620440426922659,4.34242354387041,0.450600793198254,0.723199447542348
AL590723.1,0.688297128326051,4.64926785688814,0.450786499174423,0.723234828394949
AC091180.3,0.885018803431851,3.18857753344449,0.451019832583862,0.723234828394949
LINC00866,3.21975253552122,2.52881241637564,0.451127460979109,0.723234828394949
LINC01535,-0.553442107620685,5.11169691602796,0.451165907481818,0.723234828394949
AC087045.2,-0.520181266598338,3.01988524204115,0.451177046566168,0.723234828394949
AC104779.1,1.35260176789586,3.07646771374492,0.451256418832629,0.723234828394949
PICART1,0.742812065038377,6.44077306711844,0.451292411105326,0.723234828394949
AC091946.2,-0.491203656186749,3.54666970290708,0.451522546626487,0.723237891977896
AC245884.8,0.498140913586437,6.21470872325067,0.451525266880186,0.723237891977896
LINC02837,6.05864553998749,4.27260730225211,0.451581283960805,0.723237891977896
AC010619.3,-0.492978457318031,3.7401775260989,0.451877135883191,0.723410076621941
AC108681.1,4.21235908354327,2.99215145125309,0.45188014705534,0.723410076621941
ZBED5-AS1,0.413533174338291,9.68443798431791,0.452503395447575,0.724122830331157
AC005034.6,-0.313133966138864,5.56411123230938,0.452516912222552,0.724122830331157
AC015712.7,-0.533702712480473,3.89546296440842,0.452803629443503,0.724428320402524
FZD10-AS1,-0.460301672346129,9.8848366480732,0.453068067926643,0.724698045608916
AC079296.1,1.60595146908942,3.42704181829846,0.453268714398838,0.724865640771914
LINC02516,-0.571194448993839,3.57613325784794,0.453817991572503,0.725590576079445
AC023794.6,1.51739566547336,2.9047593687682,0.453923347354354,0.725605587599635
AC090877.2,-0.720135521256954,2.84425729325312,0.454190511652802,0.725879192265237
AC093627.4,0.727360933791811,9.59411226738983,0.45434886971193,0.725978825843597
LINC01270,0.673638365188328,6.54160267960878,0.454568060973524,0.72617559877896
LINC01310,-0.469020064478112,2.60015231039057,0.454979549312972,0.726679419593447
AC011450.1,-0.371309569201808,5.64571058776889,0.45518338480387,0.726747679494065
AC009093.1,-0.428506783751124,5.49688503283649,0.455214523222311,0.726747679494065
SATB1-AS1,1.1261801676201,6.85922555110659,0.455703453859675,0.727290891280468
MIF-AS1,0.641512020836439,6.64961637835441,0.455747155520018,0.727290891280468
LINC00565,-0.481984191908565,4.86322500163173,0.456164062731707,0.727802590908301
AC022706.1,-0.447096023988945,6.15547318619744,0.456425078733428,0.728023711527837
BSN-DT,-0.548235056445613,3.3191303084321,0.456495227662144,0.728023711527837
LINC01436,2.71295905447905,8.92477995816433,0.456912268020786,0.728535145192991
CLDN10-AS1,-0.567556163248712,4.06252577409555,0.457250187723168,0.728920233897296
AF064858.1,0.938192314262357,6.43333558876631,0.457679578994788,0.729450947887772
LINC02091,1.42116188414669,4.37035482196386,0.457896845310624,0.72954312978069
NKILA,0.810556311595671,8.63467405801541,0.457930392003591,0.72954312978069
