,logFC,logCPM,PValue,FDR
AC110048.2,-2.05303068591551,3.81468474205053,0.000878958259041781,0.0107017768061432
SPINT1-AS1,1.99733781879992,10.5284687864503,0.000890411824787659,0.0108238003331503
AC080037.2,4.02280524941196,7.10394849982249,0.000896501006439655,0.0108803276239009
LINC01135,-1.69787003988088,4.05663090875173,0.000901509262820554,0.0109235761797856
LINC01337,5.67259136163138,3.95834251115986,0.000907281652378671,0.0109759305178162
AC244034.2,6.55950487577889,4.68978704751211,0.000912844636594532,0.0110255883343311
PCCA-DT,2.13030080736313,10.1057879477831,0.000916803585554908,0.0110557446736534
AP002761.4,4.05338665413375,11.0987311617056,0.000923297777828548,0.0111163288187287
SOX21-AS1,7.04921481850018,9.78053450099621,0.00092893903521852,0.0111654594879347
AC093523.2,-3.0257352002424,2.41303776937623,0.00093216994751489,0.0111654594879347
AC008124.1,-1.09324560972694,10.4656698541066,0.000933166133992058,0.0111654594879347
AC245052.4,1.77859320912875,6.98236877119855,0.000933285332148488,0.0111654594879347
AC003965.2,6.9393427885442,5.02257753106848,0.00093639307446879,0.0111849416051477
AC006213.2,-2.52173420264493,3.89695374798432,0.0009385900502375,0.0111935005833529
LINC02018,-1.67377081009674,4.83901118089075,0.000940573811212047,0.0111994938371249
AL356599.1,-1.38813590004781,6.95573215903482,0.000947581489207727,0.0112651944023579
LINC00467,2.23254236231712,10.0318044804972,0.000960913696238061,0.0114042808805686
AC020658.4,4.36960854998398,4.34326086849888,0.000962297474117544,0.0114042808805686
AC007389.1,-2.0180671964343,3.12033243711427,0.000969807781007357,0.0114625865361426
LINC02207,-2.24971575367034,3.65284515059253,0.000970249356319434,0.0114625865361426
AC008992.1,-2.97309968966821,2.47957836971272,0.000973574216543764,0.0114839230129289
Z69733.1,-2.4975140495483,3.56612180489901,0.000983928672424847,0.011587982386611
AL121832.3,2.47343094328182,6.93489900140412,0.000990487732639305,0.0116470882526995
LINC01410,2.73022402695759,8.03953571736422,0.000994252467253684,0.0116732032684862
SEPTIN7-AS1,-1.13681932927091,6.47914958218432,0.00100012227805749,0.0117239140223142
LINC00639,-2.27537172029173,4.7894036818214,0.00101329011165744,0.0118598862759163
AC009121.3,3.71460157031072,5.67011739331781,0.00101593686864034,0.0118724863427969
LINC-PINT,-1.54920214346896,8.61398411650845,0.0010235929589798,0.0119386518477276
LINC02754,-2.12274744193026,5.29717627134508,0.0010247566524501,0.0119386518477276
AC004825.2,-1.40536383697887,5.24241775001945,0.00102913783757077,0.0119712479844194
AC007639.1,5.46984490149877,3.80417819372038,0.00103145788958055,0.0119798050739148
DLG1-AS1,3.82775653460884,6.1943761643264,0.00104291381047206,0.0120942811671461
CA3-AS1,4.45023794241023,6.41395050244899,0.00105284186958045,0.0121890623550508
MIR99AHG,-2.39749279076077,8.7783007950958,0.00105431117315213,0.0121890623550508
AL606807.1,-2.15265415155237,4.75208037232804,0.00106934435761076,0.0123439888364808
LINC02416,6.08390113055966,4.28969251962583,0.00107401278328923,0.0123789796561736
AC026469.1,-1.98785363390377,3.25551120174294,0.00108851600731435,0.012527046470782
AC007663.2,-2.53145236070234,3.59356816056672,0.00110547734758077,0.0127029091566234
AC097358.2,3.19935891333009,4.41773895961591,0.00111029198203329,0.0127388735601725
LINC00235,-1.46453280005146,6.22459779669008,0.00111627730023828,0.0127704560290583
SLC25A21-AS1,-1.60984577433094,7.42112587496,0.00111642262071255,0.0127704560290583
U62317.4,4.53516891687237,5.82986397776199,0.0011187299225195,0.0127775180425528
LINC02848,-2.79704116438126,2.49830100219009,0.00113179842018599,0.0129072818326188
ZNF667-AS1,-2.48997054387122,8.9359411913639,0.00113730513242644,0.0129505483528257
Z84492.1,-1.45720918634421,6.58929956369577,0.0011437283386307,0.0129857109342829
AC011477.1,-1.68842538668727,6.2723375571286,0.00114517858668545,0.0129857109342829
SPART-AS1,-1.76310290924738,4.11395886583712,0.00114554545604638,0.0129857109342829
AC125494.2,-1.57156894344509,4.91305468855803,0.00114874941627793,0.0130025364318524
AL353764.1,-1.81708039121889,4.72701556068754,0.00115449774048282,0.0130480678860846
AP003355.2,-2.92633803097143,2.48786849667267,0.00116096720909755,0.0131016015940098
LINC00592,4.82529761704898,6.20350951213056,0.00116336431711849,0.0131090873349224
AL162595.1,2.6968846257111,6.92765133847253,0.0011690864601217,0.0131374828481066
HOXC-AS2,3.55596011035573,6.91036567417933,0.00116935933828538,0.0131374828481066
ITGA9-AS1,-1.36144120272344,7.82572814670861,0.00117264993273443,0.0131549052543102
AC069148.1,-2.27373841928237,4.61992129144942,0.00117818332286768,0.0131781938956003
PPP1R12A-AS1,-1.14784628619308,6.34468218811212,0.00117821175418936,0.0131781938956003
AC018521.6,-1.41180830726375,4.77281882628819,0.00118930054132247,0.0132825722199988
CSRP3-AS1,5.29014749213369,3.67097743514383,0.00121517212686782,0.0135419105731514
LINC00641,-1.27430465820035,9.19277139884239,0.00121657790027046,0.0135419105731514
GAS1RR,-2.2286371477135,7.14007263960619,0.00122008964327994,0.0135419105731514
AC099811.1,-1.87857634055851,3.457460359594,0.00122152044943617,0.0135419105731514
AC092384.1,-2.58580325305288,2.95997683563332,0.00122155159193913,0.0135419105731514
UBXN10-AS1,-2.74614101414623,5.20967799567154,0.00122326741455659,0.0135419105731514
NAV2-AS3,-2.80728609312755,2.45177395540983,0.00122875683744807,0.013582793052551
AC024940.6,-1.66702947223689,4.19864920897698,0.00123742909601668,0.0136586881678571
EP300-AS1,3.0843485316508,6.06104374877265,0.00124194576218821,0.0136885596325147
AC011997.1,7.21298765363416,5.26886353278144,0.00124411582871529,0.0136925178761518
AC073529.1,1.95544371605607,5.88608905315749,0.00124680717838388,0.0137021934240705
CIRBP-AS1,2.12315164195353,7.59786431557512,0.00125626292325207,0.013786072514817
FEZF1-AS1,6.88176783011543,9.05061670597103,0.00127570375572873,0.013979124778355
AL035425.2,-3.28327535493191,4.64293596391557,0.00127908309956669,0.0139958716582109
AC093627.5,1.93349820254041,6.43550311680452,0.00128774383904778,0.0140702762529484
AC104836.1,-1.84036690580918,4.11051256635322,0.00131005725914642,0.0142934241506582
LINC01106,2.62657837017806,7.15555273609465,0.00131923112240504,0.0143727759603812
NCK1-DT,1.85956700337701,9.36994305405219,0.00132539289818464,0.0144185299180651
AC020922.3,4.44957177558563,4.4084726794813,0.00132724465321694,0.0144185299180651
NRAV,1.40980412877688,10.2965435518073,0.001332998063913,0.0144602558984881
CCNT2-AS1,-1.15799884493474,6.18244950165161,0.00133573462943149,0.0144691827122228
AC027601.2,1.67391224359579,7.41876702037081,0.00134660369360413,0.0145590409915572
DLEU2,2.22434978691816,9.79477347994501,0.00134788105992461,0.0145590409915572
BX255923.1,-3.015418696599,2.71512046985422,0.00136851095820958,0.0147607865264232
AC131159.1,3.8669392076042,3.94114490247547,0.00137055154366214,0.0147617382074494
AC005759.1,-1.99855304602111,3.19339663295734,0.00137997232011029,0.0148420636022104
AC092718.2,2.03105991162782,5.00135815154301,0.00139745304707282,0.0150087251263034
AL136172.1,3.64466651293892,4.37470681628835,0.00141170798839637,0.0151403178727163
AC012464.1,-1.71051796704361,3.25221843253514,0.0014184825831637,0.0151914260783297
AC016027.1,1.88925553609196,6.84547122953489,0.00142789677492706,0.0152706188334137
AC131009.3,2.38125342033845,5.79992504317522,0.00143034237420501,0.0152751676431696
AL450332.1,-2.85968820679741,2.52760977804007,0.00145696051553002,0.0155326277957238
AL031710.2,4.10550342886532,4.20743236533665,0.00145855915023991,0.0155326277957238
AC011294.1,-2.57205740605107,4.63034538388516,0.00146217047496932,0.0155491855994979
AC123912.1,-2.86710339665692,3.01009055998022,0.00147014698187473,0.0156068339061735
LINC01797,-3.24063449652034,2.92297347346389,0.00147171968986929,0.0156068339061735
AC024075.3,-1.38207609020976,5.45030506183499,0.00147721757628978,0.015643196210542
AC015871.3,-1.02807132615199,8.07583661522945,0.00148651960700734,0.0157196849630524
AC009630.1,-1.66733690799217,3.8320743584158,0.00148999308834829,0.0157344102527953
AC090510.2,-1.32789022463951,4.49159029932875,0.00150093851378188,0.0158278885672313
ATP2A1-AS1,2.57872628681815,7.90724167879089,0.00151162468971777,0.0159183764330865
AC051619.4,-1.85557587905877,4.24959558859906,0.00151998606712643,0.0159841650257899
AL135910.1,-1.73148805260924,5.18703814191485,0.00152346906608988,0.0159985411232022
AC027644.3,-1.39436401008263,6.45586368569567,0.00153696554139358,0.016117886904961
LMNTD2-AS1,3.54866423188272,8.64779610895145,0.00154213347764279,0.0161496831363672
AC110491.1,-3.32590235394621,3.48081506419066,0.00155330321312354,0.0162441571153901
AL136982.1,-2.11682742414708,4.06110006122992,0.00155614501487022,0.0162457837097291
AC091057.3,-1.4348338458445,3.5629578858781,0.00155775600972803,0.0162457837097291
AC003070.1,3.05742007381922,6.60890591882073,0.00157916874593108,0.0164285736065477
LINC00885,5.30177314709437,8.92087931318405,0.0015796287543923,0.0164285736065477
RASSF10-DT,5.66479872709097,5.46113412712752,0.00158327365959573,0.0164438628299496
LINC01345,-3.78994385318749,2.87161355879978,0.00160610383357965,0.0166526779528724
AC127070.2,-1.90065186426407,5.5104681831331,0.00160869826754146,0.0166526779528724
AL357054.4,-1.92522477166168,6.46102257207403,0.00160998645464221,0.0166526779528724
MIR22HG,-1.42380637325125,10.821223456979,0.00161687214399648,0.0167010522961166
AC104411.2,4.35066916524844,4.3252863251488,0.00162400245035677,0.0167518179087961
AP006621.4,4.43960593828249,5.07173773241762,0.00163418437755623,0.0168101405327605
AL121672.2,-1.30921273860142,4.61461971602322,0.00163515765857425,0.0168101405327605
AC079174.2,-1.23073544878633,6.21295057046777,0.00163632633674273,0.0168101405327605
LINC01118,-2.05390399519014,2.94028965597464,0.00164418045773471,0.0168679083323367
AL162231.4,-1.56590014163064,4.63206132773207,0.00164828009210461,0.016878296977155
AC027601.3,-1.56338846823323,4.39477740421284,0.00164965764662314,0.016878296977155
C10orf25,-1.37931131962864,7.46544321811793,0.00166810025069727,0.0170439270209758
AC023794.3,-2.13669358359479,2.99273593630183,0.00168297755427675,0.0171727304829778
LINC01798,-1.9866893810511,5.24824122777438,0.00169306447620445,0.0172523726476845
AC005586.2,-2.0591674993156,4.90200695840131,0.00170574585424378,0.0173582024279101
AC098869.2,5.99622860343881,4.2159424095431,0.00171038582967877,0.017382025884679
CD27-AS1,-1.08563215483791,10.760664707543,0.00171378805212044,0.0173932234390371
AL117339.4,-1.5386189953968,5.02802265846904,0.00172872746728555,0.017518041869136
AC007342.4,5.14054821781956,7.97551403125001,0.00173072044388899,0.017518041869136
CYP4F26P,7.52317847675346,7.21557131667812,0.00174255716478058,0.0176142710199278
MAP3K14-AS1,2.25303206434243,7.70073340912168,0.00175809858436116,0.0177476413836512
AC093535.1,-1.58582736468753,4.83462404548133,0.00177627850809274,0.0179072557329189
ZNF687-AS1,1.86076249663352,6.65079541756999,0.00177947693756029,0.0179156126829472
AL358075.2,4.7270126139429,4.63421747810837,0.00178221318545555,0.0179193003925923
MEG8,-2.60818513883715,3.25311538766486,0.00178854420480899,0.0179590740140249
CALML3-AS1,6.40598192508772,10.0478725063342,0.00179822449022302,0.0180251527551527
AC023632.2,-1.27597939963261,5.115442837921,0.0017998929149769,0.0180251527551527
AL162724.2,-1.76498747138621,4.21154805524526,0.00181002231705496,0.0181026173799637
AC007728.2,3.59695849459674,5.14599663207735,0.00181246687087875,0.0181031202255141
ASMTL-AS1,2.04802450213995,9.05957725896048,0.00181854318153397,0.0181398482791272
MIR4713HG,7.37873040547564,5.41991525226156,0.00182122923615437,0.0181427065277513
AC137932.3,1.77694035337824,7.08471913509039,0.00184036641420252,0.0183092242865596
TNK2-AS1,3.33929757824411,4.88720542216612,0.00184772052936248,0.018354603856772
AGBL5-AS1,-2.01513043549874,2.88445388803865,0.00185288296180327,0.018354603856772
LINC01801,-2.32322599931585,3.90334761381636,0.00185457352383622,0.018354603856772
TRAM2-AS1,-1.16774136506317,8.58166625491842,0.00185463792442453,0.018354603856772
AC021078.1,1.76425991221789,11.2539644134874,0.00197499971596804,0.0195202259508945
AC136604.2,-1.32646377173794,5.28824679821724,0.0019896917499797,0.0196397641274106
AC012313.6,-1.41320133970634,5.15196836056598,0.00200299290759425,0.019745036592133
AC004596.1,2.22482492523402,4.95623237215096,0.00200690666926015,0.019745036592133
AC083973.1,4.78669477950653,5.80238191692231,0.00200819113071687,0.019745036592133
LINC01977,4.94072461633495,5.97806687121375,0.00201842986546396,0.019819932743861
AL353622.1,2.03912121018537,7.70111668344263,0.00202337742468176,0.0198224415595511
AC106038.1,-1.84720891073202,3.75080215765871,0.00202392869778778,0.0198224415595511
BBOX1-AS1,7.90514217346396,8.8098765643938,0.00207217878701123,0.020268750075798
AC105137.2,2.14922037797866,5.08348267408079,0.00209737370455762,0.0204886855040829
LINC01625,-2.7360846356513,2.56602367532908,0.00210570224000531,0.0205435027570066
AL139246.1,6.94496612090525,5.02785841787323,0.00212042376551402,0.0206534347144537
LINC02268,-2.42017835567193,2.80364818982272,0.0021224333782741,0.0206534347144537
AC244093.4,4.93697292228488,3.43824357690142,0.00212918542112537,0.0206925076724022
AC104964.3,-1.7646597313532,3.45656150956467,0.00213638926516087,0.0207358655120428
AP005230.1,8.90526904293812,6.86550159116894,0.00214318553184533,0.0207675033387204
AC026333.4,2.61344627920887,6.02243310256207,0.00214514219118379,0.0207675033387204
AC027601.1,5.05357330047596,6.9091010692098,0.00215921715114464,0.0208770343731517
AC099521.2,-2.74235561986132,3.10249164053878,0.00218878327711735,0.0211358752979365
AC009961.1,1.81269138848575,6.15159320087779,0.00220302699611813,0.0212462845888383
AC009123.1,8.12594497505813,6.11822615311261,0.00222739700169711,0.0214539474265374
AC009570.1,-1.48564515668231,5.57358377175414,0.00223072484937804,0.0214586648678719
AC006116.11,-2.4060397458557,2.82143674625517,0.00224787507825116,0.0215961670478488
AL354766.2,6.5945350857471,8.78211832014743,0.00225629285810077,0.0216338425126023
AL354836.1,2.28078223718264,9.53832481803243,0.00225751907716482,0.0216338425126023
AL139385.1,3.25446832107014,7.51439936311066,0.00228347812094716,0.0218444472727975
GLIS2-AS1,-1.91611685131569,3.87309735539501,0.00228737917043208,0.0218444472727975
LINC01814,4.31586030847016,6.65225178152444,0.00228861663736101,0.0218444472727975
SNHG4,2.90125605745464,7.98967571836426,0.00229105233267139,0.0218444472727975
AC020978.4,3.78030670268682,5.0573036869358,0.00230405251270474,0.0219407317991947
AL731566.3,-1.86378206457593,3.68325423817641,0.00231216238066172,0.0219902638492871
AL645941.1,5.30694052990471,3.68597709933517,0.00232928996480024,0.0221253284219279
SEMA3B-AS1,-2.19281596648407,5.59341704243243,0.00233259985249646,0.0221288831081003
IL6R-AS1,-1.86325688934374,4.06728958196603,0.00233551761939744,0.0221288831081003
RUSC1-AS1,1.47902161461907,9.65665918118544,0.00236176106582759,0.0223495311873873
ZFHX2-AS1,1.31073366225475,6.96842609624453,0.00237471787272076,0.0224382451384518
AL139384.2,-1.81036912213986,5.6554450434777,0.00237707106942202,0.0224382451384518
AL669970.3,-2.7682313159297,2.42738840754062,0.00240809737969022,0.0227027734262316
AC124016.3,-1.52271459733364,6.9329762423926,0.00241161394714328,0.0227076127700503
LINC00449,5.16790138709974,3.58921143192329,0.00242539486072161,0.0228089683357165
CACNA1G-AS1,-2.14319218617877,3.74520046267893,0.00245752420155939,0.0230824105440876
AC006059.1,-1.30055332093537,4.35652184118777,0.00247340137173769,0.0232027143569587
AL139035.1,5.70126720970641,3.98513959713253,0.00248782130739904,0.0233090667970807
AP000845.1,2.19349969341741,4.67504310697592,0.00249985301747564,0.0233928077538779
C10orf91,5.21155007086036,7.0920042076441,0.00251742959609121,0.0235281646181034
AC006111.2,2.54211407543313,6.26008287009518,0.00259371368873136,0.0242111965438245
AC104117.5,-2.65794492338545,2.59267917019155,0.00259791643649293,0.0242205254948496
GRHL3-AS1,4.28120287566357,4.89277837961329,0.00261338906926323,0.0243347718629301
SNHG32,-1.14690262139642,13.0300214015486,0.00261937167077331,0.0243604787241292
AC084125.2,2.05754011267511,7.45862124714892,0.00266505422759901,0.0247548833106586
AC012213.4,8.15365845810931,6.14404550760438,0.00269303403891773,0.0249840863414196
AC010336.2,-1.99162729781837,3.19965386996061,0.00270577021291015,0.0250714811027128
AP003469.2,3.70339955956867,4.42136804733753,0.00271658803879893,0.0251409083982358
MROCKI,-1.85792972197633,5.44457090191179,0.00275996778605012,0.0255055712581537
AC010319.4,1.79701080631547,5.3529996106272,0.00276273811141752,0.0255055712581537
AL390719.2,2.94722016784982,9.87014465757385,0.00276841517365453,0.0255268135707341
AC013652.1,5.91879096152232,6.99429630861014,0.00278402173137249,0.0256394498305815
AC079684.2,2.051082007008,5.75667801366095,0.00279596613160992,0.025718126424699
AL358115.1,3.02193039127044,5.53633897333277,0.00280212963382277,0.0257435020186318
AATBC,3.77167458021538,9.29741841299101,0.00281408558462684,0.0258219673608781
AL021807.1,3.57943137337878,8.20765670493525,0.00284851883835914,0.0261062435597981
AC006206.2,8.62817584443941,6.59799745570169,0.00289168312197663,0.0264673969765399
AC068580.3,2.36749579762077,7.69789178428368,0.00289492623986225,0.0264673969765399
AC007743.1,-2.48235072306778,5.86194354916905,0.00290449420461881,0.0265195870966329
AC083805.1,-2.12202154981497,3.25706949623639,0.00290764947799348,0.0265195870966329
LINC01305,7.30286298343058,9.40533458662077,0.00291561846271536,0.0265602303573384
AL136221.1,3.39304786093234,4.15781789703348,0.00297550230379654,0.0270731322731716
LINC01123,2.62877801402972,7.07027643664299,0.00299544858304404,0.0272218590581683
AC096992.2,1.51619653727227,7.87426445511098,0.00300317637422046,0.0272509442496714
LINC02099,4.69972489976659,4.62947114269877,0.00300585736069646,0.0272509442496714
FAM201A,3.15082657161355,8.30734927655245,0.00305344918536691,0.0276492566354003
AC145343.1,2.62610991221546,6.68353293201446,0.00306835403649633,0.0277509866865416
LINC01633,6.62274433727289,4.74438384353578,0.00307721385924327,0.0277778756530635
LINC00921,-1.11197644513367,7.3083728401424,0.00308085329975824,0.0277778756530635
AC012213.1,7.91022313720974,5.91425969546861,0.00308234858787466,0.0277778756530635
MNX1-AS1,6.6526895993456,6.37610373020527,0.00311450080325712,0.0280342149683656
AC008735.1,2.94412349841879,4.96878165688156,0.00312901425997323,0.0281313636381184
AP000442.1,1.47829177782988,5.96111867174779,0.00314477564001286,0.0282365256170757
LINC01119,-1.56018247823641,5.15717414858515,0.00315172268761143,0.0282365256170757
AL122035.1,-1.23177530031865,5.9076074787378,0.00315191477593068,0.0282365256170757
AC099778.1,-1.01776754694346,6.54925746158389,0.00316466946424927,0.0283172376558447
AL671710.1,1.36810319121918,6.19068637117541,0.0031764932306228,0.0283727111985083
TMSB15B-AS1,-1.91163224789497,3.82403190904874,0.00318385157668807,0.0283727111985083
WWC2-AS2,-1.63253512966255,5.45598715978186,0.00318565148218558,0.0283727111985083
Z99289.1,-2.13413032373844,3.20944420749036,0.00318587909106382,0.0283727111985083
AC245297.2,-2.10425307621872,2.97265018857681,0.00319705217739798,0.0284387194274189
NRAD1,-3.219337097408,6.21793976879384,0.00321803476245609,0.0285910130486173
AL049869.3,3.08494221104396,4.32719279173518,0.00322173563251183,0.0285910130486173
AL353804.1,-1.236914673125,5.01800109063467,0.00322597129866511,0.0285950398466669
C9orf106,-2.1113790408774,3.96121632432843,0.00326209293872736,0.0288813638287091
AC010761.4,3.62234601817899,4.42926108955625,0.00327015873450125,0.0289062870639273
AL445471.1,3.60250060396285,4.80743122197071,0.00327255412335958,0.0289062870639273
C1orf147,3.10228096416593,5.04237363676468,0.00330126979733768,0.0291259054115172
IDI2-AS1,2.76801423430096,4.08159820369843,0.00330865423439945,0.0291401076147873
AL451069.1,-3.0328249765531,2.84694638072257,0.0033105875467666,0.0291401076147873
MIR3150BHG,6.39253717407424,4.54600158003975,0.00331635022786954,0.0291568884568856
AC092720.1,2.89073074682978,5.08699702078987,0.00336024087730957,0.0295084567634583
AL355096.1,-3.07673848836005,2.23325665299458,0.00339789100719682,0.0298044708879526
AC073575.4,1.64293995716744,5.17654950253626,0.00342695397861874,0.0300245643480143
AL355581.1,-1.80637091053304,3.81788374923893,0.00343579541612218,0.030067186506134
AC040977.1,-1.33607822747553,6.58418570130109,0.00345851940793129,0.030231058084819
LINC00304,-1.82033673214552,3.67153104234386,0.00347225646662085,0.0302925163859958
AC004706.1,3.19848555708946,5.34114364927088,0.00347356324648305,0.0302925163859958
LINC01391,-2.3678325232906,5.00981333582355,0.00351931940444397,0.0306437553385233
AC117394.2,4.51952733492787,4.46050182916533,0.00352194463552132,0.0306437553385233
AC243772.2,3.61295940285675,5.60586235535531,0.00352820687475717,0.0306629565287804
AC024361.3,2.71748577840436,4.32728532602871,0.00354276811129193,0.0307396441519844
AC243829.4,6.78335832448195,4.88486978186361,0.003547390615839,0.0307396441519844
LINC02541,4.76343723265301,7.47396193676407,0.00355261890554594,0.0307396441519844
AL445531.1,6.70568727314698,4.81674675436637,0.00355329308144879,0.0307396441519844
AC112484.1,2.51413042727478,6.93288014755641,0.00357303834092998,0.0308751347380247
FAM157C,3.66035943194864,6.31576083254135,0.00358750392296687,0.0309647456182106
AC131934.1,-1.53029783688639,3.55464020559369,0.00360348251513138,0.0310671964616971
AC006064.2,1.6750986662395,6.073868891134,0.00361052222784533,0.0310924357229368
AC091588.3,-2.36306849151645,3.06583050238265,0.00364392886992643,0.0313444211439292
AL365181.3,3.86234448725441,10.4679531534634,0.00365061907545062,0.0313662850335024
PHEX-AS1,-2.9676006875407,2.61814295906347,0.00366449296868768,0.031449751800508
AC084864.1,5.62997533646178,3.9281444931195,0.00371951060926543,0.0318857366401994
AC093484.4,2.49088431264145,5.36447167017746,0.00375180138288058,0.0321261271301926
AC026362.1,1.31471143158241,6.05790233766398,0.00376593467826731,0.0322106697990715
AL034376.1,-2.50962146602591,3.18362974008583,0.00378281893963526,0.0323185242967031
LINC00106,2.41104177682211,7.30262905870388,0.00381339861424158,0.0325430100702941
LINC00957,-1.25488939101993,8.32644482048274,0.00389262978433961,0.033181706650949
AC024075.1,-1.56365701968505,5.82837078163364,0.00390892445444345,0.0332578067757376
PRR7-AS1,2.29703135003897,5.61025222103421,0.00391071093000304,0.0332578067757376
AC138150.2,1.86443175089002,6.68937099426847,0.00391475307901156,0.0332578067757376
AC015908.2,-2.81402600258783,3.10334233415549,0.00396272484290008,0.0336275673817817
LINC02519,-1.87271342764465,4.10447379787211,0.00404182593606235,0.0342447214883191
SAP30-DT,-1.22404790123496,7.96393457536004,0.0040446107151194,0.0342447214883191
LINC02595,4.09797878436996,5.56801210515484,0.00404903862062654,0.0342447214883191
TMLHE-AS1,4.90081772337664,3.39767239682487,0.00406673780977408,0.0343559827706165
AC020891.2,7.33277680294892,5.37802485596389,0.00407723397672428,0.0344062121629602
AL512598.1,-1.57677186111482,5.6230708708549,0.00411557911574642,0.0346910743524623
PKP4-AS1,4.42392696780682,6.89336669659839,0.00412388802929417,0.0347224024381884
LINC01138,1.56999310509794,9.10315550773735,0.00416886634954971,0.0350321711526143
AC079313.2,-2.07001189933014,3.27286656587312,0.00416994498576285,0.0350321711526143
AC005498.1,-2.6968534544331,2.44175772308421,0.00420008872016431,0.0352462495151635
HEIH,-0.909946301625132,11.1423438720977,0.00424496632141376,0.0355827759339026
FOXD2-AS1,1.74537983777167,9.44909220659695,0.00424960278644545,0.0355827759339026
AC016866.1,2.61109962675156,5.68171687799301,0.00427174292881731,0.0357285932353846
LINC01366,-2.06032528115055,3.21511108112966,0.0042881296638139,0.0358260203183391
LINC01671,6.93534861840489,6.67724855643414,0.00430836334953618,0.0359553369600916
AL355073.2,-1.79858755508556,3.69860378241027,0.00436602214451506,0.0363963543932507
AC011337.1,3.19639604082107,7.26522203080305,0.00438447430761977,0.0365099231717105
AP000692.1,2.54893764651374,5.42319951964313,0.00438965588876823,0.0365128582783021
AL139424.1,4.95150333571616,3.42792559345248,0.00439852769524977,0.036546448245916
AC108727.1,3.65772284701667,3.78049682996069,0.00441194922662184,0.0366092585921417
MED8-AS1,1.86478860177147,5.98930470416975,0.00441666855155623,0.0366092585921417
AC091271.1,-1.16491436816651,7.3504297131851,0.00442061276215122,0.0366092585921417
AC131971.1,3.44374552347036,4.91597622771102,0.00443818831169359,0.0367145971824018
SMC2-AS1,-1.42031772114723,5.32266804204354,0.00448033690823988,0.0370051059729924
AC073343.2,-1.5901628130134,4.23069930270912,0.00448309444137826,0.0370051059729924
AL008718.3,5.22217470385275,3.63382703423397,0.0045703232072133,0.0376839844817227
AC106820.2,3.99923615624607,4.05068107140285,0.00463937440665224,0.0382116665454222
AC004067.1,-1.14757452734668,5.84372695599919,0.00468315972574282,0.0385303271886197
AC092119.3,-1.55326157410801,3.3806489559384,0.00469062521912891,0.0385476024029199
CSTF3-DT,3.21731199343577,4.41912794535649,0.00469545586735739,0.0385476024029199
SEPTIN9-DT,3.53650924347972,5.82402787041148,0.00472392274574174,0.0387392406513593
CR786580.1,4.23337515708755,4.24049824611576,0.00473461329191574,0.0387848440955308
AC127496.5,-1.81305024849747,3.81588409411149,0.00475002950281042,0.0388690184748372
GSN-AS1,-1.20092943419872,5.46701522132136,0.00476063808427696,0.0389137130326682
AC142472.1,-1.09378308682992,7.23102949352965,0.00476822569200601,0.0389336441223083
AC024592.2,6.95913064293754,6.70130769529383,0.00485264431757347,0.0395801981501327
AC011365.3,-2.46259970499758,2.58232762425098,0.00490968847016936,0.0399711917722817
AL162258.2,1.69769540516179,6.21864142854163,0.00491340217073019,0.0399711917722817
AC007342.5,4.22692648598199,8.9957709059748,0.00491644072850443,0.0399711917722817
AL021368.3,-2.14138901456926,3.35618697709372,0.00494881913368931,0.0401912153274166
LINC00881,-1.81171827750868,3.30351142292964,0.00495874307376038,0.0402286012668479
AL592148.3,-0.94300866234806,7.49859202118049,0.00500097217558272,0.0405277069877609
AC090114.2,-1.02991409389806,9.58256620122162,0.00501896356390858,0.040629960927958
AC073569.3,-1.3792939521934,3.50849976044633,0.00503812722118652,0.0407414758496164
AC073611.1,1.42566006235987,6.48178032756721,0.00509675180625284,0.0411614942216243
AC102953.1,-1.70695470303945,3.00606839740753,0.00510469430038153,0.0411614942216243
LINC02012,3.23829898352442,7.04316559468426,0.00510757139855761,0.0411614942216243
KDM4A-AS1,1.77860824056122,7.36212058780771,0.00511184275546955,0.0411614942216243
UBL7-AS1,1.32122824940441,8.31439404549571,0.00514978481509578,0.0414228967946162
AC008764.6,1.48629776540905,7.37807647671315,0.00519643468632678,0.0417537116507086
AL022322.1,2.19818765190506,8.06764981646095,0.00521533187419893,0.0418610661367496
AP001610.2,4.89025871451917,4.79072733190234,0.00522656680582464,0.0419067567538071
AC103702.2,4.8882225469995,9.65826517698979,0.00529945067914019,0.0424461298569692
AL691482.4,3.68882782336634,8.71051906437805,0.0053228545023294,0.0425884686689022
AL512274.1,3.26854418889043,10.0852070536318,0.00534602591770816,0.0427147651170629
HEXA-AS1,2.01621248274739,4.97687841211755,0.00535208888893438,0.0427147651170629
AL021368.2,-1.13383736719326,6.99170506259527,0.00535558753220151,0.0427147651170629
AL109614.1,3.4295249857278,5.18530860319093,0.00537364947162069,0.0427805890118403
LINC00298,-2.34285651130073,2.5946310223559,0.00537515666727263,0.0427805890118403
AL365181.4,-2.65243619010598,2.62737823187266,0.00539559513038753,0.0428981017674659
FOXD3-AS1,3.85547079018522,8.72436948511441,0.00541388937257786,0.0429613812227848
AC068228.2,6.48302207255335,4.62433029629089,0.00541491817290225,0.0429613812227848
AC026367.2,-1.47702271285016,4.82591670049556,0.00543705169265851,0.0430486397642997
HCG11,-1.09425650832765,10.0890093642518,0.00544158991118045,0.0430486397642997
