,logFC,logCPM,PValue,FDR
ADGRF1,4.92819917555954,5.06348585120488,0.00659782210779582,0.0323433204468621
H2AC21,5.13675380243742,-3.15131363335055,0.00661320444150404,0.0324099146725517
TRIM67,2.68737193718007,-2.65565442328992,0.00663069191839244,0.0324867867632108
SLC35A2,0.991214373934035,5.66501227969863,0.006646221443724,0.0325540267944427
SMUG1,1.00615717071444,5.3660877697123,0.00665744126095866,0.0326001265440208
TPGS2,0.978433577984229,6.50975737376773,0.00666112942843381,0.0326093303270871
SLC50A1,1.24488913073576,6.14414052742108,0.00668116266051802,0.0326985240958578
ANKRD34B,6.37950855343466,1.90596409123328,0.00668576598332975,0.0327121738614479
CASP3,1.03461182337797,5.71797215096868,0.0066919387976986,0.0327334933593342
DDX55,0.822162175602431,4.8643653231116,0.006694627153974,0.0327377617537703
PRSS22,2.71065795479538,6.12287777751871,0.00672289529681963,0.0328670830264799
ARPC3,0.944469815083161,8.11986181251256,0.00672531796214786,0.0328700143284158
DACH2,-3.12790313032926,-3.04560953550334,0.00674737961937398,0.0329689036686485
CNGB1,7.08460026479702,1.84704371556891,0.00676882869280352,0.0330647470417902
THAP3,-0.84204925468751,3.90793635684451,0.00677484330618291,0.0330851638164891
CISH,-1.21172793899707,4.25527711328795,0.00678511759265115,0.0331263661509614
BCL11B,3.54942650173824,3.96802910232632,0.00679076152065578,0.033144945917007
FABP5,5.45490951216017,9.21225550948765,0.00679913631054826,0.0331768410498471
MAPK3,-0.837107453486252,6.16358824211595,0.00681383771371434,0.0332395817040773
MBD5,-0.774889883043289,3.50786675612167,0.00681853664800273,0.0332535071040003
SMPX,-2.64122224463452,-2.93620939192812,0.00682483874952342,0.0332752413882929
C19orf12,-0.768032226518561,4.36545516996533,0.00685608924966265,0.0334185696597507
LHX4,2.15367129319915,0.449720740224996,0.00690100078788452,0.0336283903258265
MICAL2,-1.39120376717869,5.43857207585963,0.00690883731945259,0.0336574809158958
THSD4,-1.83314377496372,5.65106033610788,0.0069107199049378,0.0336575580459288
SUZ12,0.794813113526897,6.0279418438535,0.00692056682041239,0.0336964136570444
IGF2BP1,9.32246007701483,3.07898535362537,0.00693066344126658,0.0337364637813273
RPL21,-1.07019565670673,7.91470276421085,0.0069670761000949,0.0339045565680731
SERINC3,-0.653576691433907,7.19945926633754,0.00697841153771521,0.0339505558621169
HERC1,-0.750297618985696,5.60425026960496,0.00698726734936116,0.0339786169514819
PTPN2,0.981791001857183,5.86324137554062,0.00698864202677406,0.0339786169514819
RND2,-2.08379365117649,1.79311155285793,0.00698983307116175,0.0339786169514819
ARMCX4,-1.26114580640656,3.15860224516408,0.00700824689893882,0.0340589465196407
SH3RF3,-1.60647717258421,2.66734902948188,0.00703409620567181,0.0341753582830134
PADI3,8.59268416052989,5.04168252457015,0.00707375705253011,0.034358793011077
CAMK2G,-0.770180753215019,5.48368947602324,0.0070825881076193,0.0343924221870121
SPAG17,4.56164399805204,3.12671659224733,0.00709118385132407,0.0344212990115108
IMPA2,1.77104280362168,6.48693869597119,0.00709235306865018,0.0344212990115108
SLC37A1,1.9029171684044,5.27210118049087,0.00709628441610594,0.0344311108779306
ITPKA,3.23008069941515,2.41084427137543,0.00709843197356016,0.0344322648596421
TCAF1,-0.771745468482844,4.08472430487134,0.00710297208957424,0.0344450206495491
SLC6A16,-1.50653089568034,0.555596944199583,0.00711215667945909,0.0344802863486548
ULBP1,4.86953606845704,1.78161375774739,0.00711963598084309,0.034502867382879
STX19,3.08519552903633,2.64164572384752,0.00712064168229023,0.034502867382879
TFG,1.00159249405864,7.357863986586,0.00712502176735769,0.0345148152781997
RGS14,1.62277879236288,5.31694740115141,0.00712917707562762,0.0345256681905898
ZNF486,-2.04183015780025,1.1173009091515,0.00715395113230792,0.0346363423511041
GFM1,0.962317421898732,6.11529459218727,0.00715763672749254,0.0346373614098895
OGFOD2,1.13660735004632,1.03485621745271,0.00715800380550462,0.0346373614098895
BOLA2B,2.37818592150119,-0.0338051788896577,0.00716616763512822,0.0346675617014655
TMEM242,-0.809144308640932,4.14709710283726,0.00716997509487832,0.0346766767598327
KCTD4,-2.2369828408572,-4.14696839553135,0.00717442892401538,0.0346889121748451
TTI1,0.852827746252038,5.28161373442954,0.00717763208834137,0.0346950955905616
PCCB,1.16473363971695,5.63501705509658,0.00718698219706562,0.03472908388436
CASP8,1.10185939294764,4.93695583682741,0.0071887628939395,0.03472908388436
HLA-DQB2,3.92717446678878,4.88949742603332,0.00719044204882506,0.03472908388436
BICC1,-1.79450151652656,2.86068490879969,0.00720719744249203,0.0348006882399923
STK17A,1.60510722655111,5.73592211345328,0.00722108471898745,0.0348584089647507
SRSF5,-0.633263009956278,7.66784822049557,0.00722595244580538,0.0348725702885094
ADSS2,0.974542863321039,6.52150054051764,0.00723272084533852,0.0348958942578147
AC005726.1,1.62006594586305,1.15325070105549,0.00723991068296101,0.0349212385269628
C15orf48,3.61139405428173,6.09653864532158,0.00726945580813625,0.0350543696765704
DUS1L,1.08146586556939,6.8742519717553,0.00730082517892766,0.0351962240577716
SPTBN5,2.65960234095771,3.8625349775059,0.00730704950948085,0.0352168143961347
TMEM182,1.14989740321532,2.3321356575586,0.00731704795662499,0.0352555784762022
AC092042.3,-2.33912830964478,-2.74063961350954,0.0073219331047431,0.0352684754206277
GLB1L2,-1.95185660475459,4.1652030303549,0.0073236368261137,0.0352684754206277
PFKFB4,2.24338995459956,4.50475206331945,0.00733122258269191,0.0352916765296701
IL12RB2,4.63589014658813,3.03926470449416,0.00733236939989707,0.0352916765296701
CYP2S1,5.03683299620957,5.85028828901933,0.00733510963218194,0.0352954434663038
ANO5,-2.36875001389522,0.574732529222466,0.00734020898044312,0.0353105570750772
ITGB3BP,1.04566216349426,4.78771082652986,0.00734831780464627,0.0353315368322764
RELN,-2.19385411757279,0.579513495668525,0.0073484893577946,0.0353315368322764
SMAD5,-0.777077557331226,5.76042136677969,0.00737315894531695,0.0354406973564555
ZMIZ2,0.86978201646892,6.91867629778804,0.00738796771387173,0.0355024141474167
AC040162.1,1.65403722521496,1.89057510810265,0.00739029574658633,0.0355041386386761
DIP2B,1.39589860257311,6.22916883320892,0.00741060339853887,0.0355922161096579
LIME1,1.59374449047485,1.83929043629054,0.00741470250147678,0.0356024197341215
TMEM108,-2.29717019792834,-0.432416740619576,0.00742106501165646,0.0356224903212461
TRABD2B,-2.1313186367174,0.892107324421082,0.00742283395102172,0.0356224903212461
GRK2,0.817210569970063,7.30887306350525,0.00745115807177258,0.0357489036812293
HDAC9,-1.80341993978487,3.30512824575736,0.00747293401866817,0.0358352235404611
PARP2,0.854878128351707,5.31829334805708,0.00747312482041784,0.0358352235404611
IDO2,4.6016090887733,-1.03152416057247,0.0074798759672683,0.0358557464212693
PIGA,1.16688913267083,4.58600323962916,0.00748138203199197,0.0358557464212693
MTHFD2,1.29232944288825,6.68607397066852,0.00748418792729979,0.0358596620593184
KCNK13,3.38614752735723,0.430243514661673,0.00751074308865539,0.0359773373773795
GJB2,5.25895868127902,8.38887671098721,0.007533550781859,0.0360770041426077
IL18,2.70351319311013,5.01354391940133,0.00753652343558612,0.0360816562781778
RHBDD1,-0.705327152378189,4.42076599235087,0.00754374505227215,0.0361066427641271
WSB2,0.701857640781451,6.39726713175035,0.00755300033746092,0.0361413471561625
CYP4F3,5.44949363878201,4.92794027437607,0.00756513465835659,0.036181171512559
KPTN,1.32367362395304,4.15162978006404,0.00756533647267595,0.036181171512559
ZNF415,-2.01291556343395,1.37069944113976,0.00757191608168746,0.036203035521831
PTEN,-0.893320814776003,6.48122757356453,0.00757706839907225,0.0362180655448761
ZFP82,-1.72785771531579,1.67943886195652,0.00759102378324077,0.0362749557839592
OAZ3,1.91404164683176,1.37200608546262,0.00759299407258247,0.0362749557839592
ALDH16A1,1.0866015418543,6.30516758039045,0.00760730184617581,0.0363336827249139
SUSD5,-2.08107665212665,1.08985806900267,0.00761346226218182,0.0363534757910853
SH3YL1,1.27136896938437,6.04588697018446,0.00764224280846393,0.0364812385058524
FZD6,1.84620928173581,6.67759979429786,0.00764452069201884,0.0364824531702222
BCL11A,3.53528293720639,5.13793494973223,0.0076879720803418,0.0366801102430703
DYNLRB2,-2.05947547193104,-1.67880378171782,0.00770108973202234,0.0367327780774653
EMX1,7.46586172620907,0.512915435193448,0.00770308563011071,0.0367327780774653
C11orf74,-1.06710445285788,3.04545899606848,0.00772128959544725,0.0368098496578302
OSTN,-2.85307074047879,-4.23020138031779,0.00772371475872629,0.0368116777953569
ADAM22,-1.70991041263271,2.54601312496125,0.00773425221206279,0.0368402294162899
PARP12,1.40074128521523,6.27843943168996,0.0077367848854872,0.0368402294162899
SMG5,0.838352416040947,7.20649788521926,0.00773694211675684,0.0368402294162899
GM2A,1.96643493070222,7.87518076515866,0.00773971461689592,0.0368402294162899
TMEM250,0.98810656067802,6.2416918528769,0.00773992174314509,0.0368402294162899
DEFB124,-2.25709938784607,-2.96041890236003,0.00774495676533957,0.0368544656846325
EZR,1.35632819519543,9.22491172458803,0.00775293358071986,0.0368826893035301
PLEKHB2,0.756879168056428,6.63999479517374,0.00776949291488302,0.0369517165010131
GNAQ,-0.866428124089304,6.07687468619324,0.00777915904094377,0.0369879318323355
SYT8,6.59869923418429,5.66942750737979,0.00779722810918322,0.0370573154921802
PLAC1,5.46600217431091,1.02250794028232,0.00779786217289693,0.0370573154921802
ZBTB26,-0.829683062182046,3.3382694519219,0.00782385845769713,0.0371710587594939
NR1D2,-1.01843372733799,5.52313911171691,0.00783082782805059,0.0371943692675848
FBXO30,-0.869544868252092,4.28116677178579,0.00784232878519166,0.037239185672111
ALOX12B,7.52661323371349,2.87158208948161,0.00785397431994779,0.0372846648206052
TEN1-CDK3,1.56561537792865,1.15486842225461,0.00786155465687702,0.0373108266553021
SLC17A8,-2.74905930681807,-4.21251938693953,0.00786453212001774,0.0373151352957684
UGT1A6,10.589900590269,1.79392197468095,0.00788444797250504,0.0373996218467331
POGK,0.886983588591843,6.51452603790974,0.00788697397383631,0.0373996218467331
CCND2,-1.78643317203353,5.79392732981873,0.00788856139118836,0.0373996218467331
MTRF1,1.18071123335881,3.22292225137893,0.00790177806802481,0.0374524339028621
ASMTL,-1.06834385990394,5.0349514695467,0.00791360211063198,0.0374986191996569
CFD,-1.76807194938362,4.21686457187516,0.00794299868424857,0.0376250670692561
RPS27A,-0.96687521904785,9.26364607963028,0.00794512925730792,0.0376250670692561
PTMS,-1.07253600747116,8.72606980010329,0.00794736394191388,0.0376250670692561
LHX5,9.24993202727536,0.474316210745226,0.00794863452394879,0.0376250670692561
PRDM11,-1.05911447316569,3.91871193153484,0.00796357233566938,0.0376858816829708
IRF7,2.12318056037351,6.17269556920511,0.00796635194476859,0.0376891434175223
S100A8,7.31143425553479,11.3015833711704,0.00797381167992738,0.0377145395039587
ZNF737,-1.99915498872264,0.158777442555783,0.00797903325419187,0.037729338991104
FAM86B1,-1.51335979228794,0.196316342006824,0.0079933015835695,0.037786897627624
EPHA10,4.79128167796854,2.31360457478785,0.00801957858914185,0.0378923158968699
MAGEE1,-1.7973858572417,1.7206310527196,0.00801980462908794,0.0378923158968699
EPGN,10.4439132286524,1.64897480551875,0.008023512246224,0.0378999019647416
TMEM18,-0.690275254057457,5.10931241456444,0.00803773053484957,0.037957119314651
ABCG5,-1.76241274461518,-2.46821632591535,0.00804830820374111,0.0379971188566254
DHX37,0.791507861551601,5.18331360281085,0.00805285631858346,0.0380086385926858
NLRP1,-1.34460904457613,5.259103109711,0.0080617282525067,0.0380405549313519
IFNE,4.76241294183021,1.24784988488943,0.00808370187821318,0.038134260822654
MYH10,-1.46460998452742,5.73701602661397,0.00813152399502248,0.0383498241250995
FBXL5,-0.713045824776139,6.09281792032342,0.0081377349519907,0.0383661295531308
JUN,-1.27983101299213,8.40791534680639,0.00813998879843982,0.0383661295531308
TPSG1,-2.4677736651092,-1.66933207252128,0.0081413650399489,0.0383661295531308
MZT1,1.18826098755375,5.20279004394309,0.008175028157592,0.0385147002041766
NME5,-2.50141604791633,-0.129905873650033,0.00819657140522063,0.0386061082644012
TMEM54,1.74243841437186,7.27228740786513,0.00821001274382596,0.0386557651571126
RNASEH1,0.966979481497213,4.27524098389252,0.00821189004059279,0.0386557651571126
SEC14L2,2.46480644452633,4.67864773364147,0.00821354610742642,0.0386557651571126
KRT3,9.59414609186184,0.812213387515915,0.00822301263678494,0.0386902186433279
KLHL42,-0.884616562641132,4.97580273114849,0.0082359635319328,0.038741044216214
ELF4,1.32580905410338,6.19222978147745,0.00825170064962328,0.0388049459344569
CHMP6,-0.890095194848742,4.34714799802247,0.00826182920267704,0.0388424460297958
GABRE,3.34749151536568,6.66197649720979,0.00827546911302261,0.0388964306850359
MRPL37,0.984583122417469,6.85952973838952,0.00828592125266624,0.0389354079190962
HHATL,-2.1623861616275,-3.19781410541042,0.0082966141756922,0.0389754959842966
ZFP36L1,-1.00777225019791,9.03456305463634,0.00830162728746976,0.0389888877293774
STBD1,-1.05788558282411,1.23960201425324,0.00830648992050632,0.0390015659548773
STAC3,1.78708921669945,2.15937469880982,0.00830925475354364,0.0390043903166863
XPO1,0.647680902504284,7.96044188152815,0.00832139238332354,0.0390386762298331
PSMA4,1.02917969301677,7.73268825457692,0.00832154818356037,0.0390386762298331
TLX3,10.2391493320792,1.44643189864543,0.0083230544330271,0.0390386762298331
STK35,1.00609947290369,5.98013642723809,0.00833510738803112,0.0390850419261902
ZNF615,-1.42774087686188,2.47111276269989,0.00836621996151315,0.039220734764972
BARX2,5.01588643689821,5.46868164549144,0.00837123437936312,0.0392340410345508
SIK3,-0.791564576506309,5.08645358732454,0.00838272413330011,0.0392776809052497
S100A4,-1.55002848172789,6.76008732529189,0.00840567077251264,0.0393749659725651
WNT3A,4.95866455414003,1.93425886437047,0.00840828693120036,0.0393769904855955
C17orf99,4.13586151758785,-0.418840524357368,0.00841162944986229,0.0393824146925518
LDOC1,-2.18653396434699,3.68143489288569,0.00841419275947509,0.0393841888508141
EXTL2,-1.08956801609241,3.77617233894675,0.00842005006176499,0.0394013762298528
SNX24,1.20304384181108,4.01352301281868,0.00843402163595829,0.0394565153337644
ILF2,0.820851056093473,8.02057292901176,0.00843650587996723,0.0394578990961891
CBY2,8.0819097739286,-0.650163874940491,0.00845692229439892,0.0395431299190904
PSMA5,0.958194425611764,7.11593633762282,0.00846832147672212,0.0395833075110701
SLC52A1,3.81890320594227,3.47400881740742,0.00846990573364994,0.0395833075110701
PAPPA,-2.06126142494318,2.01367600171391,0.00848545971112613,0.0396457213245929
KCNK17,-1.90069655720712,-1.29875572022006,0.00849478285246564,0.0396789986606102
KRT16,6.63634169996883,10.9036608962276,0.00850278294682709,0.0397060804276851
RAB40C,1.05240346598236,5.7637176174984,0.00853219734943789,0.0398315485724788
ALG9,-0.857847219651688,2.66244686704601,0.00853406944733697,0.0398315485724788
INCA1,-1.02396292669853,1.12757937483011,0.00853906241617172,0.0398445381375714
CHRM2,-2.89000074801975,-3.60870428956179,0.00854237734792826,0.039846901167103
ZIM2,-2.6605956216557,-4.45207212651305,0.00854398890249696,0.039846901167103
DBF4B,1.06778485742154,3.94964023712471,0.00855175607525579,0.0398704060602793
C12orf56,5.42636003976082,2.33579710428616,0.00855345150533335,0.0398704060602793
SLC7A5,3.7423991392168,8.59722975099187,0.0085950033297346,0.0400537374089208
RBM14,0.572335414478721,6.21041475486991,0.00859879441849841,0.0400542171199715
AGXT2,-2.43660829538824,-4.14431798082825,0.00859954933285689,0.0400542171199715
GUCY2D,3.65885278490466,-0.374688255778114,0.00862770503539878,0.0401749798006818
DLG1,1.19873535945337,6.79356034173104,0.00863248657449181,0.0401868662375645
LDHA,1.45493936656686,9.90257033267381,0.00864023283613083,0.0402125446658334
PPL,2.37732390535145,8.31600188571139,0.00866004923467784,0.0402943710196752
SPATA4,-2.18371466228516,-3.43592433998225,0.00868711396605706,0.0403999418409797
NEBL,2.81649162650342,5.83958604489901,0.00868721988449686,0.0403999418409797
ITGA10,-1.77786243974129,1.21525209961105,0.00869321422335365,0.0404173936170878
EYA3,0.817145477146736,5.40095033989136,0.00870722448332049,0.0404720952395639
SLC28A3,3.29925443016837,4.03525920044727,0.00870951282082119,0.0404722979792284
ITGB7,2.42011404637549,2.38054216299376,0.00871355182613386,0.0404806337091455
GID4,-0.789570185480134,3.83347687061067,0.00871782064762407,0.040490032528764
RCN3,-1.50197733634851,4.95364745687637,0.00873391529361607,0.0405543375595925
SMIM8,-0.860185354351882,2.93969650019257,0.00874160345813334,0.0405795855690381
PCSK9,3.96072764367691,5.46347803499913,0.00877825275759722,0.0407392270835207
ABCF3,0.905749692289932,6.53748973114761,0.00879013163688161,0.0407838583152278
ANGPTL5,-2.39692022721848,-3.70220873900002,0.00879424048659271,0.040792424999554
IGFBP3,-1.79791068652379,8.91893511735927,0.00879977913328908,0.0408076177400211
RNF130,-0.862262845158755,6.07788954534769,0.00882584401548677,0.0409179654407885
HAUS6,1.01033950906532,4.86754496120788,0.00883839205016029,0.0409562741723948
LPAR3,3.76933573132982,4.56987412389745,0.00884120761452994,0.0409562741723948
HMX2,7.52045831703053,0.564753154399408,0.00884199492227068,0.0409562741723948
PODXL,-1.44974515690634,6.16828825744532,0.0088431933085487,0.0409562741723948
UBXN1,-0.754331728690136,6.7963213153652,0.00886309430493999,0.0410171559861399
SPAG7,-0.776549100081583,5.57733072246896,0.00886572500685078,0.0410171559861399
CDH13,-1.91206922217572,4.84226853404033,0.00886709050876481,0.0410171559861399
ELL3,1.86602226220061,0.658308691537568,0.00886766998631823,0.0410171559861399
PRR26,-2.48007801394334,0.84753612866868,0.0088677134794217,0.0410171559861399
PIP4K2A,-0.825334454151424,4.91796890364162,0.00890139670487841,0.0411623961500277
SLC16A8,2.75900870509863,2.150681798028,0.00891269995256463,0.0411967310985826
ARID3B,1.46644486977102,3.11344982481542,0.00891523735339637,0.0411967310985826
CDK5R1,2.30129581736976,3.67742693517893,0.00891567635866164,0.0411967310985826
LEAP2,1.82897065826121,0.607481956621353,0.00892281070744527,0.0412191332450008
DLX3,5.10593076455286,2.78848107201105,0.00893572635250548,0.0412682239077033
HORMAD1,8.00832383505833,2.24385314926233,0.00895177789967258,0.0413317683818429
C17orf107,-1.29985223558013,1.43357893644668,0.00896454145733462,0.0413801030403848
RPL39L,2.40102410915604,5.50037788661589,0.00896722754677071,0.0413819075168354
GALR2,3.73678813447455,-0.678028024295367,0.00897740300688085,0.0414182641284703
IL1RN,3.86397852030458,7.54831221524558,0.00898842001821413,0.0414584837371197
H2BC10,5.23144458127361,-3.08838254579343,0.00899719853103351,0.0414883604896507
CAGE1,3.97875124199531,-0.9922201568461,0.00900688720346477,0.0415098424420045
AL136454.1,-1.31206901441303,0.0423786784137513,0.00900805788065246,0.0415098424420045
NXPE3,-1.15538326435118,3.93862284509563,0.00900876391988705,0.0415098424420045
DCST2,2.40010075643836,2.16015863419567,0.0090115973868014,0.0415122894440545
PEA15,-0.774534187156312,7.66530126260744,0.00901717126156688,0.0415273557716605
TMEM201,0.960750019236222,5.1153560918345,0.00903054420707734,0.0415783227920338
C2orf15,2.10980358816257,1.75132162304598,0.00904403000619669,0.0416297832554828
PINK1,-0.953706501956712,4.44518736822058,0.00905924442289707,0.0416891722676963
ACAT2,1.60424141706681,5.61307916048632,0.00907419575175286,0.0417371024577493
PTN,-2.22096491594245,5.01156794681964,0.00907428960811854,0.0417371024577493
STK26,-1.19543773647903,5.03408853943063,0.00908219869293493,0.0417628264304047
PCDHB10,-1.43964408516424,1.47760449727081,0.00909036250007116,0.0417802898664945
PAX5,4.52804473172363,1.65515342172861,0.00909063101199433,0.0417802898664945
MMP23B,-1.6764130107117,-2.09844240115262,0.009104418062751,0.0418329912516311
DPH5,-0.753393985877191,4.11626848558204,0.00911204269755035,0.0418573579202122
HLA-DQA2,4.65214944483944,5.11157884920627,0.00911990444606969,0.0418828011112166
HEATR3,0.825776806260493,4.70255692088416,0.00914971952567785,0.0420090254769472
TCTN3,-0.724297488023447,5.24560696635498,0.00916266421762845,0.0420577484327497
UGGT1,0.792095544223111,6.63173889632161,0.00916673883815908,0.0420657422377216
FAM104A,0.79944354633029,4.47621586906129,0.00917443584596064,0.0420903507131477
PIGN,1.14082691990407,5.03331304645469,0.00918789610496443,0.0421413805068707
FOS,-1.75018795467778,8.8082027685912,0.00921807229556546,0.0422690344580481
U2SURP,0.967336510927731,7.29540189335974,0.00922172511848952,0.0422750327704974
SPSB1,-1.1113139296369,5.69425745664653,0.00922978420816137,0.0423008871876871
SLC35B1,0.817171888327631,5.81011397792198,0.00923205718710752,0.0423008871876871
ANAPC7,0.742164292931037,6.19805318844915,0.0092624885777481,0.0424295399026418
TM7SF3,1.28834972431915,6.60269879432394,0.00926552463168481,0.0424326667790899
ACBD7,3.99271394625563,0.59483196943882,0.00927495579102352,0.042465071841583
LRP3,-1.39645715689296,4.36931171107928,0.00929731459149109,0.042556634192583
CBX3,0.855480736991433,7.90347985898247,0.00930371462661317,0.0425751204867603
ASCC3,1.06823369930405,5.88208958196124,0.00932365981313355,0.042648972739002
CNOT9,0.86286143354034,6.2045845939288,0.00932563397472915,0.042648972739002
ARHGAP17,-0.588556475844401,5.49499775769877,0.00932726754977582,0.042648972739002
LARP4B,0.769774129109832,6.4865084597528,0.00932931494634631,0.042648972739002
NSMCE3,-0.889620882712263,4.16547772463685,0.00933630443862119,0.0426701062175767
ZNF470,-1.73812027121043,1.53473342997828,0.00934316540435164,0.0426811245068401
TMEM220,-1.38005293462356,2.061251699977,0.00934424714672979,0.0426811245068401
SS18L1,0.989209786095848,4.89713924238524,0.00934581694692205,0.0426811245068401
CCPG1,-1.00737155766919,4.00346784965789,0.00934881215160711,0.0426839916671249
TSPAN9,-1.01250855930269,6.1878804647562,0.00940976965834821,0.0429514296050679
CTAGE9,5.51769820986744,-2.87971707454172,0.00941881318948169,0.0429720982348907
ASTN1,-2.47345732409643,-0.996133945051812,0.0094190644605817,0.0429720982348907
SLC9C1,2.77773622736433,-1.06951248875,0.00944420250659165,0.0430758844406394
BHLHB9,-1.03702219172024,2.59867596759482,0.00945667793997569,0.0431218774045933
ATG4D,1.27382950864274,4.97696130309981,0.00948036903546386,0.0432189769176772
CEL,6.14492465640668,4.91907223054625,0.00948326891012565,0.0432212685666242
ATAD3B,1.21488547188459,5.42563020141033,0.00949395058500194,0.043259016691328
CENPJ,1.1106551664898,4.53052171378848,0.0094973174983196,0.0432634245817843
IFI44,2.70148970000349,6.46850539646304,0.00952757053978445,0.0433651142050914
SIPA1L1,1.0857477899023,5.90473448421063,0.00952773608467044,0.0433651142050914
LBHD1,1.31123307187713,1.83074111943332,0.00952861696070099,0.0433651142050914
ZNF500,-0.664195278371225,3.84814248776711,0.00952926136886146,0.0433651142050914
H1-5,3.59401825210604,-1.04908466470956,0.00954790313412029,0.0434389839788516
EIF3F,-0.841862765464625,7.2175603501288,0.00956309725379273,0.0434930391837959
TMEM70,-0.747893984749275,4.61658551721082,0.00956660265421489,0.0434930391837959
EMC6,1.42524824539172,1.96541382608476,0.00956702126472183,0.0434930391837959
SLC2A9,2.62535902312188,3.74396590220789,0.00959480683410074,0.0436083607811536
TMC7,2.30122004877885,3.0111920059006,0.00961403159421012,0.043684725212603
ZNF330,-0.667406295401895,4.88918798127502,0.00962279587450149,0.0437135322794814
BOP1,1.49743986756611,6.46405685059433,0.00965136040031448,0.0438322488709496
LIPI,-2.02219984063716,-2.60057791494159,0.00966377043985453,0.0438775575498809
BBIP1,-0.68592265762971,3.1465734566252,0.00968166175683079,0.0439477244399948
TUBB3,4.14783337595115,2.1137629496556,0.00970172494645218,0.0440277122538467
PCMTD2,-0.836509484655718,5.68943168096382,0.00970656550392843,0.0440385948756491
CAMTA2,-0.643377440802288,5.33275648386731,0.00971257303270089,0.0440547652275716
SLC49A4,1.18080460522544,4.73992207881852,0.0097241379477717,0.044096128571007
DIPK1C,-2.46037941765706,-1.14905952593457,0.00973552895274628,0.0441366826799134
TRIM39,-0.697195879998873,3.84100318232461,0.00974134935234924,0.0441481197033216
ZNF596,-1.06385938516421,1.48309450714233,0.0097453180908772,0.0441481197033216
KCNG3,3.60641285046658,0.772103429337508,0.00974685377370924,0.0441481197033216
CFAP410,-1.0195973961972,4.05408307210759,0.00974949616304266,0.0441481197033216
PRPF4,0.833986466467601,5.91415808203643,0.0097526729812608,0.0441481197033216
LACTB2,1.29603274246837,4.24200670252277,0.00975274324893677,0.0441481197033216
ZNF70,-0.929164519902819,2.46338306270208,0.00977888527056087,0.0442553467440292
CEND1,-1.68445705938709,-1.35908256638591,0.00978793253461489,0.0442851753071785
GLMN,0.959661683185147,3.66815315326054,0.00979971270976909,0.0443273507669686
MX2,2.78958470272301,5.88670356066432,0.00980267752073049,0.0443296402555232
PDSS1,1.22961795245627,3.27764401642929,0.00980704114082519,0.0443313112775925
C11orf58,-0.592531492051335,6.75161080216312,0.00980796454167035,0.0443313112775925
HACD1,-1.62398715142173,2.35803349263619,0.00983961697676024,0.0444632316017511
GLP2R,-2.65114930989856,-1.53271722750257,0.00984619256550127,0.0444817970323197
AKTIP,-0.757275260985306,4.45377616254066,0.0098552797390384,0.0445116968173503
ENDOG,1.41082116434778,2.75688943045941,0.00987683993468041,0.0445979023346576
UBE2B,-0.717359124777079,6.15431097701486,0.00988524422627432,0.044624675362976
AP1S1,1.13277558101295,5.93884338852218,0.00989303619419254,0.0446398520533377
FAM172A,-0.816381315429088,4.31668901090723,0.0098935578926865,0.0446398520533377
G3BP1,0.71752607580545,7.7398771826925,0.00992493853157151,0.044761532147065
FIBCD1,7.94384126677745,2.09504737087446,0.00992549115496206,0.044761532147065
SOX30,4.03849126383141,1.91163678646511,0.00993147356813609,0.0447773114362325
CEP170B,1.2138130425972,6.83450401347259,0.00994054221269972,0.044806994023744
COL17A1,6.28167351788578,8.1032113077751,0.00995143652556507,0.0448375987900517
SLC1A5,1.65221518488372,8.33594377271773,0.0099523056216188,0.0448375987900517
TTYH3,1.57232152292571,6.86161460818347,0.00995562043248728,0.0448413281033589
GSKIP,0.941802340402388,5.07099376473395,0.0099723419463797,0.0449054258974091
EIF4ENIF1,-0.543973981377498,4.80738505258112,0.00998725941706344,0.0449613701097762
CLDN23,2.12315082038594,3.19059958008321,0.0100028286223849,0.0450202196858709
FAM120B,-0.666431142222282,4.90893754883298,0.0100184055294431,0.0450790745435138
ESPNL,-2.13651854131078,0.349992266144928,0.0100248509146528,0.0450966259965662
N4BP2L2,-0.680818593304572,5.87059755191396,0.0100273085757201,0.0450966259965662
CCNO,2.81959931309619,3.46601171132605,0.010043916086046,0.0451600516287804
CCDC189,1.80832686756713,1.0924794995953,0.0100480979630529,0.0451675906940523
KNOP1,0.799694175302852,4.63081208016693,0.0100664774111685,0.0452389301404206
WDR77,0.984147465182015,5.23322652466262,0.0101084376844199,0.0454161802766237
TAGLN2,1.13379559356863,10.3104094146561,0.0101162960606336,0.0454401639195872
GPM6B,-1.33953833273636,3.03947787877136,0.0101260477100356,0.0454633601807232
STK40,-0.728087826033071,5.69198236467788,0.010126503299267,0.0454633601807232
REEP2,-1.74225595888952,1.93113521913368,0.0101293111354592,0.0454646452009781
FGF14,-2.10674229754886,-1.31632136783521,0.0101428327384792,0.0455140055437482
RHPN1,2.25022464942967,4.99401560175906,0.0101470736799295,0.045521706506377
NKRF,0.90139603200628,4.16251817635807,0.0101524276829287,0.0455343958017923
BBS12,-1.00006603904955,1.84254361800852,0.0102082523667393,0.0457733872599626
RAB8A,0.631995811185609,5.57265994949987,0.01022995928887,0.0458593152606478
MDP1,-0.859487522132939,0.687866142329749,0.010236011605852,0.0458750408286132
SLC38A1,1.32964207028027,7.44788254322618,0.0102478933308003,0.0459168779210562
