,logFC,logCPM,PValue,FDR
SORBS1,-5.25461846234011,3.97900563383104,1.19232557645794e-44,4.47867294657014e-42
LCN6,-6.6620604440062,-2.32435928369611,1.71793117754193e-44,6.3212855369553e-42
ADAMTS5,-5.74662924212779,1.99592895238962,1.95646764817502e-44,7.05502233931912e-42
GPM6A,-6.90426621663627,-0.51813711669325,2.12742319243594e-44,7.5210666979647e-42
AOC3,-5.28566581577271,2.99793336501455,1.53804350213042e-43,5.26228369566224e-41
TAGLN,-5.51960585654666,7.72760435520422,1.54687207914642e-43,5.26228369566224e-41
FAM9B,-6.59022730978969,-3.41800136953506,1.49922934790725e-42,5.00576021162364e-40
CACNA1C,-4.99460687227697,2.4622734599173,6.65754019706331e-42,2.18246272278275e-39
PTGIS,-6.49613371656619,3.06328799451248,1.08937664477803e-41,3.50740373309783e-39
TCEAL7,-5.26386313898673,0.446312950406633,1.55290680275878e-41,4.91208941293699e-39
FBXL22,-4.72750219987716,0.496682524197929,2.79061701998418e-41,8.67496980522669e-39
DACT3,-5.14854738829265,2.10473314174613,5.06974652093413e-41,1.54928016563462e-38
DPP6,-7.18127353237467,1.17613286825512,5.53672167384652e-41,1.66378486299088e-38
TCF23,-7.9650515502077,0.684876368592837,6.71269055212556e-41,1.98409525663646e-38
ABCG2,-4.78296501746535,1.29771099159743,7.11253523189353e-41,2.06837113275871e-38
MYOCD,-6.29095727343677,0.607454580138095,5.68762169418513e-40,1.62774316105013e-37
GNG11,-4.36691262796713,3.48397301541605,7.24907671777641e-40,2.04220083158607e-37
JAM3,-4.12418841799381,3.25916398516893,1.85117680390947e-39,5.1348796576135e-37
FAM180B,-5.52479266872939,-3.51176105617881,2.36004250656357e-39,6.44720702929412e-37
C11orf96,-5.26011508088675,4.11285469913954,3.89030370493897e-39,1.0468981462694e-36
CD34,-4.0971728849314,4.7110604700197,4.89810659087922e-39,1.29871855637577e-36
CHRDL2,-6.5905350345288,2.09629386136097,5.18400565627579e-39,1.35460321713989e-36
HSPA12B,-4.0147961046645,1.78899196929249,2.26184958369762e-38,5.82587828486686e-36
PYGM,-4.42267423230766,0.00541729296714136,4.06906010506368e-38,1.03331202386335e-35
MASP1,-5.88377183126024,2.99193427505385,4.39167835204242e-38,1.09974945399062e-35
ZCCHC12,-6.64259365519523,0.65220272349603,8.42180385777001e-38,2.08007018569306e-35
PI16,-7.08987510513358,2.0546751498971,2.41762825836801e-37,5.89051858086152e-35
MYCT1,-4.1667389198993,1.40619651744592,2.65565416388199e-37,6.38419260997232e-35
TNXB,-5.04116653331068,3.17007139018477,3.3846151422678e-37,8.02955408093268e-35
OGN,-6.95055525773121,2.20852450602502,3.55142421488477e-37,8.31586734991849e-35
KCNMA1,-5.32460895155138,3.66345571561093,1.40971194763789e-36,3.25860338665527e-34
CCL14,-6.38490143301167,-0.480276891286587,1.49838237594291e-36,3.41972585294313e-34
TCEAL1,-3.39186814388266,3.76199231024548,5.52013791510256e-36,1.24410108261624e-33
KANK2,-3.54107728020237,6.16940054559,8.81412829453022e-36,1.94435056011131e-33
TNFAIP8L3,-4.94069769230829,2.69071535718924,8.84285889789948e-36,1.94435056011131e-33
KLHL33,-5.43397201342154,-3.70533418503614,2.18808967113788e-35,4.75316346633928e-33
RBM24,-5.94956465561413,0.233739629175057,1.19093019217977e-34,2.55624659107158e-32
MYLK,-5.01095893113239,6.06352522854824,4.2132393531075e-34,8.93702418076802e-32
CMA1,-6.26862591867036,-2.61477012464997,4.51852778364011e-34,9.47314603942224e-32
LYVE1,-4.89591608311634,0.423649557870876,5.23721478644036e-34,1.08536761608643e-31
CHRDL1,-7.11231799044849,2.05216321030416,5.69978584700774e-34,1.16780839569943e-31
ZCCHC24,-3.92188071283331,3.73401735921011,6.34164409948421e-34,1.28471733835618e-31
C6orf58,-5.23704967398529,-2.54697700156157,9.25606147157098e-34,1.85429764813805e-31
ACKR1,-5.95635069756272,3.81351356458275,1.74868205920914e-33,3.46469643159789e-31
FHL1,-5.32142571466856,4.68025837837288,5.78096327522867e-33,1.13294312883014e-30
ITGB1BP2,-3.79689048925544,0.22185048589472,5.8513822638805e-33,1.13441314212651e-30
LGI4,-4.25013459079571,1.67622920413975,6.28267323951803e-33,1.20507019689904e-30
CXCL12,-5.09715470655431,4.3047238609009,1.4542687376513e-32,2.76004898314242e-30
MYL9,-4.81470618764372,7.38502588260667,1.07939602060691e-31,2.02724065120235e-29
PRND,-6.02508249147335,-1.95424113161599,1.18831138491898e-31,2.20878910000919e-29
PRUNE2,-5.41629687161878,2.60536857802285,1.74546997772723e-31,3.21130854065529e-29
TBC1D1,-2.80068449796424,5.88807028849846,2.48406868860959e-31,4.52401600561929e-29
RASL12,-4.57749897732879,2.47014197351394,3.10634525733709e-31,5.60074049897878e-29
PLPP7,-4.40071777076214,-0.369596700630637,3.73868872893991e-31,6.67411463195907e-29
ABCA8,-5.58570989760275,0.689749621990561,4.91758634022197e-30,8.68430574017666e-28
SMOC2,-5.2159644543581,4.20988756735277,4.96108425534218e-30,8.68430574017666e-28
TNS1,-3.98266636801365,6.19000546040772,9.60118377540891e-30,1.66451291798676e-27
CCDC181,-3.48784272349759,-0.780920763525814,1.53734182240342e-29,2.63983552932702e-27
CNRIP1,-4.17354493520024,2.02580403475664,1.69759975672049e-29,2.88752109562928e-27
CLIP3,-4.24395929360015,3.26073706413975,1.9623827624102e-29,3.30670665479028e-27
HSPB2,-4.57659965104352,-1.07599632827482,2.17811172028161e-29,3.63623651080347e-27
NDN,-4.4421750822325,3.01406882174555,2.45696714657776e-29,4.06413923420155e-27
DIXDC1,-3.85289713111499,3.0454604526073,5.53713718859277e-29,9.0758712282116e-27
FHL5,-5.01719242384635,-1.01879586776086,1.02529206927093e-28,1.66540684765359e-26
ARHGEF15,-3.77317128767363,2.20601367295051,1.18187243412783e-28,1.90260357029685e-26
RERG,-4.99679236714767,3.08601735132637,1.43645320173582e-28,2.29196913515901e-26
RSPO1,-5.77917410379156,0.49521564609198,2.36296104375285e-28,3.73720944025122e-26
PDE2A,-4.56084988224788,2.14108653142413,2.6198611291236e-28,4.10748662244335e-26
MRVI1,-4.25843945248664,3.42494283770658,3.60024641266823e-28,5.59590024313863e-26
ZBTB16,-5.55422778104069,-0.714065103510153,4.01596268427369e-28,6.18870146986792e-26
OPCML,-5.93059897689068,-2.51968517533834,7.73138097332237e-28,1.18132880465256e-25
MGARP,-4.52033067959159,-1.48428568824565,1.28844819189142e-27,1.95216142015145e-25
PDZRN3,-4.74772650729294,2.88747752572015,1.9804694668245e-27,2.97565537390381e-25
INMT,-4.43680427156934,0.984563231716267,2.4255301184039e-27,3.61424033345638e-25
CLVS2,-7.0640280699562,-2.69106417354392,2.742543138965e-27,4.05311908160155e-25
PPP1R12B,-4.10005623063029,5.79509464578139,2.83187303403484e-27,4.15111144745108e-25
TNS2,-3.24791565186545,5.1072637087436,5.47506839601618e-27,7.96092606291707e-25
LCN10,-6.01031917427807,-2.77299895824751,1.00027639627897e-26,1.44279867399279e-24
CFL2,-3.27800149214043,4.487846176301,1.0387448018337e-26,1.48639434738584e-24
ABCC9,-4.82806874892985,1.36498264135819,1.12087308322374e-26,1.59128674728536e-24
ZEB1,-3.87930627776648,3.65797277110744,2.27416879680163e-26,3.20337995361979e-24
OSR2,-3.8369299512547,4.25670064012814,2.38748595317906e-26,3.33692804153631e-24
PKD2,-3.00137942948321,4.45513270372384,2.75892143364641e-26,3.82641180374191e-24
TEK,-3.83130465454455,1.82781337434823,3.64719427349275e-26,4.98791623482681e-24
C7,-6.57978144173107,2.65961423701331,3.65171904047221e-26,4.98791623482681e-24
MAS1,-5.44510957656329,-3.42996182192771,4.33012829143814e-26,5.87009121012253e-24
MEIS3,-4.26830662573308,2.47571051086321,4.49051031698383e-26,6.04208216531482e-24
EBF1,-4.07404265762109,1.62327190539612,4.84074239070378e-26,6.46508039291772e-24
RUNDC3B,-4.43849520090217,-0.217794876504257,6.33059815206823e-26,8.39269740307281e-24
HPSE2,-5.56254522278085,0.635874527565333,6.63902641989232e-26,8.73734644895318e-24
PPP1R14A,-4.5324915639191,2.04317649690343,7.37324684247602e-26,9.63330728766976e-24
ENPP2,-4.29659694269274,3.90988886543152,8.43703501425416e-26,1.09438662810793e-23
RHOJ,-3.8211945747496,2.20118073655329,1.15333494984723e-25,1.48533065326755e-23
SCARA5,-6.11286238222579,-0.325039666643121,1.64924464204637e-25,2.10892772312738e-23
CPED1,-4.36117496796016,1.85846859692009,1.67536453869624e-25,2.12724103047135e-23
RAI2,-4.65875402324599,2.4180188378425,1.7396064086224e-25,2.19336388443789e-23
CRISPLD2,-4.09669173843717,4.86377020203517,1.83672686988042e-25,2.29973510166278e-23
SCN7A,-6.18299008659547,-0.865262885605736,2.09120954826661e-25,2.60031090725842e-23
JCAD,-4.01854660682187,3.51029738656062,2.18200138073603e-25,2.69462225305963e-23
TROAP,6.14897740535754,5.48975462891368,2.56520687306176e-25,3.14630475655127e-23
TCEAL2,-6.13657273141274,0.601937199496884,3.28221415307339e-25,3.998535214859e-23
CITED2,-3.41171970547834,5.16724540245525,3.81622095989345e-25,4.61788348368315e-23
CACNA1H,-4.86028208910269,3.12836692288558,4.4952047360763e-25,5.40323609276371e-23
CRY2,-2.365228686601,4.59140565670274,6.61070433198419e-25,7.89344364938245e-23
OLFML3,-4.2565952759925,4.32302920785038,7.16363510687167e-25,8.49739085374317e-23
FBLN5,-4.20137202716186,4.63705657310111,7.54444202473619e-25,8.89060717032638e-23
KIF18B,6.43915034669238,5.36880644881999,7.59660654008554e-25,8.89394908556768e-23
MITF,-3.94431748332476,3.47058963139495,8.52586017028759e-25,9.91750057227647e-23
POPDC2,-3.65180561839669,1.28253757520418,8.6127139365373e-25,9.95430976126715e-23
SMTN,-3.35880446577845,5.89694520924705,1.2088595600783e-24,1.38826355848483e-22
CDC6,5.50638750417452,5.85833689604678,1.28941563437307e-24,1.47140277770547e-22
CDCA8,5.18669161364776,5.64353084555543,1.78215847695198e-24,2.02090046160027e-22
TGFB1I1,-3.78620442859864,4.71107641686628,2.4299675733105e-24,2.73826970917427e-22
KDR,-3.81421884125248,3.59718944818771,4.37932692617985e-24,4.9043021415542e-22
F10,-4.87363632871244,0.920231470096905,4.89662158011514e-24,5.44975846231333e-22
KCNB1,-5.88041459582717,-0.877533228167791,5.64343206791784e-24,6.24239755733489e-22
PABPC5,-4.52326703641618,-1.86574273325753,5.9848624478694e-24,6.57969938628569e-22
CLEC14A,-3.45225541713677,3.04556481556573,6.45015722078342e-24,7.0482627085288e-22
MSRB3,-4.50469081882488,4.03640979068609,8.18082111566061e-24,8.88555450092535e-22
CBX7,-3.0649162589169,4.7947714126738,1.00421996490741e-23,1.08419676450782e-21
ADGRD1,-5.22278088660649,0.382487200261578,1.04737453961364e-23,1.12405731840678e-21
NEK2,6.11766113584802,5.32698374118198,1.15028356055164e-23,1.22719601164178e-21
ITPR1,-3.53444454893184,4.07996149870843,1.87553847232062e-23,1.98917403858475e-21
ARHGEF25,-3.9159281893954,3.14043514913548,2.1566438807187e-23,2.27393503914375e-21
BPI,-5.37256306945047,-2.01695269215858,2.25443610619383e-23,2.36322575550434e-21
ITM2A,-4.1111452986066,3.24855786651812,2.5714090986384e-23,2.6799136444191e-21
RAB3IL1,-3.63667124692489,3.04012400685051,2.96794602613331e-23,3.07540614087262e-21
S1PR1,-3.62364906007116,2.88622571057989,4.24418350921932e-23,4.37272163835568e-21
DCN,-4.61701637112205,7.27212355720085,4.360410673358e-23,4.46694343412754e-21
USHBP1,-3.53522547052159,0.515286862285995,4.84373879611948e-23,4.9340457906234e-21
VAMP2,-2.44297807371939,5.57736452187158,5.37564941230258e-23,5.44511005077615e-21
KANK3,-3.44184025553224,1.55883797105363,5.87618448553109e-23,5.91886068570534e-21
KCNE4,-4.41007173629333,1.42461960509705,7.80768521376668e-23,7.82069802245629e-21
TCEAL4,-2.92818281631656,6.31201451009881,9.51888924967575e-23,9.48207586583722e-21
NXPH3,-4.70268760786358,1.81557522832561,1.12287520279663e-22,1.11238680804524e-20
TPM2,-3.96625892102742,7.75989615665395,1.15033508132902e-22,1.13336292439138e-20
EXO1,5.80324799925495,4.56896287991886,1.17046016816346e-22,1.14692374086887e-20
FBXL7,-4.25004432574851,2.29817595940135,1.1963712171771e-22,1.16008867708329e-20
LEFTY2,-6.36519814453451,1.49425774164539,1.1967636934969e-22,1.16008867708329e-20
TIE1,-3.43860582557326,3.33578918701592,1.2250492314788e-22,1.18115709323866e-20
KIF2C,5.04250487184668,6.27515482079959,1.38907667762139e-22,1.33218364348477e-20
ESAM,-3.06458640777992,3.8248788780618,1.51406363635354e-22,1.44436864356901e-20
KLHL4,-5.70979348170952,-1.24337754288957,1.5446244766662e-22,1.46576733233114e-20
KCNJ8,-4.02365103651817,1.36323274552106,1.58120847209843e-22,1.49262768334737e-20
MMRN2,-3.3738436643177,3.89162029163014,1.94016117722425e-22,1.82193260548714e-20
CCM2L,-3.60917104763076,0.880861517082979,2.01067088557943e-22,1.87836249051798e-20
PI15,-4.82215398544057,1.89938600517977,2.36014052079514e-22,2.19347080360496e-20
HOXD3,-3.87546656408842,-0.920545891374983,3.61687502045429e-22,3.34421828814312e-20
SLC8A1,-3.96466985778473,2.69306914667778,3.7994866870913e-22,3.49514004940082e-20
PODN,-4.53889635184204,3.49671393328693,3.87000872563598e-22,3.54194199610238e-20
TPX2,5.70697904653166,7.30112194811295,5.09458877673155e-22,4.62888527405554e-20
MAMDC2,-5.38817984395735,1.94046339429398,5.10897487264033e-22,4.62888527405554e-20
GRASP,-3.61501067960862,2.66294686714603,6.01464829131412e-22,5.42220543461968e-20
DLGAP5,6.17628366218811,5.44396019028498,6.70032292219985e-22,6.010289666033e-20
UHRF1,6.40808635224801,5.88872735561012,6.89834824685896e-22,6.15728806390431e-20
SKA3,5.58538821818906,4.33794042294217,7.86851924807419e-22,6.98864049471811e-20
ATP1B2,-4.58311006097488,0.533691669740426,8.53317853138549e-22,7.54182396670982e-20
MEF2C,-3.41819231494118,3.01874140642793,8.95915460603905e-22,7.87968573399435e-20
KIF4A,5.45303382629457,5.66752504143431,1.01841742144962e-21,8.91362432462947e-20
ATOH8,-4.54058928630767,1.71616927313106,1.13693968279256e-21,9.90290941099027e-20
C1QTNF7,-5.08666247222367,0.226371933955654,1.32485773864122e-21,1.14842235710102e-19
MMRN1,-4.77208318992936,1.78543990532391,1.37269895306378e-21,1.18419914467655e-19
SYNPO2,-4.81782488390648,4.69329279159997,1.48271007683973e-21,1.27301250882954e-19
ROBO4,-3.38227036030941,3.14677958631956,2.01075555864338e-21,1.71819538968437e-19
TOP2A,5.7869836777263,7.93516718934769,2.1676578263397e-21,1.84353163249551e-19
NKAPL,-4.03298336450523,-2.76171352399227,2.70813415599411e-21,2.29237834894713e-19
PRKG1,-4.08714040714369,1.91571438972961,3.03849869536151e-21,2.56000614380224e-19
RUNX1T1,-4.27834472761631,0.961739108838662,3.93049329367423e-21,3.29612995743936e-19
BUB1,5.07699192956893,5.40682044764006,5.09543211925141e-21,4.25327042176403e-19
NCAPG,5.38978153911911,5.20095723207953,5.18887865858571e-21,4.31131254443781e-19
ADGRL4,-3.35507478169234,2.98852465899679,5.21697187838661e-21,4.314770778317e-19
LEPR,-3.72428719540564,3.07592493918914,5.86758238749507e-21,4.83070823956786e-19
ENPEP,-4.15160175538823,1.99038830676933,6.2755169103097e-21,5.14307135876745e-19
RSPO3,-5.31294301792339,2.15336871834655,7.05224822047426e-21,5.75348576539144e-19
NCAPH,5.02753318812755,5.0296983715155,7.28797875993679e-21,5.91902058746217e-19
BUB1B,5.81212150316969,5.32100079649448,9.34885366570542e-21,7.55873684272057e-19
ARHGAP6,-4.37412183503235,1.06593837505032,1.23245129901743e-20,9.92013255414474e-19
DTL,4.61321106491424,5.72456658356392,1.63923061221455e-20,1.31357013058793e-18
MCM10,6.23310698230465,4.52080240556054,1.76042472805142e-20,1.40444503746757e-18
EMILIN1,-4.07939040317933,5.1909317960197,1.785419309112e-20,1.41811057899953e-18
HJURP,5.98691254476817,4.97893979630636,1.91094596434554e-20,1.51115595338378e-18
ASPM,6.41751390056795,5.95728000876828,2.06999667897463e-20,1.62978341143723e-18
CALHM2,-3.07661640634715,3.84814719839322,2.56045365540421e-20,2.00717301769295e-18
ABCA9,-4.35927488290133,0.389127195066233,2.84008814096667e-20,2.21674412041684e-18
NOVA2,-3.37783853550152,0.704661397074777,3.22727261014309e-20,2.50809160176207e-18
MCM4,3.96819323279943,8.05676298030514,4.06941094279011e-20,3.14899052783286e-18
HRC,-4.1270769679792,-0.876267089872722,4.67839985045365e-20,3.6047670642598e-18
ESPL1,5.54976257808769,5.40875946239333,4.73446272749094e-20,3.63244097773028e-18
JAZF1,-3.18135953166516,3.75341360079273,5.26575383703632e-20,4.02294668143071e-18
NAALAD2,-3.27655605647373,-0.0543733679683973,5.56079872760806e-20,4.23043042442082e-18
ORC1,5.0129071363203,4.66283971319068,5.61632693241043e-20,4.24071258068063e-18
FGF7,-4.96742602167392,2.10618676847733,5.62135500156778e-20,4.24071258068063e-18
ZNF781,-3.8458980890823,-1.1742090556145,5.8692566271273e-20,4.40927904112938e-18
LTBP4,-3.19214953702557,7.02748000217608,7.08231425837285e-20,5.29851145553786e-18
RAB11FIP2,-2.37630189432511,3.54247804098646,7.48436454698395e-20,5.57616085876532e-18
ANTXR2,-3.82953631053832,4.7297684236062,7.93153606746767e-20,5.88500392166429e-18
ECM2,-3.83683044934447,2.13490901277483,8.51104115566198e-20,6.27477900953995e-18
APBB1,-3.81196083980296,3.46564730185538,8.52646066188179e-20,6.27477900953995e-18
MEOX1,-4.33205827214586,1.27316860551393,8.60451897138395e-20,6.30648280707531e-18
NECAB1,-4.71097386504188,0.65236396719344,9.64952632445261e-20,7.04376354776844e-18
CENPF,5.22018637719343,7.16022751124462,9.76305182095115e-20,7.09789614240924e-18
KCNA4,-5.90607339429685,-4.23832291028853,9.90816370984496e-20,7.17446552965882e-18
POLQ,6.29809127072716,4.80211030493583,1.14682020363944e-19,8.27086730864762e-18
ZNF25,-2.32002003325935,2.86196412305971,1.18211292815237e-19,8.49143270700683e-18
CALD1,-3.49003696384803,7.21303040333145,1.26639852869625e-19,9.06077994936245e-18
HTR2B,-4.77430407657527,0.990868823661638,1.48343688933378e-19,1.05716866065961e-17
AVPR1A,-4.08690781827202,1.29971612387446,1.68926161068629e-19,1.19910971813676e-17
ADAM33,-4.3545934302801,2.55735889423191,1.82378062487874e-19,1.28952018300249e-17
TCF21,-5.43190081594137,-0.854537214760897,1.93977779770634e-19,1.36617944111896e-17
CYYR1,-3.5268579365482,2.63335194835929,2.0153304137467e-19,1.41386799065576e-17
C1QTNF9,-5.02973373187887,-3.43311740529935,2.06846384504042e-19,1.4455195010108e-17
CYTL1,-4.79604229008036,0.00982772348678078,2.38076825109893e-19,1.6573456203596e-17
CDC20,5.75641873569683,6.91176099839986,2.80018556751354e-19,1.94182099162574e-17
NUF2,5.83556559569559,5.07958800655317,2.95924140075374e-19,2.03713538679478e-17
NAP1L2,-4.79037635028089,-0.740958211182723,2.96023001297965e-19,2.03713538679478e-17
FXYD6,-4.47256663516982,3.84408914861034,3.07457413215903e-19,2.1077783879402e-17
EDNRB,-4.03068321396049,1.63187724824575,3.12019674592293e-19,2.13095255034055e-17
SPAG5,3.93586610753343,5.99372783290009,3.14817879135184e-19,2.14194957011599e-17
MELK,5.60725711480484,5.62863568009598,3.44882967767607e-19,2.33768417625938e-17
TM4SF18,-3.46450252044968,1.45028129601569,3.79043593000027e-19,2.559608981944e-17
FILIP1L,-3.98617689061272,4.36146356014607,3.85378624332984e-19,2.5926778345984e-17
NAP1L3,-4.3584805710958,0.109545098353945,4.04237524569124e-19,2.70944333382204e-17
SGO1,5.72376005887258,3.5296063668031,4.36421066358219e-19,2.914322898681e-17
HIPK4,-3.71485222298271,-2.50394945300097,4.60227822900748e-19,3.06195854129169e-17
GPR22,-4.60768539986533,-2.66751921480161,4.8082651453395e-19,3.18724340332615e-17
MKI67,5.58530616626851,7.74535578527792,5.06741175686159e-19,3.34671919326793e-17
NOVA1,-4.78392133330953,0.11285843032775,6.20441955685001e-19,4.08268921934328e-17
CDCA2,5.89924555517331,4.31455436432564,6.24011801356799e-19,4.09124828307748e-17
INPP5A,-2.15367089117539,4.34646602506994,7.56230903616008e-19,4.94016057688283e-17
FOXM1,5.97377561290963,6.36702528972568,7.76322881082157e-19,5.05310525123151e-17
ARHGAP11A,4.80444606138649,5.51759688737942,8.19885093167394e-19,5.3174561977727e-17
PTH1R,-4.27107682353722,0.201194934602829,8.64704938528611e-19,5.57757996668751e-17
CDK1,4.58407451657988,6.6989001120452,8.66179917178316e-19,5.57757996668751e-17
GUCY1A2,-3.96283618739455,2.35811922184363,9.19023381949334e-19,5.89679415535463e-17
TTK,5.17828214524273,5.00726371795865,1.10877538605533e-18,7.08908518105586e-17
LONRF2,-5.67043985140007,2.15452764535007,1.20770473625717e-18,7.69431674724974e-17
DEPDC1,5.67883978052993,4.7804836786186,1.25974741770085e-18,7.99762181026277e-17
NRIP2,-3.02583820628523,1.52118764586659,1.2837737773219e-18,8.12155831758379e-17
WT1,-5.61389822366001,2.04270844176918,1.35377251821844e-18,8.53444702918827e-17
STIL,4.71915399838097,5.15020387211955,1.45738069752529e-18,9.15560068863448e-17
PMP22,-3.51663147962927,4.93928533784471,1.48175349501424e-18,9.27639427607874e-17
JPH2,-4.72792216628939,2.57231702930614,1.56707569963246e-18,9.77660029909111e-17
RAMP1,-4.53355150148178,4.63340541071426,1.75591801512623e-18,1.09169661423193e-16
NUSAP1,5.33200008477781,6.89842768554395,1.79867771323423e-18,1.11443845943688e-16
BLM,4.79094753740592,4.2636523742286,1.86389459595081e-18,1.15089108099291e-16
DDR2,-3.80738904143453,3.76673507752105,1.97961312835271e-18,1.2181714916109e-16
KLHL38,-4.98723680635409,-2.56712391675037,2.05981009744536e-18,1.26321006996394e-16
CCNB2,4.96246282124586,6.01372720021357,2.07833240947743e-18,1.27024858789417e-16
CTNNA3,-4.90080631972123,-2.59747501196891,2.1806938443869e-18,1.32830777075324e-16
TGFBR3,-4.01277815016203,3.93993174614736,2.31961608149559e-18,1.40817097472611e-16
SYT9,-5.48829935007842,-2.70481039496086,2.40653604474466e-18,1.45603506331363e-16
ADH1B,-6.64501362517794,1.61146550342453,2.57437262057579e-18,1.55237252003283e-16
APOLD1,-3.0104171543732,3.69345290077634,2.75947403848726e-18,1.65844389713084e-16
KNL1,5.60484257962117,5.0305050250757,2.77763639083469e-18,1.66381342613786e-16
SKA1,5.86042471797366,4.35798711242878,3.01174732700136e-18,1.79807299025942e-16
PDLIM3,-4.70876073575711,3.4708186313003,3.14392023063064e-18,1.87078817684061e-16
UBE2T,4.26092593558624,5.30528616359656,3.23503577457115e-18,1.91867417814203e-16
CD300LG,-5.4316766678898,-1.85290677779695,3.72383926814158e-18,2.20133842638009e-16
RRM2,5.87613094752525,7.42476044306834,4.00599735154085e-18,2.36039647870201e-16
SYNE1,-3.33288291138705,4.22317246202731,4.05842142300156e-18,2.38349636015369e-16
CENPA,5.40321413175155,4.32781087328227,4.28601466546221e-18,2.50898845513908e-16
PLK1,4.74336474668042,6.14469501645169,4.31939873471916e-18,2.52034819375361e-16
CDC45,5.33089811028883,5.27067210145908,5.79446053806217e-18,3.37013301616971e-16
BRIP1,5.23637984546369,4.67183143430604,6.01125321403568e-18,3.48498056106313e-16
