,logFC,logCPM,PValue,FDR
hsa-mir-345,2.15464905891704,4.33703697027886,0.0049384526848769,0.0261952707632601
hsa-mir-376c,-1.5613335843851,2.79511243343551,0.00623619852263137,0.0327938025759063
hsa-mir-95,3.0711618164115,3.20700133867566,0.00652712325241001,0.0340303007176932
hsa-mir-487b,-1.45143764566874,2.16488917168324,0.00704107412007913,0.0361014092249549
hsa-let-7i,-0.701296060920171,9.10518725020828,0.00704273393076988,0.0361014092249549
hsa-mir-4638,4.69263384856086,0.0812855904890475,0.00741658577075077,0.0377009776679831
hsa-mir-652,1.39459285050678,5.02772864671755,0.00785597589593705,0.0396045065828231
hsa-mir-676,-1.89911725757995,0.0706257942527086,0.00812391334894004,0.0406195667447002
hsa-mir-548j,4.87902262155684,0.19985694806991,0.00832308863134881,0.0412758427054296
hsa-mir-301b,3.5939130773521,1.14382200282013,0.008390499172907,0.0412758427054296
hsa-mir-433,-1.70244014132777,0.296141440984608,0.00849365510550143,0.041449036914847
hsa-mir-33a,2.04269735590814,5.48495003539641,0.00879790124504201,0.0425480635142815
hsa-mir-155,2.22301356400697,9.20175769504449,0.00885836732182581,0.0425480635142815
hsa-mir-7854,4.55425862706532,-0.00385080699615484,0.00934807830840406,0.0445494356884881
hsa-mir-3152,-2.87919370113934,-0.926348199029486,0.00958911704963818,0.0453438868238705
hsa-mir-4772,2.13824383489779,3.65721042437447,0.00980416320795902,0.0460041504373462
hsa-mir-148b,0.955244353717005,7.07234088314807,0.0105131188665873,0.048666590666696
hsa-mir-199b,-1.14180781478424,11.2237729201752,0.0105311310950883,0.048666590666696
hsa-mir-132,-1.00005184056538,6.95260247194233,0.010770488252762,0.0493984799562769
hsa-mir-1296,-1.26198609744374,2.81097681771345,0.0108937418723558,0.0495265296951756
hsa-mir-377,-1.48478375714307,1.76376900851692,0.0109607893587684,0.0495265296951756
hsa-mir-431,-1.62766661937164,3.02655948270317,0.0115128227669373,0.0516383962340571
hsa-mir-6510,6.70781412800862,4.44329210063315,0.0115997579636679,0.0516485573564775
hsa-mir-5001,2.58186342548975,0.372828143529493,0.0117756277019944,0.0519849427152652
hsa-mir-432,-1.55163000528447,2.31435619781434,0.0118457492416752,0.0519849427152652
hsa-mir-15a,1.306946764821,7.80506717489519,0.0124524663527668,0.0542571748227696
hsa-mir-6499,4.77819180581809,2.56785597436493,0.0130025575028775,0.0562521991259239
hsa-mir-651,1.94547186468655,2.56929706350177,0.0131968563586835,0.0566907209774433
hsa-mir-1293,5.96323011240148,2.55364207939481,0.0134635578420113,0.0574319600253628
hsa-mir-6511b-1,-1.13830611478983,0.423943324716621,0.0141303098375412,0.0598575625062511
hsa-mir-6854,2.39343285883052,0.850935107079433,0.0150924480922845,0.0634923678365072
hsa-mir-4652,6.96057729744754,1.84536711447934,0.0154050038369352,0.0636401493533883
hsa-mir-579,3.38878914489073,0.385289952448929,0.0154358972312645,0.0636401493533883
hsa-mir-4664,4.87721630669465,0.200566946058314,0.0154405608267237,0.0636401493533883
hsa-mir-937,3.20217900931183,1.4912436036997,0.0155662357380333,0.0637275422832236
hsa-mir-3912,-1.11772860149077,0.34822958974338,0.0157402561734459,0.0640103751053468
hsa-mir-654,-1.38714460171953,4.43996812799915,0.0159146800082186,0.0641466565851087
hsa-let-7b,-0.908564197439137,14.0799468529183,0.0159840849195681,0.0641466565851087
hsa-mir-410,-1.46599875903397,3.38073161476929,0.0161212528092262,0.0642742759060651
hsa-mir-421,1.69057329362814,1.96624736154007,0.0165813232711842,0.0656792675027426
hsa-mir-758,-1.41914069917144,3.68727054623501,0.0169890445152668,0.0668601106729855
hsa-mir-147b,3.95637065362795,1.45405219813028,0.0181923314017925,0.0711366804813682
hsa-mir-556,4.85060433175805,0.172477062430899,0.0198382854217472,0.0770786885813109
hsa-mir-452,1.99420115952273,8.12206718929511,0.0204740279930311,0.0790452979477783
hsa-mir-18b,2.7769397098061,1.20390663055746,0.02068529202232,0.079358667507014
hsa-mir-330,1.60784552754569,5.45556445148222,0.0208203233450844,0.0793774827531342
hsa-mir-361,-0.589284165433418,8.8601706454592,0.0210846884539747,0.0798860866889725
hsa-mir-214,-1.14926527124896,4.91865464062189,0.0214923365172906,0.0809279337996743
hsa-mir-190a,-1.24803579239493,2.54597501398765,0.021982739279247,0.0822666930082251
hsa-mir-539,-1.35499266571492,1.90644474127394,0.0232790158364581,0.086586583294143
hsa-mir-92a-1,1.06494840846301,13.0151734333031,0.0234671166632257,0.0867572191791982
hsa-mir-92a-2,1.04303173932634,12.8795319063188,0.0246591072872497,0.0903739145719164
hsa-mir-154,-1.23926137146102,2.57113728710368,0.024741711038541,0.0903739145719164
hsa-mir-5680,-1.86262264486714,-0.66781852360264,0.0262031103611557,0.0951422459541964
hsa-mir-7-3,3.52751428392118,0.473230873109922,0.027168595876562,0.0980641626313777
hsa-mir-4999,-1.26901628384447,0.68757336827516,0.0280784843357061,0.10075220849871
hsa-mir-3150b,4.61659128884713,1.96989117640656,0.0284887514843804,0.101626540382878
hsa-mir-590,0.913863741596781,4.54520489811836,0.0303813625072292,0.107747855403546
hsa-mir-616,1.5805395742192,1.69073729351043,0.0311576882528234,0.109862368983944
hsa-mir-3615,1.33733123699656,2.79873373664631,0.0316822878207166,0.11107008948642
hsa-mir-1301,1.33097624609104,3.67696964389747,0.0328779276418333,0.114603062065819
hsa-mir-643,1.9153069653767,0.527173531197541,0.0353746916866543,0.122605465504881
hsa-let-7e,-0.841417645095648,10.0076759866824,0.0360775428602215,0.124335034716017
hsa-let-7a-3,-0.693789478482111,13.3476219216259,0.0363097123166688,0.124432160186337
hsa-let-7a-1,-0.691601733656048,13.3436827101664,0.0371542718653225,0.126541030495409
hsa-let-7a-2,-0.691958780662282,13.338757097288,0.0373399762117601,0.126541030495409
hsa-mir-7-1,1.17032020998492,4.89637293863036,0.0375702855765718,0.126618089512203
hsa-mir-20a,1.43175443999378,9.08305547831741,0.0380443069995978,0.127511138844806
hsa-mir-585,-1.64923105902437,-0.34772618663486,0.0382891100976772,0.127630366992257
hsa-mir-29c,-1.04789131689412,10.8217483667941,0.0386552073594338,0.128150415702471
hsa-mir-382,-1.11809383954694,3.9110133490927,0.0395558358393427,0.1304273506054
hsa-mir-665,-1.55381730262287,-0.498345290908101,0.041109968813505,0.134568987052529
hsa-mir-1266,2.54602781992168,3.69932852317415,0.0412531157029884,0.134568987052529
hsa-mir-496,-1.25887133916704,1.18554721925125,0.0416243799970224,0.135057828713743
hsa-mir-30a,-1.21134386459427,13.5786356595268,0.0424576104095078,0.13703249920529
hsa-mir-370,-1.20752119094956,2.70606289380215,0.0439934655681698,0.141242178929387
hsa-mir-664a,-0.727362359115797,4.57266346337653,0.0448092067045673,0.143107937642859
hsa-mir-34b,3.22831938321743,2.47543768785705,0.045600596896955,0.144876896391367
hsa-mir-6842,1.54568200397596,1.78503962851805,0.0469284259715203,0.148323004365945
hsa-mir-27a,1.02918511345988,11.373647537808,0.0472673179256079,0.148624040900107
hsa-mir-186,-0.54574266695895,7.98030549561772,0.04795008798098,0.149997711119989
hsa-mir-7702,4.55777930057558,1.26639542529629,0.0487087625863358,0.151593597845229
hsa-mir-17,1.00322400718391,10.1779464817477,0.0495890003715318,0.1535496965819
hsa-mir-136,-1.05780079305044,4.96181619899061,0.050761609853935,0.155983247820946
hsa-mir-4724,5.00654682442379,0.282763669351628,0.0510007304910291,0.155983247820946
hsa-mir-3940,2.11555753796669,0.704922122526196,0.0513345985566523,0.155983247820946
hsa-mir-34c,2.83039769434327,4.97621883641503,0.0513977587082132,0.155983247820946
hsa-mir-134,-1.10974357921395,7.51845096124168,0.053102135936096,0.159683712840907
hsa-mir-484,0.950007200569262,6.14224380080309,0.0532726126981209,0.159683712840907
hsa-mir-26b,-0.629540730041694,9.48538705685586,0.0534024219992542,0.159683712840907
hsa-mir-215,5.67690632775061,5.27010224299955,0.0555734491462989,0.165364897459719
hsa-mir-7974,4.45872311203152,-0.0615230166556937,0.0560474690137446,0.165965806302836
hsa-mir-3652,2.13009797914041,0.705589939765592,0.0566536319302707,0.166950316316257
hsa-mir-889,-1.03377995921819,3.83229626289151,0.0571202268098069,0.167516049778761
hsa-mir-7-2,2.33541123855654,0.557523160660422,0.0576625200139548,0.168297307217763
hsa-mir-4461,2.60357981134193,0.708786329079527,0.0591945704386551,0.171946133178951
hsa-mir-6509,1.67610039519785,1.50827688457034,0.0631707438645234,0.182626321124926
hsa-mir-1911,-2.10576452664836,0.361454387602473,0.0675590291637866,0.19439154617882
hsa-mir-660,-0.739125460521212,5.70633349786356,0.0683786854366271,0.195424421462097
hsa-mir-589,0.803618523352083,6.10638381697833,0.0685587314637519,0.195424421462097
hsa-mir-625,1.02599744251485,8.12155123473087,0.0705711607178526,0.199999720532152
hsa-mir-577,4.2279808090411,3.14505490637761,0.0708195731720407,0.199999720532152
hsa-mir-27b,-0.778911309751537,11.4432746583904,0.071731274517009,0.201640909932606
hsa-mir-376b,-1.149602810905,1.17107363059958,0.0722689735566843,0.202220522337511
hsa-mir-655,-1.02319368961068,1.43786910370994,0.0730336537399621,0.203248131490132
hsa-mir-4668,1.28431782936062,1.2410928057996,0.0733026047997197,0.203248131490132
hsa-mir-6720,3.81200803986992,1.68204417184087,0.073677869609692,0.203364255483765
hsa-mir-30c-2,-0.653924887583104,8.0668444975234,0.0740540553917292,0.203481863914211
hsa-mir-301a,1.14658669460632,3.99361617544587,0.0750299089324991,0.205238764344504
hsa-mir-320c-1,-0.932939441197105,0.354982877268387,0.0779045434999468,0.212150765781105
hsa-mir-550a-2,1.19624780464493,1.94028064436926,0.0792414959238784,0.214832500060293
hsa-mir-490,-2.11174295202783,-0.472246911282718,0.0797573761725629,0.215274333917094
hsa-mir-3200,2.30081754822986,1.97085463018866,0.0863387582754937,0.232011641180842
hsa-mir-450a-1,-0.804804031954419,2.75897903937534,0.0887045901360244,0.235702171615512
hsa-mir-551b,3.88980791246493,1.84500330083227,0.0892932059088541,0.235702171615512
hsa-mir-181c,-0.723160007246664,6.53303482394435,0.0894639363412284,0.235702171615512
hsa-mir-196a-2,2.35626529558046,6.53465470567796,0.0894789446891132,0.235702171615512
hsa-mir-3922,1.53808381654282,0.63561444950911,0.0896441046144244,0.235702171615512
hsa-mir-1910,5.04223002009566,0.305337333649388,0.0901077275114378,0.23590435099561
hsa-mir-3616,4.18394521055351,-0.228544478222631,0.0914669098750577,0.238342071375354
hsa-mir-3619,4.0385449092277,-0.295900912499676,0.0918203061855871,0.238342071375354
hsa-mir-1181,3.67305382053376,-0.474635666321008,0.0923678116622315,0.23874730980492
hsa-mir-450a-2,-0.748439876118156,2.73642114102354,0.0930368767823099,0.239462003532528
hsa-mir-329-2,-1.22622962153005,-0.223500544568747,0.0935363449160323,0.239736010078906
hsa-mir-196a-1,2.30543802776039,6.3815219899543,0.094329538809352,0.240757400308388
hsa-mir-196b,-0.740871694006215,9.51741326883687,0.0960777655826934,0.243046631129891
hsa-mir-592,2.86748866846162,3.36019697492246,0.096108784871655,0.243046631129891
hsa-mir-1247,-1.25177402489469,6.77860635760933,0.0964217782515307,0.243046631129891
hsa-mir-3942,2.73799521721264,-0.0488341117763545,0.0990800371893555,0.248370585227019
hsa-mir-4797,2.03388266026184,0.365595725017627,0.0993482340908076,0.248370585227019
hsa-mir-146a,1.4299029268331,7.527832909654,0.102064315190661,0.254119315372667
hsa-mir-3662,2.69851839459368,0.410451564361876,0.102925900981836,0.254987832110701
hsa-mir-934,4.8674228062477,2.18418555921714,0.103249171362858,0.254987832110701
hsa-mir-656,-1.04368970302452,0.172184621116894,0.104284047288979,0.25601956862572
hsa-mir-6783,2.48385701760723,-0.152695186812757,0.104853878021872,0.25601956862572
hsa-mir-24-2,0.76163252806807,10.4638444702825,0.105595671839336,0.25601956862572
hsa-mir-5684,1.77100995419922,0.159517729913703,0.10568338098871,0.25601956862572
hsa-mir-320d-2,-1.00645952241948,-0.265104231246834,0.105765461137183,0.25601956862572
hsa-mir-629,0.865361992167931,7.28546035272481,0.108200647292903,0.260670958194091
hsa-mir-1262,-1.0393079834221,0.52431174351019,0.108541677674261,0.260670958194091
hsa-mir-449a,6.81867168918885,1.73119300103406,0.109117970357606,0.261027301639763
hsa-mir-320b-1,-0.700927533151611,1.89248956877706,0.109937778881541,0.261401323267446
hsa-mir-4758,4.14820944211247,-0.236800635153093,0.110165805358596,0.261401323267446
hsa-mir-30c-1,-0.587700219458989,7.95866834401811,0.110559903939346,0.261401323267446
hsa-mir-1295a,2.1919568253073,0.929165924977525,0.111423459274831,0.261684252466707
hsa-mir-4491,3.51378362270745,0.455324518198658,0.111537550231711,0.261684252466707
hsa-mir-107,0.686710710634471,6.36903099599952,0.112350239751569,0.262581020109031
hsa-mir-3680-1,3.61098471332186,-0.511604623088219,0.115000999512216,0.267750418711648
hsa-mir-618,-1.14578496173228,0.0825749006634088,0.121377078141497,0.281520979719822
hsa-mir-500b,-0.629572470931039,2.95553934701375,0.127198993481517,0.293906765241383
hsa-mir-7705,1.6970115916605,0.742996230782926,0.12789580372409,0.294401661402623
hsa-mir-1292,1.53936485414606,0.0215579850578072,0.128830403470877,0.295438143297876
hsa-mir-150,1.58186558254112,9.94418484173277,0.132679685880495,0.302582032472358
hsa-mir-1254-2,1.9771985232845,-0.0428064580378654,0.132937679840315,0.302582032472358
hsa-mir-3136,1.48050880270441,-0.00596422990337074,0.133439090904637,0.302594221010514
hsa-mir-3678,2.49930401978029,-0.162738235585482,0.135473982112,0.305609145063647
hsa-mir-1249,1.03983529462637,1.25591995928479,0.135846895443097,0.305609145063647
hsa-mir-2110,0.880215883489674,1.17435215234881,0.136271618782479,0.305609145063647
hsa-mir-152,-0.687010510283064,8.12527992749779,0.137171549397342,0.305692948833516
hsa-mir-92b,1.12588789007115,7.28922879430126,0.137311258984235,0.305692948833516
hsa-mir-30d,-0.494989555438928,12.1963814726316,0.140104718282565,0.309109573534129
hsa-mir-501,1.06286656241124,5.46317740239869,0.140964519130401,0.309109573534129
hsa-mir-485,-0.924112575340765,1.95720283853422,0.141010319886219,0.309109573534129
hsa-mir-320c-2,-0.817438057037439,-0.101350089896099,0.141930447113685,0.309109573534129
hsa-mir-191,0.692251147294441,8.83620786826825,0.142013287557356,0.309109573534129
hsa-mir-130a,-0.630938669399651,7.11104032951614,0.142085524915649,0.309109573534129
hsa-mir-3682,1.36219949244928,0.815062579788648,0.142393098628017,0.309109573534129
hsa-mir-24-1,0.685693419658317,10.4639521005415,0.146303329580615,0.316471741291402
hsa-mir-6891,3.70189768968783,-0.455006048811585,0.149849142985668,0.322996385940839
hsa-mir-1248,1.84355673383962,2.34659879802979,0.152627715863551,0.327827136185797
hsa-mir-323b,1.88254231419173,1.23736032679569,0.154062515535685,0.32974784026936
hsa-mir-192,3.21635292281577,11.4963957007214,0.156141184138663,0.333028399736309
hsa-mir-767,7.46654904319202,4.74947833605733,0.157418416925349,0.33336280799759
hsa-mir-516b-1,-1.48809417916804,-0.928373390639183,0.157518941039462,0.33336280799759
hsa-mir-19a,1.07126374865355,5.78823503114807,0.15793746149394,0.33336280799759
hsa-mir-222,1.06200060410714,7.18771081856794,0.16359843759909,0.344120851501534
hsa-mir-30e,-0.418834406958746,13.4734605166042,0.165190964646,0.346276592556907
hsa-mir-324,0.614438951022522,5.40839553843021,0.16680154286346,0.348455277899694
hsa-mir-4742,1.86585123826271,-0.0769454088580703,0.168466170850696,0.350731618494624
hsa-mir-4444-2,-0.695190683115026,0.100210856854567,0.171241053354761,0.35382156309011
hsa-mir-3193,2.06241591728244,0.0519012276913772,0.172144810579713,0.35382156309011
hsa-mir-561,-1.02712257127976,0.317734323790048,0.172359237402836,0.35382156309011
hsa-mir-4766,2.35419166465658,-0.229333494566433,0.172976470995051,0.35382156309011
hsa-mir-138-1,2.54217643980835,1.39313101269638,0.173153318914595,0.35382156309011
hsa-mir-223,1.36393331753807,9.09193949773149,0.173438355738639,0.35382156309011
hsa-mir-3690-1,2.26883560852143,0.162751889214197,0.174010604798415,0.35382156309011
hsa-mir-1224,5.2065309762613,0.433239122461884,0.175311799242168,0.355283048298082
hsa-mir-128-1,0.656463012551711,6.75152907763306,0.177971177710667,0.359478206634128
hsa-mir-22,-0.4310848376699,15.9605207249665,0.181299064558532,0.364221781568557
hsa-mir-409,-0.691278287806367,4.48390038930328,0.182187313001464,0.364221781568557
hsa-mir-3691,1.50661365076166,-0.298320963112643,0.183381005673188,0.364221781568557
hsa-mir-4677,0.609711182559949,3.38216239022936,0.183898518397695,0.364221781568557
hsa-mir-580,1.10736579152659,0.451740508208849,0.184818967636105,0.364221781568557
hsa-mir-615,2.10925556229425,2.12016495961662,0.185063196772961,0.364221781568557
hsa-mir-329-1,-0.99264194797172,-0.277882140921879,0.185336183258596,0.364221781568557
hsa-mir-760,1.54108233801384,0.798630936375591,0.185597265480774,0.364221781568557
hsa-mir-219a-1,0.811188737885001,2.57582755970853,0.185693400111183,0.364221781568557
hsa-mir-3913-2,-0.548977257198797,1.27183716179047,0.186486853048107,0.364605706279952
hsa-mir-509-2,5.70408331429983,2.99182992290296,0.187756493938143,0.36591521182833
hsa-mir-505,-0.448477461766104,5.22814993795154,0.190658022129256,0.37038660349951
hsa-mir-550a-3,1.06824318024452,1.20984842635913,0.192432932090203,0.372647900238172
